triplet_id	ac_id	score_ac	score_ad	delta	rank_value
SCF:0001721	AC:001486	0.73986000	0.66234511	-0.07751489	0
SCF:0001722	AC:001488	0.98438746	0.98901195	0.00462449	1
SCF:0001723	AC:001488	0.98438746	0.98455476	0.00016730	1
SCF:0001724	AC:001488	0.98438746	0.98405594	-0.00033152	0
SCF:0001725	AC:001488	0.98438746	0.98331466	-0.00107280	0
SCF:0001726	AC:001488	0.98438746	0.98354506	-0.00084240	0
SCF:0001727	AC:001490	0.68865569	0.85049591	0.16184022	1
SCF:0001728	AC:001490	0.68865569	0.73743603	0.04878034	1
SCF:0001729	AC:001491	0.95749527	0.98412451	0.02662924	1
SCF:0001730	AC:001492	0.43269254	0.82602996	0.39333742	1
SCF:0001731	AC:001493	0.96159134	0.95834437	-0.00324697	0
SCF:0001732	AC:001496	0.75558788	0.68394257	-0.07164531	0
SCF:0001733	AC:001497	0.97677854	0.94679562	-0.02998292	0
SCF:0001734	AC:001497	0.97677854	0.97849718	0.00171864	1
SCF:0001735	AC:001497	0.97677854	0.98356778	0.00678924	1
SCF:0001736	AC:001497	0.97677854	0.98245910	0.00568056	1
SCF:0001737	AC:001497	0.97677854	0.97815067	0.00137213	1
SCF:0001738	AC:001497	0.97677854	0.95429725	-0.02248129	0
SCF:0001739	AC:001498	0.33355131	0.43800274	0.10445143	1
SCF:0001740	AC:001498	0.33355131	0.58243247	0.24888116	1
SCF:0001741	AC:001498	0.33355131	0.53202809	0.19847678	1
SCF:0001742	AC:001498	0.33355131	0.40259926	0.06904795	1
SCF:0001743	AC:001498	0.33355131	0.48025481	0.14670350	1
SCF:0001744	AC:001499	0.85009196	0.74834546	-0.10174650	0
SCF:0001745	AC:001499	0.85009196	0.66337307	-0.18671889	0
SCF:0001746	AC:001501	0.97121397	0.98117656	0.00996259	1
SCF:0001747	AC:001501	0.97121397	0.98304096	0.01182699	1
SCF:0001748	AC:001502	0.97964859	0.97324944	-0.00639915	0
SCF:0001749	AC:001502	0.97964859	0.95843306	-0.02121553	0
SCF:0001750	AC:001505	0.92253008	0.95422903	0.03169895	1
SCF:0001751	AC:001508	0.81464159	0.91690206	0.10226047	1
SCF:0001752	AC:001508	0.81464159	0.73821944	-0.07642215	0
SCF:0001753	AC:001508	0.81464159	0.30981649	-0.50482510	0
SCF:0001754	AC:001508	0.81464159	0.54490792	-0.26973367	0
SCF:0001755	AC:001509	0.85790652	0.92583018	0.06792366	1
SCF:0001756	AC:001509	0.85790652	0.80853409	-0.04937243	0
SCF:0001757	AC:001509	0.85790652	0.94933632	0.09142980	1
SCF:0001758	AC:001509	0.85790652	0.94044459	0.08253807	1
SCF:0001759	AC:001509	0.85790652	0.93777576	0.07986924	1
SCF:0001760	AC:001510	0.39989362	0.38463726	-0.01525636	0
SCF:0001761	AC:001510	0.39989362	0.50867806	0.10878444	1
SCF:0001762	AC:001513	0.74946269	0.77447360	0.02501091	1
SCF:0001763	AC:001514	0.45093698	0.73329142	0.28235444	1
SCF:0001764	AC:001514	0.45093698	0.81934826	0.36841128	1
SCF:0001765	AC:001515	0.62380972	0.79679167	0.17298195	1
SCF:0001766	AC:001515	0.62380972	0.56013219	-0.06367753	0
SCF:0001767	AC:001515	0.62380972	0.57716822	-0.04664150	0
SCF:0001768	AC:001515	0.62380972	0.64269312	0.01888340	1
SCF:0001769	AC:001515	0.62380972	0.75877317	0.13496345	1
SCF:0001770	AC:001516	0.47594176	0.61244791	0.13650615	1
SCF:0001771	AC:001516	0.47594176	0.35402781	-0.12191395	0
SCF:0001772	AC:001518	0.83148586	0.55980161	-0.27168425	0
SCF:0001773	AC:001518	0.83148586	0.85444075	0.02295489	1
SCF:0001774	AC:001518	0.83148586	0.80948224	-0.02200362	0
SCF:0001775	AC:001518	0.83148586	0.75809446	-0.07339140	0
SCF:0001776	AC:001519	0.52983285	0.49106562	-0.03876723	0
SCF:0001777	AC:001519	0.52983285	0.51328375	-0.01654910	0
SCF:0001778	AC:001519	0.52983285	0.48331622	-0.04651663	0
SCF:0001779	AC:001519	0.52983285	0.49697491	-0.03285794	0
SCF:0001780	AC:001519	0.52983285	0.54647465	0.01664180	1
SCF:0001781	AC:001519	0.52983285	0.54372041	0.01388756	1
SCF:0001782	AC:001524	0.97016052	0.98005387	0.00989335	1
SCF:0001783	AC:001524	0.97016052	0.98449990	0.01433938	1
SCF:0001784	AC:001524	0.97016052	0.95690125	-0.01325927	0
SCF:0001785	AC:001525	0.81189901	0.70993251	-0.10196650	0
SCF:0001786	AC:001525	0.81189901	0.87119824	0.05929923	1
SCF:0001787	AC:001526	0.69150897	0.46799521	-0.22351376	0
SCF:0001788	AC:001526	0.69150897	0.71885030	0.02734133	1
SCF:0001789	AC:001526	0.69150897	0.65573890	-0.03577007	0
SCF:0001790	AC:001526	0.69150897	0.64074499	-0.05076398	0
SCF:0001791	AC:001529	0.73855036	0.81630058	0.07775022	1
SCF:0001792	AC:001529	0.73855036	0.80388782	0.06533746	1
SCF:0001793	AC:001529	0.73855036	0.56960763	-0.16894273	0
SCF:0001794	AC:001530	0.97133818	0.89816498	-0.07317320	0
SCF:0001795	AC:001532	0.36509221	0.35911824	-0.00597397	0
SCF:0001796	AC:001533	0.99514475	0.99599084	0.00084609	1
SCF:0001797	AC:001534	0.44458961	0.67183414	0.22724453	1
SCF:0001798	AC:001535	0.98315281	0.98131025	-0.00184256	0
SCF:0001799	AC:001536	0.99754462	0.99758673	0.00004211	1
SCF:0001800	AC:001536	0.99754462	0.99701383	-0.00053079	0
SCF:0001801	AC:001536	0.99754462	0.97702607	-0.02051855	0
SCF:0001802	AC:001536	0.99754462	0.98641154	-0.01113308	0
SCF:0001803	AC:001536	0.99754462	0.95509985	-0.04244477	0
SCF:0001804	AC:001536	0.99754462	0.98168132	-0.01586330	0
SCF:0001805	AC:001538	0.72834632	0.81526107	0.08691475	1
SCF:0001806	AC:001540	0.94641614	0.97952032	0.03310418	1
SCF:0001807	AC:001541	0.46440576	0.38550890	-0.07889686	0
SCF:0001808	AC:001542	0.91741583	0.94168589	0.02427006	1
SCF:0001809	AC:001542	0.91741583	0.94850722	0.03109139	1
SCF:0001810	AC:001544	0.73403653	0.81131819	0.07728166	1
SCF:0001811	AC:001545	0.78347838	0.68078867	-0.10268971	0
SCF:0001812	AC:001548	0.47561164	0.55622068	0.08060904	1
SCF:0001813	AC:001548	0.47561164	0.65842679	0.18281515	1
SCF:0001814	AC:001549	0.67131425	0.61630648	-0.05500777	0
SCF:0001815	AC:001550	0.69132254	0.61244791	-0.07887463	0
SCF:0001816	AC:001550	0.69132254	0.64322013	-0.04810241	0
SCF:0001817	AC:001550	0.69132254	0.65574512	-0.03557742	0
SCF:0001818	AC:001550	0.69132254	0.54033597	-0.15098657	0
SCF:0001819	AC:001552	0.95921055	0.95531309	-0.00389746	0
SCF:0001820	AC:001552	0.95921055	0.95972348	0.00051293	1
SCF:0001821	AC:001555	0.67201573	0.55476922	-0.11724651	0
SCF:0001822	AC:001558	0.58660499	0.67500390	0.08839891	1
SCF:0001823	AC:001558	0.58660499	0.60179198	0.01518699	1
SCF:0001824	AC:001559	0.80531892	0.90016851	0.09484959	1
SCF:0001825	AC:001559	0.80531892	0.72790922	-0.07740970	0
SCF:0001826	AC:001560	0.76122010	0.74327078	-0.01794932	0
SCF:0001827	AC:001561	0.55655288	0.82380342	0.26725054	1
SCF:0001828	AC:001561	0.55655288	0.94167921	0.38512633	1
SCF:0001829	AC:001561	0.55655288	0.76089960	0.20434672	1
SCF:0001830	AC:001561	0.55655288	0.63628785	0.07973497	1
SCF:0001831	AC:001561	0.55655288	0.55577590	-0.00077698	0
SCF:0001832	AC:001562	0.53350765	0.47952644	-0.05398121	0
SCF:0001833	AC:001564	0.39081463	0.47091195	0.08009732	1
SCF:0001834	AC:001564	0.39081463	0.49094352	0.10012889	1
SCF:0001835	AC:001565	0.80430815	0.62136028	-0.18294787	0
SCF:0001836	AC:001565	0.80430815	0.77957642	-0.02473173	0
SCF:0001837	AC:001565	0.80430815	0.80610436	0.00179621	1
SCF:0001838	AC:001565	0.80430815	0.71747875	-0.08682940	0
SCF:0001839	AC:001566	0.84064692	0.96021751	0.11957059	1
SCF:0001840	AC:001566	0.84064692	0.83609780	-0.00454912	0
SCF:0001841	AC:001568	0.65315266	0.61511126	-0.03804140	0
SCF:0001842	AC:001569	0.64238117	0.59389019	-0.04849098	0
SCF:0001843	AC:001569	0.64238117	0.77803919	0.13565802	1
SCF:0001844	AC:001575	0.77234240	0.79826476	0.02592236	1
SCF:0001845	AC:001575	0.77234240	0.83301855	0.06067615	1
SCF:0001846	AC:001575	0.77234240	0.83912760	0.06678520	1
SCF:0001847	AC:001575	0.77234240	0.72646899	-0.04587341	0
SCF:0001848	AC:001576	0.54525633	0.55189163	0.00663530	1
SCF:0001849	AC:001578	0.81752604	0.82754067	0.01001463	1
SCF:0001850	AC:001581	0.53068512	0.46675482	-0.06393030	0
SCF:0001851	AC:001584	0.97365356	0.94779206	-0.02586150	0
SCF:0001852	AC:001584	0.97365356	0.97849718	0.00484362	1
SCF:0001853	AC:001584	0.97365356	0.95429725	-0.01935631	0
SCF:0001854	AC:001584	0.97365356	0.98245910	0.00880554	1
SCF:0001855	AC:001584	0.97365356	0.97815067	0.00449711	1
SCF:0001856	AC:001590	0.51418807	0.68753445	0.17334638	1
SCF:0001857	AC:001590	0.51418807	0.62609982	0.11191175	1
SCF:0001858	AC:001592	0.78895960	0.87892785	0.08996825	1
SCF:0001859	AC:001594	0.78843886	0.84822792	0.05978906	1
SCF:0001860	AC:001594	0.78843886	0.79776529	0.00932643	1
SCF:0001861	AC:001594	0.78843886	0.64958656	-0.13885230	0
SCF:0001862	AC:001596	0.66102129	0.71239405	0.05137276	1
SCF:0001863	AC:001598	0.96140648	0.95211758	-0.00928890	0
SCF:0001864	AC:001598	0.96140648	0.94422967	-0.01717681	0
SCF:0001865	AC:001601	0.46213792	0.43781964	-0.02431828	0
SCF:0001866	AC:001602	0.73039254	0.75618363	0.02579109	1
SCF:0001867	AC:001603	0.84480602	0.79441160	-0.05039442	0
SCF:0001868	AC:001604	0.26927838	0.50917132	0.23989294	1
SCF:0001869	AC:001607	0.78473067	0.56013219	-0.22459848	0
SCF:0001870	AC:001607	0.78473067	0.79596427	0.01123360	1
SCF:0001871	AC:001607	0.78473067	0.67281673	-0.11191394	0
SCF:0001872	AC:001607	0.78473067	0.75877317	-0.02595750	0
SCF:0001873	AC:001611	0.73271802	0.85889974	0.12618172	1
SCF:0001874	AC:001611	0.73271802	0.81857733	0.08585931	1
SCF:0001875	AC:001612	0.79015491	0.63603440	-0.15412051	0
SCF:0001876	AC:001614	0.70046621	0.84063565	0.14016944	1
SCF:0001877	AC:001614	0.70046621	0.80136542	0.10089921	1
SCF:0001878	AC:001614	0.70046621	0.79110111	0.09063490	1
SCF:0001879	AC:001615	0.72190119	0.81457906	0.09267787	1
SCF:0001880	AC:001616	0.55622722	0.47195040	-0.08427682	0
SCF:0001881	AC:001620	0.95707278	0.84935071	-0.10772207	0
SCF:0001882	AC:001621	0.93823182	0.94315910	0.00492728	1
SCF:0001883	AC:001621	0.93823182	0.92792261	-0.01030921	0
SCF:0001884	AC:001621	0.93823182	0.96018603	0.02195421	1
SCF:0001885	AC:001623	0.74574250	0.85523317	0.10949067	1
SCF:0001886	AC:001623	0.74574250	0.81365874	0.06791624	1
SCF:0001887	AC:001623	0.74574250	0.81615522	0.07041272	1
SCF:0001888	AC:001623	0.74574250	0.66566574	-0.08007676	0
SCF:0001889	AC:001624	0.79557304	0.67974796	-0.11582508	0
SCF:0001890	AC:001624	0.79557304	0.84162225	0.04604921	1
SCF:0001891	AC:001625	0.26239811	0.57248709	0.31008898	1
SCF:0001892	AC:001625	0.26239811	0.53971501	0.27731690	1
SCF:0001893	AC:001627	0.87195194	0.96313107	0.09117913	1
SCF:0001894	AC:001629	0.53405386	0.31368185	-0.22037201	0
SCF:0001895	AC:001630	0.27676394	0.50290413	0.22614019	1
SCF:0001896	AC:001630	0.27676394	0.46799521	0.19123127	1
SCF:0001897	AC:001631	0.24529826	0.45885610	0.21355784	1
SCF:0001898	AC:001631	0.24529826	0.31408413	0.06878587	1
SCF:0001899	AC:001631	0.24529826	0.40006128	0.15476302	1
SCF:0001900	AC:001633	0.89876272	0.81513842	-0.08362430	0
SCF:0001901	AC:001634	0.94069859	0.97828293	0.03758434	1
SCF:0001902	AC:001635	0.93803978	0.96854612	0.03050634	1
SCF:0001903	AC:001635	0.93803978	0.97064596	0.03260618	1
SCF:0001904	AC:001635	0.93803978	0.96417686	0.02613708	1
SCF:0001905	AC:001636	0.54047962	0.55203650	0.01155688	1
SCF:0001906	AC:001640	0.79237183	0.68757889	-0.10479294	0
SCF:0001907	AC:001642	0.48514628	0.44584068	-0.03930560	0
SCF:0001908	AC:001644	0.71683797	0.83715841	0.12032044	1
SCF:0001909	AC:001645	0.41553354	0.41697548	0.00144194	1
SCF:0001910	AC:001645	0.41553354	0.49801347	0.08247993	1
SCF:0001911	AC:001645	0.41553354	0.42516266	0.00962912	1
SCF:0001912	AC:001645	0.41553354	0.66629916	0.25076562	1
SCF:0001913	AC:001645	0.41553354	0.48940558	0.07387204	1
SCF:0001914	AC:001646	0.61721130	0.67885763	0.06164633	1
SCF:0001915	AC:001650	0.73620312	0.69632448	-0.03987864	0
SCF:0001916	AC:001650	0.73620312	0.83879041	0.10258729	1
SCF:0001917	AC:001650	0.73620312	0.65431515	-0.08188797	0
SCF:0001918	AC:001651	0.35941413	0.49669676	0.13728263	1
SCF:0001919	AC:001651	0.35941413	0.54685808	0.18744395	1
SCF:0001920	AC:001651	0.35941413	0.49707068	0.13765655	1
SCF:0001921	AC:001652	0.53934574	0.43496406	-0.10438168	0
SCF:0001922	AC:001653	0.94971955	0.98720807	0.03748852	1
SCF:0001923	AC:001655	0.44735262	0.53239989	0.08504727	1
SCF:0001924	AC:001656	0.59831786	0.76126263	0.16294477	1
SCF:0001925	AC:001656	0.59831786	0.59177327	-0.00654459	0
SCF:0001926	AC:001656	0.59831786	0.62021456	0.02189670	1
SCF:0001927	AC:001661	0.97771740	0.95690125	-0.02081615	0
SCF:0001928	AC:001661	0.97771740	0.96222648	-0.01549092	0
SCF:0001929	AC:001661	0.97771740	0.97526723	-0.00245017	0
SCF:0001930	AC:001661	0.97771740	0.98238036	0.00466296	1
SCF:0001931	AC:001661	0.97771740	0.97635224	-0.00136516	0
SCF:0001932	AC:001661	0.97771740	0.97368321	-0.00403419	0
SCF:0001933	AC:001662	0.94537472	0.84711245	-0.09826227	0
SCF:0001934	AC:001663	0.55773363	0.66691197	0.10917834	1
SCF:0001935	AC:001667	0.55368999	0.69640579	0.14271580	1
SCF:0001936	AC:001669	0.48492473	0.52643102	0.04150629	1
SCF:0001937	AC:001669	0.48492473	0.62053854	0.13561381	1
SCF:0001938	AC:001669	0.48492473	0.64606168	0.16113695	1
SCF:0001939	AC:001671	0.94577560	0.96438583	0.01861023	1
SCF:0001940	AC:001671	0.94577560	0.97550121	0.02972561	1
SCF:0001941	AC:001671	0.94577560	0.95026436	0.00448876	1
SCF:0001942	AC:001671	0.94577560	0.92160362	-0.02417198	0
SCF:0001943	AC:001672	0.57853271	0.46923551	-0.10929720	0
SCF:0001944	AC:001673	0.25788633	0.38473995	0.12685362	1
SCF:0001945	AC:001675	0.96249741	0.96520991	0.00271250	1
SCF:0001946	AC:001678	0.83964738	0.80952485	-0.03012253	0
SCF:0001947	AC:001678	0.83964738	0.82289061	-0.01675677	0
SCF:0001948	AC:001681	0.57878109	0.47960945	-0.09917164	0
SCF:0001949	AC:001681	0.57878109	0.59267954	0.01389845	1
SCF:0001950	AC:001682	0.62941658	0.96417686	0.33476028	1
SCF:0001951	AC:001682	0.62941658	0.96854612	0.33912954	1
SCF:0001952	AC:001683	0.91354114	0.94850722	0.03496608	1
SCF:0001953	AC:001683	0.91354114	0.94168589	0.02814475	1
SCF:0001954	AC:001684	0.88374746	0.99682709	0.11307963	1
SCF:0001955	AC:001685	0.66235600	0.80033434	0.13797834	1
SCF:0001956	AC:001687	0.96390683	0.95624769	-0.00765914	0
SCF:0001957	AC:001690	0.97457438	0.92924089	-0.04533349	0
SCF:0001958	AC:001690	0.97457438	0.78636008	-0.18821430	0
SCF:0001959	AC:001690	0.97457438	0.97981584	0.00524146	1
SCF:0001960	AC:001691	0.92824497	0.87586122	-0.05238375	0
SCF:0001961	AC:001693	0.67496735	0.70907982	0.03411247	1
SCF:0001962	AC:001693	0.67496735	0.62248847	-0.05247888	0
SCF:0001963	AC:001695	0.86446890	0.53268834	-0.33178056	0
SCF:0001964	AC:001699	0.45619659	0.70568845	0.24949186	1
SCF:0001965	AC:001700	0.97598851	0.97497907	-0.00100944	0
SCF:0001966	AC:001700	0.97598851	0.97645644	0.00046793	1
SCF:0001967	AC:001700	0.97598851	0.95613843	-0.01985008	0
SCF:0001968	AC:001700	0.97598851	0.80071547	-0.17527304	0
SCF:0001969	AC:001700	0.97598851	0.95640660	-0.01958191	0
SCF:0001970	AC:001703	0.94255269	0.87045675	-0.07209594	0
SCF:0001971	AC:001705	0.98792765	0.97439367	-0.01353398	0
SCF:0001972	AC:001707	0.68765181	0.86414212	0.17649031	1
SCF:0001973	AC:001707	0.68765181	0.88612765	0.19847584	1
SCF:0001974	AC:001708	0.75499821	0.73246491	-0.02253330	0
SCF:0001975	AC:001708	0.75499821	0.57979026	-0.17520795	0
SCF:0001976	AC:001708	0.75499821	0.74467883	-0.01031938	0
SCF:0001977	AC:001708	0.75499821	0.53895907	-0.21603914	0
SCF:0001978	AC:001709	0.62633710	0.52327415	-0.10306295	0
SCF:0001979	AC:001709	0.62633710	0.59684069	-0.02949641	0
SCF:0001980	AC:001709	0.62633710	0.45738046	-0.16895664	0
SCF:0001981	AC:001709	0.62633710	0.45033699	-0.17600011	0
SCF:0001982	AC:001711	0.69187574	0.70952423	0.01764849	1
SCF:0001983	AC:001711	0.69187574	0.61353189	-0.07834385	0
SCF:0001984	AC:001712	0.71151871	0.64835654	-0.06316217	0
SCF:0001985	AC:001714	0.58045843	0.49707068	-0.08338775	0
SCF:0001986	AC:001717	0.93016649	0.95211758	0.02195109	1
SCF:0001987	AC:001717	0.93016649	0.94240155	0.01223506	1
SCF:0001988	AC:001717	0.93016649	0.94422967	0.01406318	1
SCF:0001989	AC:001717	0.93016649	0.94817756	0.01801107	1
SCF:0001990	AC:001718	0.97508985	0.97672671	0.00163686	1
SCF:0001991	AC:001718	0.97508985	0.98227555	0.00718570	1
SCF:0001992	AC:001718	0.97508985	0.94385594	-0.03123391	0
SCF:0001993	AC:001718	0.97508985	0.92028544	-0.05480441	0
SCF:0001994	AC:001718	0.97508985	0.96684644	-0.00824341	0
SCF:0001995	AC:001719	0.52004206	0.60604475	0.08600269	1
SCF:0001996	AC:001720	0.98766041	0.99802184	0.01036143	1
SCF:0001997	AC:001722	0.93097021	0.94784397	0.01687376	1
SCF:0001998	AC:001722	0.93097021	0.94887124	0.01790103	1
SCF:0001999	AC:001728	0.39103168	0.34650584	-0.04452584	0
SCF:0002000	AC:001728	0.39103168	0.45837662	0.06734494	1
SCF:0002001	AC:001731	0.70887100	0.70074249	-0.00812851	0
SCF:0002002	AC:001731	0.70887100	0.74763360	0.03876260	1
SCF:0002003	AC:001732	0.83750996	0.95982906	0.12231910	1
SCF:0002004	AC:001732	0.83750996	0.75040701	-0.08710295	0
SCF:0002005	AC:001732	0.83750996	0.79196230	-0.04554766	0
SCF:0002006	AC:001733	0.86286726	0.97986788	0.11700062	1
SCF:0002007	AC:001735	0.94359872	0.95639821	0.01279949	1
SCF:0002008	AC:001735	0.94359872	0.96359891	0.02000019	1
SCF:0002009	AC:001735	0.94359872	0.88938910	-0.05420962	0
SCF:0002010	AC:001735	0.94359872	0.97266086	0.02906214	1
SCF:0002011	AC:001735	0.94359872	0.97065127	0.02705255	1
SCF:0002012	AC:001738	0.80106786	0.75870863	-0.04235923	0
SCF:0002013	AC:001740	0.56204813	0.56392044	0.00187231	1
SCF:0002014	AC:001740	0.56204813	0.53302308	-0.02902505	0
SCF:0002015	AC:001740	0.56204813	0.56338645	0.00133832	1
SCF:0002016	AC:001740	0.56204813	0.59571758	0.03366945	1
SCF:0002017	AC:001742	0.73843155	0.93019146	0.19175991	1
SCF:0002018	AC:001743	0.54963284	0.69765424	0.14802140	1
SCF:0002019	AC:001744	0.77312057	0.78803518	0.01491461	1
SCF:0002020	AC:001746	0.98259741	0.97429203	-0.00830538	0
SCF:0002021	AC:001746	0.98259741	0.98091111	-0.00168630	0
SCF:0002022	AC:001747	0.97751933	0.98190972	0.00439039	1
SCF:0002023	AC:001747	0.97751933	0.89682576	-0.08069357	0
SCF:0002024	AC:001747	0.97751933	0.94552890	-0.03199043	0
SCF:0002025	AC:001749	0.38376253	0.49597124	0.11220871	1
SCF:0002026	AC:001749	0.38376253	0.37374164	-0.01002089	0
SCF:0002027	AC:001749	0.38376253	0.51335414	0.12959161	1
SCF:0002028	AC:001752	0.91126421	0.94832679	0.03706258	1
SCF:0002029	AC:001752	0.91126421	0.94649932	0.03523511	1
SCF:0002030	AC:001752	0.91126421	0.94159962	0.03033541	1
SCF:0002031	AC:001754	0.92739561	0.96258113	0.03518552	1
SCF:0002032	AC:001754	0.92739561	0.98203090	0.05463529	1
SCF:0002033	AC:001755	0.80437848	0.79283565	-0.01154283	0
SCF:0002034	AC:001758	0.89750406	0.97038236	0.07287830	1
SCF:0002035	AC:001758	0.89750406	0.97478935	0.07728529	1
SCF:0002036	AC:001759	0.71820122	0.60778350	-0.11041772	0
SCF:0002037	AC:001759	0.71820122	0.64162046	-0.07658076	0
SCF:0002038	AC:001759	0.71820122	0.55157733	-0.16662389	0
SCF:0002039	AC:001760	0.85733602	0.84872890	-0.00860712	0
SCF:0002040	AC:001761	0.95655857	0.96949704	0.01293847	1
SCF:0002041	AC:001761	0.95655857	0.96642455	0.00986598	1
SCF:0002042	AC:001763	0.97800851	0.94295993	-0.03504858	0
SCF:0002043	AC:001764	0.97001774	0.98043695	0.01041921	1
SCF:0002044	AC:001764	0.97001774	0.98945945	0.01944171	1
SCF:0002045	AC:001764	0.97001774	0.98456794	0.01455020	1
SCF:0002046	AC:001765	0.66430990	0.47629027	-0.18801963	0
SCF:0002047	AC:001765	0.66430990	0.59880696	-0.06550294	0
SCF:0002048	AC:001765	0.66430990	0.51221581	-0.15209409	0
SCF:0002049	AC:001767	0.92624116	0.98168132	0.05544016	1
SCF:0002050	AC:001767	0.92624116	0.94751396	0.02127280	1
SCF:0002051	AC:001767	0.92624116	0.87502405	-0.05121711	0
SCF:0002052	AC:001767	0.92624116	0.69281128	-0.23342988	0
SCF:0002053	AC:001768	0.98314941	0.93837685	-0.04477256	0
SCF:0002054	AC:001768	0.98314941	0.93350068	-0.04964873	0
SCF:0002055	AC:001769	0.61671730	0.74421794	0.12750064	1
SCF:0002056	AC:001769	0.61671730	0.43416228	-0.18255502	0
SCF:0002057	AC:001770	0.80045414	0.75489909	-0.04555505	0
SCF:0002058	AC:001770	0.80045414	0.77085823	-0.02959591	0
SCF:0002059	AC:001772	0.36791004	0.45491116	0.08700112	1
SCF:0002060	AC:001772	0.36791004	0.51342193	0.14551189	1
SCF:0002061	AC:001772	0.36791004	0.67363194	0.30572190	1
SCF:0002062	AC:001773	0.56820397	0.37365034	-0.19455363	0
SCF:0002063	AC:001773	0.56820397	0.49273198	-0.07547199	0
SCF:0002064	AC:001774	0.65878217	0.64074499	-0.01803718	0
SCF:0002065	AC:001775	0.62146110	0.55861863	-0.06284247	0
SCF:0002066	AC:001780	0.99225268	0.98787835	-0.00437433	0
SCF:0002067	AC:001781	0.56181398	0.55061721	-0.01119677	0
SCF:0002068	AC:001781	0.56181398	0.73272872	0.17091474	1
SCF:0002069	AC:001783	0.54938752	0.64388707	0.09449955	1
SCF:0002070	AC:001785	0.42374921	0.53096177	0.10721256	1
SCF:0002071	AC:001785	0.42374921	0.48415896	0.06040975	1
SCF:0002072	AC:001785	0.42374921	0.47220556	0.04845635	1
SCF:0002073	AC:001786	0.41986598	0.50885959	0.08899361	1
SCF:0002074	AC:001786	0.41986598	0.53059633	0.11073035	1
SCF:0002075	AC:001786	0.41986598	0.52500294	0.10513696	1
SCF:0002076	AC:001788	0.88188979	0.95861369	0.07672390	1
SCF:0002077	AC:001791	0.32041928	0.38260977	0.06219049	1
SCF:0002078	AC:001791	0.32041928	0.36179049	0.04137121	1
SCF:0002079	AC:001791	0.32041928	0.36188805	0.04146877	1
SCF:0002080	AC:001792	0.63021073	0.81457906	0.18436833	1
SCF:0002081	AC:001795	0.95675337	0.97295042	0.01619705	1
SCF:0002082	AC:001795	0.95675337	0.95737825	0.00062488	1
SCF:0002083	AC:001796	0.91441043	0.91177561	-0.00263482	0
SCF:0002084	AC:001796	0.91441043	0.88152772	-0.03288271	0
SCF:0002085	AC:001796	0.91441043	0.95317178	0.03876135	1
SCF:0002086	AC:001797	0.91329927	0.92928890	0.01598963	1
SCF:0002087	AC:001797	0.91329927	0.93795887	0.02465960	1
SCF:0002088	AC:001797	0.91329927	0.87252131	-0.04077796	0
SCF:0002089	AC:001799	0.66235697	0.36633134	-0.29602563	0
SCF:0002090	AC:001799	0.66235697	0.47184317	-0.19051380	0
SCF:0002091	AC:001799	0.66235697	0.46867999	-0.19367698	0
SCF:0002092	AC:001800	0.64941774	0.81282169	0.16340395	1
SCF:0002093	AC:001801	0.87267205	0.83949831	-0.03317374	0
SCF:0002094	AC:001802	0.73785276	0.69647568	-0.04137708	0
SCF:0002095	AC:001802	0.73785276	0.77378855	0.03593579	1
SCF:0002096	AC:001802	0.73785276	0.79017230	0.05231954	1
SCF:0002097	AC:001804	0.75279525	0.80151173	0.04871648	1
SCF:0002098	AC:001805	0.98027116	0.95968980	-0.02058136	0
SCF:0002099	AC:001805	0.98027116	0.99200283	0.01173167	1
SCF:0002100	AC:001806	0.47714024	0.50066436	0.02352412	1
SCF:0002101	AC:001806	0.47714024	0.49106562	0.01392538	1
SCF:0002102	AC:001806	0.47714024	0.46599528	-0.01114496	0
SCF:0002103	AC:001806	0.47714024	0.53162672	0.05448648	1
SCF:0002104	AC:001806	0.47714024	0.56478212	0.08764188	1
SCF:0002105	AC:001806	0.47714024	0.48331622	0.00617598	1
SCF:0002106	AC:001807	0.59536142	0.60734589	0.01198447	1
SCF:0002107	AC:001811	0.53029678	0.56437644	0.03407966	1
SCF:0002108	AC:001811	0.53029678	0.46909491	-0.06120187	0
SCF:0002109	AC:001811	0.53029678	0.67937960	0.14908282	1
SCF:0002110	AC:001814	0.34662647	0.57186815	0.22524168	1
SCF:0002111	AC:001814	0.34662647	0.62807744	0.28145097	1
SCF:0002112	AC:001814	0.34662647	0.60356707	0.25694060	1
SCF:0002113	AC:001814	0.34662647	0.41570295	0.06907648	1
SCF:0002114	AC:001814	0.34662647	0.35402781	0.00740134	1
SCF:0002115	AC:001815	0.69278964	0.60164651	-0.09114313	0
SCF:0002116	AC:001816	0.88962568	0.76342869	-0.12619699	0
SCF:0002117	AC:001816	0.88962568	0.80146485	-0.08816083	0
SCF:0002118	AC:001816	0.88962568	0.77492926	-0.11469642	0
SCF:0002119	AC:001817	0.51239094	0.57483175	0.06244081	1
SCF:0002120	AC:001817	0.51239094	0.59521541	0.08282447	1
SCF:0002121	AC:001818	0.27640820	0.53576829	0.25936009	1
SCF:0002122	AC:001819	0.48906396	0.61123114	0.12216718	1
SCF:0002123	AC:001820	0.90459378	0.87349466	-0.03109912	0
SCF:0002124	AC:001820	0.90459378	0.89087545	-0.01371833	0
SCF:0002125	AC:001820	0.90459378	0.92247901	0.01788523	1
