pair_id	score_mean	score_sd_across_crop_seeds	score_seed13	score_seed29	score_seed47	score_seed71	score_seed97
SP:0007139	0.74397782	0.03911274	0.74478849	0.72939557	0.71305123	0.81867343	0.71398038
SP:0007141	0.56406514	0.02220370	0.56666755	0.53704950	0.54583126	0.56979157	0.60098582
SP:0007142	0.64388707	0.06856612	0.72951520	0.54412591	0.63592187	0.70931676	0.60055563
SP:0007145	0.62220214	0.00000000	0.62220214	0.62220214	0.62220214	0.62220214	0.62220214
SP:0007147	0.74836660	0.00000000	0.74836660	0.74836660	0.74836660	0.74836660	0.74836660
SP:0007155	0.89999129	0.00969921	0.89374042	0.90916345	0.88424593	0.90348557	0.90932107
SP:0007156	0.79411796	0.00000000	0.79411796	0.79411796	0.79411796	0.79411796	0.79411796
SP:0007160	0.74763360	0.00000000	0.74763360	0.74763360	0.74763360	0.74763360	0.74763360
SP:0007162	0.32024012	0.00772538	0.32773984	0.33060939	0.31113611	0.31844072	0.31327452
SP:0007165	0.64969315	0.02919216	0.67296990	0.67795524	0.59602314	0.64642179	0.65509567
SP:0007168	0.94123092	0.00000000	0.94123092	0.94123092	0.94123092	0.94123092	0.94123092
SP:0007169	0.98227555	0.00000000	0.98227555	0.98227555	0.98227555	0.98227555	0.98227555
SP:0007170	0.94385594	0.00000000	0.94385594	0.94385594	0.94385594	0.94385594	0.94385594
SP:0007173	0.56122030	0.00000000	0.56122030	0.56122030	0.56122030	0.56122030	0.56122030
SP:0007177	0.87892054	0.01243282	0.86058152	0.87870294	0.88470987	0.89798272	0.87262568
SP:0007178	0.91099198	0.00815550	0.92282661	0.90729112	0.91848466	0.90371406	0.90264348
SP:0007180	0.94850722	0.00000000	0.94850722	0.94850722	0.94850722	0.94850722	0.94850722
SP:0007181	0.96637180	0.00000000	0.96637180	0.96637180	0.96637180	0.96637180	0.96637180
SP:0007182	0.48585691	0.00000000	0.48585691	0.48585691	0.48585691	0.48585691	0.48585691
SP:0007189	0.84071118	0.02281700	0.82651219	0.84302356	0.80517438	0.86651641	0.86232933
SP:0007190	0.71416659	0.01502853	0.73116821	0.72101387	0.72586256	0.69991750	0.69287080
SP:0007191	0.70890173	0.00631308	0.71253711	0.71649149	0.71240782	0.69957942	0.70349282
SP:0007193	0.59563069	0.00000000	0.59563069	0.59563069	0.59563069	0.59563069	0.59563069
SP:0007194	0.66811263	0.00000000	0.66811263	0.66811263	0.66811263	0.66811263	0.66811263
SP:0007195	0.62446506	0.00000000	0.62446506	0.62446506	0.62446506	0.62446506	0.62446506
SP:0007196	0.65817365	0.00000000	0.65817365	0.65817365	0.65817365	0.65817365	0.65817365
SP:0007197	0.69057759	0.00000000	0.69057759	0.69057759	0.69057759	0.69057759	0.69057759
SP:0007202	0.49746947	0.00000000	0.49746947	0.49746947	0.49746947	0.49746947	0.49746947
SP:0007203	0.34975940	0.00000000	0.34975940	0.34975940	0.34975940	0.34975940	0.34975940
SP:0007206	0.70709591	0.04237029	0.68513608	0.69384551	0.66970953	0.69710423	0.78968420
SP:0007207	0.83120298	0.03139564	0.82870480	0.86421036	0.79824406	0.86946440	0.79539129
SP:0007208	0.47388570	0.02574431	0.46893895	0.46290523	0.44745147	0.52310918	0.46702369
SP:0007209	0.46959938	0.00000000	0.46959938	0.46959938	0.46959938	0.46959938	0.46959938
SP:0007214	0.36179049	0.00000000	0.36179049	0.36179049	0.36179049	0.36179049	0.36179049
SP:0007215	0.36188805	0.00000000	0.36188805	0.36188805	0.36188805	0.36188805	0.36188805
SP:0007216	0.38260977	0.00000000	0.38260977	0.38260977	0.38260977	0.38260977	0.38260977
SP:0007222	0.75083339	0.00000000	0.75083339	0.75083339	0.75083339	0.75083339	0.75083339
SP:0007228	0.80016007	0.00870522	0.79206485	0.78973877	0.80936501	0.81100797	0.79862374
SP:0007234	0.62068847	0.00000000	0.62068847	0.62068847	0.62068847	0.62068847	0.62068847
SP:0007235	0.62127528	0.00000000	0.62127528	0.62127528	0.62127528	0.62127528	0.62127528
SP:0007236	0.65103495	0.00000000	0.65103495	0.65103495	0.65103495	0.65103495	0.65103495
SP:0007237	0.70960442	0.00000000	0.70960442	0.70960442	0.70960442	0.70960442	0.70960442
SP:0007238	0.71373087	0.00000000	0.71373087	0.71373087	0.71373087	0.71373087	0.71373087
SP:0007239	0.70737550	0.00000000	0.70737550	0.70737550	0.70737550	0.70737550	0.70737550
SP:0007240	0.66197995	0.00000000	0.66197995	0.66197995	0.66197995	0.66197995	0.66197995
SP:0007241	0.57733461	0.00000000	0.57733461	0.57733461	0.57733461	0.57733461	0.57733461
SP:0007242	0.53574521	0.00000000	0.53574521	0.53574521	0.53574521	0.53574521	0.53574521
SP:0007243	0.74840033	0.00000000	0.74840033	0.74840033	0.74840033	0.74840033	0.74840033
SP:0007245	0.71984055	0.00000000	0.71984055	0.71984055	0.71984055	0.71984055	0.71984055
SP:0007249	0.18193598	0.00000000	0.18193598	0.18193598	0.18193598	0.18193598	0.18193598
SP:0007252	0.51053793	0.00619071	0.51159717	0.51516776	0.49951893	0.50911357	0.51729219
SP:0007254	0.70233387	0.00333867	0.70712960	0.70305985	0.69800553	0.70426315	0.69921124
SP:0007256	0.58703627	0.00000000	0.58703627	0.58703627	0.58703627	0.58703627	0.58703627
SP:0007259	0.41813704	0.00000000	0.41813704	0.41813704	0.41813704	0.41813704	0.41813704
SP:0007260	0.51997227	0.00000000	0.51997227	0.51997227	0.51997227	0.51997227	0.51997227
SP:0007267	0.88614577	0.00000000	0.88614577	0.88614577	0.88614577	0.88614577	0.88614577
SP:0007268	0.64647520	0.00000000	0.64647520	0.64647520	0.64647520	0.64647520	0.64647520
SP:0007269	0.88909068	0.00000000	0.88909068	0.88909068	0.88909068	0.88909068	0.88909068
SP:0007270	0.67838907	0.00000000	0.67838907	0.67838907	0.67838907	0.67838907	0.67838907
SP:0007271	0.69033005	0.00000000	0.69033005	0.69033005	0.69033005	0.69033005	0.69033005
SP:0007274	0.79053136	0.00000000	0.79053136	0.79053136	0.79053136	0.79053136	0.79053136
SP:0007282	0.72510743	0.00000000	0.72510743	0.72510743	0.72510743	0.72510743	0.72510743
SP:0007289	0.97837839	0.00000000	0.97837839	0.97837839	0.97837839	0.97837839	0.97837839
SP:0007291	0.99841651	0.00000000	0.99841651	0.99841651	0.99841651	0.99841651	0.99841651
SP:0007292	0.85871235	0.00000000	0.85871235	0.85871235	0.85871235	0.85871235	0.85871235
SP:0007297	0.30268256	0.06537209	0.28940342	0.30748709	0.42417236	0.24950243	0.24284751
SP:0007300	0.51856280	0.00000000	0.51856280	0.51856280	0.51856280	0.51856280	0.51856280
SP:0007301	0.49432179	0.00000000	0.49432179	0.49432179	0.49432179	0.49432179	0.49432179
SP:0007302	0.46687958	0.00000000	0.46687958	0.46687958	0.46687958	0.46687958	0.46687958
SP:0007303	0.88880735	0.00000000	0.88880735	0.88880735	0.88880735	0.88880735	0.88880735
SP:0007319	0.59323708	0.00000000	0.59323708	0.59323708	0.59323708	0.59323708	0.59323708
SP:0007320	0.67909543	0.00000000	0.67909543	0.67909543	0.67909543	0.67909543	0.67909543
SP:0007322	0.57710863	0.00000000	0.57710863	0.57710863	0.57710863	0.57710863	0.57710863
SP:0007330	0.45969232	0.01144970	0.44977977	0.44935097	0.45272923	0.46933788	0.47726375
SP:0007332	0.58395515	0.00826629	0.58267897	0.59747321	0.58806884	0.57759613	0.57395858
SP:0007333	0.64080758	0.01069347	0.62453425	0.63565954	0.65484897	0.64979074	0.63920438
SP:0007335	0.55189163	0.03746323	0.58680904	0.55576265	0.48620565	0.54181518	0.58886563
SP:0007337	0.73222348	0.00000000	0.73222348	0.73222348	0.73222348	0.73222348	0.73222348
SP:0007338	0.63201311	0.00000000	0.63201311	0.63201311	0.63201311	0.63201311	0.63201311
SP:0007339	0.76440579	0.00000000	0.76440579	0.76440579	0.76440579	0.76440579	0.76440579
SP:0007340	0.48064692	0.03625783	0.51652270	0.41748273	0.49440916	0.46487683	0.50994315
SP:0007341	0.58285380	0.03126752	0.54818760	0.59689501	0.56410046	0.56817458	0.63691136
SP:0007342	0.63474776	0.07594115	0.50731416	0.59929672	0.70833826	0.71051485	0.64827484
SP:0007343	0.53385997	0.03452744	0.50819128	0.57290404	0.53454036	0.48394763	0.56971655
SP:0007345	0.38562662	0.00000000	0.38562662	0.38562662	0.38562662	0.38562662	0.38562662
SP:0007346	0.41037295	0.00000000	0.41037295	0.41037295	0.41037295	0.41037295	0.41037295
SP:0007353	0.46636998	0.00000000	0.46636998	0.46636998	0.46636998	0.46636998	0.46636998
SP:0007354	0.55063944	0.00000000	0.55063944	0.55063944	0.55063944	0.55063944	0.55063944
SP:0007356	0.77076742	0.00000000	0.77076742	0.77076742	0.77076742	0.77076742	0.77076742
SP:0007359	0.97554719	0.00000000	0.97554719	0.97554719	0.97554719	0.97554719	0.97554719
SP:0007360	0.95715039	0.00598710	0.96323278	0.94776991	0.96401629	0.95597172	0.95476123
SP:0007370	0.85978639	0.03400648	0.92158977	0.82300955	0.85727355	0.83529582	0.86176324
SP:0007376	0.55120082	0.08303543	0.43727940	0.55967951	0.69152564	0.55747686	0.51004268
SP:0007377	0.67143124	0.00000000	0.67143124	0.67143124	0.67143124	0.67143124	0.67143124
SP:0007380	0.75624841	0.00000000	0.75624841	0.75624841	0.75624841	0.75624841	0.75624841
SP:0007381	0.66176745	0.04149705	0.65386045	0.72012868	0.69830609	0.61491524	0.62162681
SP:0007382	0.51709855	0.00000000	0.51709855	0.51709855	0.51709855	0.51709855	0.51709855
SP:0007383	0.62687695	0.00000000	0.62687695	0.62687695	0.62687695	0.62687695	0.62687695
SP:0007384	0.62136028	0.00000000	0.62136028	0.62136028	0.62136028	0.62136028	0.62136028
SP:0007387	0.62178992	0.00000000	0.62178992	0.62178992	0.62178992	0.62178992	0.62178992
SP:0007389	0.76580176	0.00000000	0.76580176	0.76580176	0.76580176	0.76580176	0.76580176
SP:0007396	0.98013898	0.00000000	0.98013898	0.98013898	0.98013898	0.98013898	0.98013898
SP:0007400	0.45648524	0.03749195	0.46898280	0.46098769	0.47791109	0.38410073	0.49044387
SP:0007401	0.51076958	0.05696847	0.61275458	0.47849803	0.52615589	0.48974778	0.44669161
SP:0007403	0.48872118	0.00000000	0.48872118	0.48872118	0.48872118	0.48872118	0.48872118
SP:0007404	0.32337359	0.00000000	0.32337359	0.32337359	0.32337359	0.32337359	0.32337359
SP:0007406	0.42698074	0.00000000	0.42698074	0.42698074	0.42698074	0.42698074	0.42698074
SP:0007407	0.46548707	0.00000000	0.46548707	0.46548707	0.46548707	0.46548707	0.46548707
SP:0007408	0.52909120	0.00000000	0.52909120	0.52909120	0.52909120	0.52909120	0.52909120
SP:0007420	0.66017639	0.00000000	0.66017639	0.66017639	0.66017639	0.66017639	0.66017639
SP:0007421	0.68273443	0.00000000	0.68273443	0.68273443	0.68273443	0.68273443	0.68273443
SP:0007422	0.61724714	0.00000000	0.61724714	0.61724714	0.61724714	0.61724714	0.61724714
SP:0007423	0.66828414	0.00000000	0.66828414	0.66828414	0.66828414	0.66828414	0.66828414
SP:0007426	0.83519977	0.00000000	0.83519977	0.83519977	0.83519977	0.83519977	0.83519977
SP:0007428	0.90371662	0.00000000	0.90371662	0.90371662	0.90371662	0.90371662	0.90371662
SP:0007430	0.39801249	0.02829080	0.41493333	0.34182040	0.40621193	0.41154541	0.41555136
SP:0007434	0.47091195	0.00000000	0.47091195	0.47091195	0.47091195	0.47091195	0.47091195
SP:0007435	0.80151173	0.00000000	0.80151173	0.80151173	0.80151173	0.80151173	0.80151173
SP:0007436	0.84822792	0.00000000	0.84822792	0.84822792	0.84822792	0.84822792	0.84822792
SP:0007437	0.79776529	0.00000000	0.79776529	0.79776529	0.79776529	0.79776529	0.79776529
SP:0007446	0.48167741	0.05656244	0.55818784	0.43262279	0.52868565	0.40733661	0.48155418
SP:0007454	0.60767530	0.00782607	0.59612449	0.61791527	0.60164503	0.60982129	0.61287044
SP:0007460	0.65757147	0.01888181	0.67797333	0.62460296	0.66512976	0.67031736	0.64983395
SP:0007461	0.66506354	0.03860548	0.67749768	0.63750270	0.73021442	0.66287533	0.61722755
SP:0007462	0.46867999	0.03967510	0.50295630	0.47816324	0.40752049	0.51421681	0.44054309
SP:0007463	0.66496654	0.03831969	0.65205691	0.66698227	0.67816654	0.60467649	0.72295052
SP:0007464	0.73287716	0.02968539	0.68536193	0.73479080	0.76855877	0.75811487	0.71755945
SP:0007465	0.62975542	0.08776866	0.64834941	0.76874540	0.50105687	0.64590880	0.58471664
SP:0007466	0.69470257	0.00000000	0.69470257	0.69470257	0.69470257	0.69470257	0.69470257
SP:0007469	0.88612765	0.00000000	0.88612765	0.88612765	0.88612765	0.88612765	0.88612765
SP:0007470	0.61551329	0.00000000	0.61551329	0.61551329	0.61551329	0.61551329	0.61551329
SP:0007472	0.82769812	0.00000000	0.82769812	0.82769812	0.82769812	0.82769812	0.82769812
SP:0007476	0.98222360	0.00000000	0.98222360	0.98222360	0.98222360	0.98222360	0.98222360
SP:0007477	0.97632644	0.00000000	0.97632644	0.97632644	0.97632644	0.97632644	0.97632644
SP:0007478	0.97333446	0.00000000	0.97333446	0.97333446	0.97333446	0.97333446	0.97333446
SP:0007479	0.95690125	0.00000000	0.95690125	0.95690125	0.95690125	0.95690125	0.95690125
SP:0007480	0.97526723	0.00000000	0.97526723	0.97526723	0.97526723	0.97526723	0.97526723
SP:0007481	0.96222648	0.00000000	0.96222648	0.96222648	0.96222648	0.96222648	0.96222648
SP:0007482	0.73344144	0.00000000	0.73344144	0.73344144	0.73344144	0.73344144	0.73344144
SP:0007483	0.70883066	0.00000000	0.70883066	0.70883066	0.70883066	0.70883066	0.70883066
SP:0007495	0.58665804	0.03852823	0.59949977	0.64141709	0.58018979	0.52182643	0.59035711
SP:0007496	0.85287377	0.00000000	0.85287377	0.85287377	0.85287377	0.85287377	0.85287377
SP:0007499	0.90375573	0.00000000	0.90375573	0.90375573	0.90375573	0.90375573	0.90375573
SP:0007500	0.98131025	0.00000000	0.98131025	0.98131025	0.98131025	0.98131025	0.98131025
SP:0007503	0.43894077	0.00000000	0.43894077	0.43894077	0.43894077	0.43894077	0.43894077
SP:0007505	0.77815360	0.00000000	0.77815360	0.77815360	0.77815360	0.77815360	0.77815360
SP:0007513	0.68072236	0.00000000	0.68072236	0.68072236	0.68072236	0.68072236	0.68072236
SP:0007514	0.39720498	0.00000000	0.39720498	0.39720498	0.39720498	0.39720498	0.39720498
SP:0007516	0.47852232	0.00000000	0.47852232	0.47852232	0.47852232	0.47852232	0.47852232
SP:0007518	0.97324944	0.00000000	0.97324944	0.97324944	0.97324944	0.97324944	0.97324944
SP:0007519	0.68840087	0.08174243	0.75528478	0.73258975	0.77414852	0.57856259	0.60141870
SP:0007520	0.67245287	0.02389416	0.71373916	0.66204461	0.67446486	0.67176923	0.64024651
SP:0007522	0.63697481	0.07046543	0.51070171	0.65483397	0.71388483	0.61992711	0.68552643
SP:0007526	0.93074822	0.00000000	0.93074822	0.93074822	0.93074822	0.93074822	0.93074822
SP:0007530	0.28477673	0.00660565	0.29002237	0.27370841	0.28620202	0.29228811	0.28166275
SP:0007537	0.69895512	0.00000000	0.69895512	0.69895512	0.69895512	0.69895512	0.69895512
SP:0007538	0.71144518	0.00000000	0.71144518	0.71144518	0.71144518	0.71144518	0.71144518
SP:0007539	0.73543975	0.00000000	0.73543975	0.73543975	0.73543975	0.73543975	0.73543975
SP:0007540	0.93363890	0.00000000	0.93363890	0.93363890	0.93363890	0.93363890	0.93363890
SP:0007541	0.47875981	0.00000000	0.47875981	0.47875981	0.47875981	0.47875981	0.47875981
SP:0007543	0.83273878	0.00000000	0.83273878	0.83273878	0.83273878	0.83273878	0.83273878
SP:0007545	0.88847473	0.00000000	0.88847473	0.88847473	0.88847473	0.88847473	0.88847473
SP:0007547	0.47086582	0.10963672	0.61857469	0.28931453	0.51980847	0.50081827	0.42581315
SP:0007550	0.98266208	0.00000000	0.98266208	0.98266208	0.98266208	0.98266208	0.98266208
SP:0007552	0.94565118	0.00000000	0.94565118	0.94565118	0.94565118	0.94565118	0.94565118
SP:0007554	0.95944432	0.00000000	0.95944432	0.95944432	0.95944432	0.95944432	0.95944432
SP:0007555	0.99799976	0.00000000	0.99799976	0.99799976	0.99799976	0.99799976	0.99799976
SP:0007556	0.99799976	0.00000000	0.99799976	0.99799976	0.99799976	0.99799976	0.99799976
SP:0007557	0.99590888	0.00000000	0.99590888	0.99590888	0.99590888	0.99590888	0.99590888
SP:0007558	0.86956510	0.00000000	0.86956510	0.86956510	0.86956510	0.86956510	0.86956510
SP:0007560	0.96328881	0.00000000	0.96328881	0.96328881	0.96328881	0.96328881	0.96328881
SP:0007565	0.80243179	0.00000000	0.80243179	0.80243179	0.80243179	0.80243179	0.80243179
SP:0007566	0.90063295	0.00000000	0.90063295	0.90063295	0.90063295	0.90063295	0.90063295
SP:0007577	0.51900316	0.04426592	0.53222287	0.51437981	0.52975923	0.44114238	0.57751153
SP:0007578	0.73232286	0.03345387	0.75658071	0.73994327	0.75364437	0.66648283	0.74496310
SP:0007579	0.81603005	0.03373975	0.79215536	0.80939111	0.88212922	0.79209274	0.80438184
SP:0007583	0.74764498	0.01228073	0.72946435	0.74636159	0.75046981	0.74422816	0.76770103
SP:0007584	0.68295673	0.00000000	0.68295673	0.68295673	0.68295673	0.68295673	0.68295673
SP:0007587	0.61084378	0.02621852	0.62663582	0.64348930	0.60399890	0.61464529	0.56544960
SP:0007589	0.98981118	0.00000000	0.98981118	0.98981118	0.98981118	0.98981118	0.98981118
SP:0007590	0.99041280	0.00000000	0.99041280	0.99041280	0.99041280	0.99041280	0.99041280
SP:0007591	0.99052021	0.00000000	0.99052021	0.99052021	0.99052021	0.99052021	0.99052021
SP:0007595	0.51027785	0.00000000	0.51027785	0.51027785	0.51027785	0.51027785	0.51027785
SP:0007597	0.79733677	0.02452119	0.76104394	0.80443740	0.80808353	0.83257144	0.78054753
SP:0007608	0.69009769	0.00000000	0.69009769	0.69009769	0.69009769	0.69009769	0.69009769
SP:0007610	0.98622397	0.00089245	0.98646805	0.98629019	0.98451811	0.98679015	0.98705334
SP:0007612	0.86653580	0.01279476	0.86748162	0.86421215	0.84508679	0.87118005	0.88471839
SP:0007613	0.87936736	0.01324682	0.85642826	0.88987509	0.87824899	0.87754783	0.89473665
SP:0007614	0.78054164	0.00973807	0.76641906	0.79167217	0.77311354	0.79029855	0.78120488
SP:0007616	0.67541479	0.04172664	0.70679841	0.73625949	0.62930837	0.67271480	0.63199288
SP:0007617	0.51904954	0.00474791	0.51643580	0.52147618	0.52191252	0.52435300	0.51107022
SP:0007620	0.60543903	0.06235685	0.65447714	0.67152656	0.63892017	0.54705127	0.51522002
SP:0007627	0.54784743	0.00558552	0.55159088	0.53762703	0.54769800	0.54837285	0.55394842
SP:0007641	0.45656324	0.03026153	0.46704060	0.46176209	0.47457795	0.39758746	0.48184811
SP:0007647	0.31547892	0.00000000	0.31547892	0.31547892	0.31547892	0.31547892	0.31547892
SP:0007651	0.48654178	0.00000000	0.48654178	0.48654178	0.48654178	0.48654178	0.48654178
SP:0007665	0.87425794	0.00337520	0.88010427	0.87313086	0.86971715	0.87483031	0.87350712
SP:0007666	0.82630586	0.00225667	0.82775927	0.82797912	0.82757685	0.82625943	0.82195464
SP:0007667	0.81875844	0.00739305	0.82496825	0.82187757	0.82707924	0.80997338	0.80989376
SP:0007668	0.61207846	0.00000000	0.61207846	0.61207846	0.61207846	0.61207846	0.61207846
SP:0007672	0.59396636	0.02573401	0.59322837	0.60635060	0.63121873	0.58645821	0.55257590
SP:0007673	0.47184317	0.04970041	0.41449778	0.47813491	0.42201355	0.54921869	0.49535090
SP:0007675	0.56623058	0.01298898	0.55633541	0.58916592	0.56877346	0.56521186	0.55166625
SP:0007676	0.70262766	0.03802683	0.63980105	0.75231787	0.70246887	0.69022938	0.72832114
SP:0007677	0.49415420	0.04353214	0.53500148	0.50267515	0.45691033	0.54409881	0.43208523
SP:0007678	0.99887216	0.00000000	0.99887216	0.99887216	0.99887216	0.99887216	0.99887216
SP:0007681	0.70129008	0.00558478	0.70051671	0.70221913	0.70107246	0.71010849	0.69253360
SP:0007683	0.65474696	0.02141241	0.68628511	0.63620627	0.64647871	0.67329284	0.63147184
SP:0007686	0.69228495	0.08998214	0.64665715	0.80936823	0.75796884	0.69779482	0.54963573
SP:0007687	0.86094569	0.03660207	0.79874012	0.87050688	0.90403727	0.88615606	0.84528810
SP:0007688	0.78093052	0.03516938	0.84797612	0.74785667	0.78131163	0.76213729	0.76537088
SP:0007689	0.95156288	0.00000000	0.95156288	0.95156288	0.95156288	0.95156288	0.95156288
SP:0007701	0.43704563	0.00000000	0.43704563	0.43704563	0.43704563	0.43704563	0.43704563
SP:0007702	0.55657734	0.00000000	0.55657734	0.55657734	0.55657734	0.55657734	0.55657734
SP:0007703	0.83266726	0.00000000	0.83266726	0.83266726	0.83266726	0.83266726	0.83266726
SP:0007705	0.98000994	0.00000000	0.98000994	0.98000994	0.98000994	0.98000994	0.98000994
SP:0007706	0.94817756	0.00316104	0.95008916	0.94602310	0.95324749	0.94723216	0.94429591
SP:0007707	0.51335414	0.00000000	0.51335414	0.51335414	0.51335414	0.51335414	0.51335414
SP:0007708	0.83109733	0.00000000	0.83109733	0.83109733	0.83109733	0.83109733	0.83109733
SP:0007709	0.70758337	0.00000000	0.70758337	0.70758337	0.70758337	0.70758337	0.70758337
SP:0007714	0.91977769	0.00000000	0.91977769	0.91977769	0.91977769	0.91977769	0.91977769
SP:0007719	0.93049139	0.00000000	0.93049139	0.93049139	0.93049139	0.93049139	0.93049139
SP:0007722	0.97000265	0.00000000	0.97000265	0.97000265	0.97000265	0.97000265	0.97000265
SP:0007725	0.58009182	0.01766833	0.56939469	0.61445070	0.57879861	0.57155708	0.56625803
SP:0007726	0.60171519	0.01862159	0.61728546	0.61483657	0.57304907	0.58593114	0.61747370
SP:0007736	0.56097680	0.05921809	0.50551338	0.62559348	0.63986975	0.50740808	0.52649932
SP:0007737	0.81697971	0.00854417	0.82444906	0.80325308	0.82425711	0.81066784	0.82227147
SP:0007739	0.92928890	0.00000000	0.92928890	0.92928890	0.92928890	0.92928890	0.92928890
SP:0007740	0.87252131	0.00000000	0.87252131	0.87252131	0.87252131	0.87252131	0.87252131
SP:0007742	0.95429725	0.00000000	0.95429725	0.95429725	0.95429725	0.95429725	0.95429725
SP:0007743	0.98245910	0.00000000	0.98245910	0.98245910	0.98245910	0.98245910	0.98245910
SP:0007745	0.56908761	0.03031030	0.51042623	0.59525063	0.57299767	0.58807089	0.57869262
SP:0007750	0.49795243	0.00000000	0.49795243	0.49795243	0.49795243	0.49795243	0.49795243
SP:0007752	0.38570765	0.00000000	0.38570765	0.38570765	0.38570765	0.38570765	0.38570765
SP:0007753	0.50609255	0.00000000	0.50609255	0.50609255	0.50609255	0.50609255	0.50609255
SP:0007754	0.44695193	0.00000000	0.44695193	0.44695193	0.44695193	0.44695193	0.44695193
SP:0007756	0.43706110	0.00000000	0.43706110	0.43706110	0.43706110	0.43706110	0.43706110
SP:0007764	0.35448677	0.00000000	0.35448677	0.35448677	0.35448677	0.35448677	0.35448677
SP:0007765	0.53930126	0.00000000	0.53930126	0.53930126	0.53930126	0.53930126	0.53930126
SP:0007773	0.46605650	0.00000000	0.46605650	0.46605650	0.46605650	0.46605650	0.46605650
SP:0007774	0.50189898	0.00000000	0.50189898	0.50189898	0.50189898	0.50189898	0.50189898
SP:0007775	0.56331028	0.00000000	0.56331028	0.56331028	0.56331028	0.56331028	0.56331028
SP:0007781	0.42592734	0.00000000	0.42592734	0.42592734	0.42592734	0.42592734	0.42592734
SP:0007784	0.86148709	0.00000000	0.86148709	0.86148709	0.86148709	0.86148709	0.86148709
SP:0007787	0.93083620	0.00000000	0.93083620	0.93083620	0.93083620	0.93083620	0.93083620
SP:0007788	0.78207350	0.00000000	0.78207350	0.78207350	0.78207350	0.78207350	0.78207350
SP:0007796	0.67115691	0.00921020	0.66541659	0.68019944	0.66664652	0.65975378	0.68376821
SP:0007802	0.89523927	0.00000000	0.89523927	0.89523927	0.89523927	0.89523927	0.89523927
SP:0007807	0.83603201	0.00000000	0.83603201	0.83603201	0.83603201	0.83603201	0.83603201
SP:0007809	0.95509657	0.00000000	0.95509657	0.95509657	0.95509657	0.95509657	0.95509657
SP:0007814	0.99625554	0.00000000	0.99625554	0.99625554	0.99625554	0.99625554	0.99625554
SP:0007820	0.56080220	0.00000000	0.56080220	0.56080220	0.56080220	0.56080220	0.56080220
SP:0007821	0.82622366	0.00642231	0.82743791	0.82626409	0.83604014	0.81583497	0.82554120
SP:0007824	0.81493404	0.00000000	0.81493404	0.81493404	0.81493404	0.81493404	0.81493404
SP:0007826	0.96699852	0.00000000	0.96699852	0.96699852	0.96699852	0.96699852	0.96699852
SP:0007833	0.72249224	0.01787821	0.69851473	0.72572118	0.73838272	0.74426678	0.70557577
SP:0007843	0.40680537	0.00000000	0.40680537	0.40680537	0.40680537	0.40680537	0.40680537
SP:0007846	0.47066830	0.00000000	0.47066830	0.47066830	0.47066830	0.47066830	0.47066830
SP:0007858	0.97828293	0.00000000	0.97828293	0.97828293	0.97828293	0.97828293	0.97828293
SP:0007859	0.86174846	0.00000000	0.86174846	0.86174846	0.86174846	0.86174846	0.86174846
SP:0007862	0.70010040	0.05857661	0.61422149	0.78114707	0.65549472	0.72425893	0.72537980
SP:0007863	0.71312905	0.05352258	0.69976079	0.68962962	0.68884378	0.66909727	0.81831378
SP:0007864	0.46229583	0.10431952	0.41158176	0.45445008	0.31914523	0.63712299	0.48917909
SP:0007878	0.92581040	0.00000000	0.92581040	0.92581040	0.92581040	0.92581040	0.92581040
SP:0007880	0.93564270	0.00275686	0.93333185	0.93890759	0.93277592	0.93415427	0.93904385
SP:0007884	0.61041791	0.00000000	0.61041791	0.61041791	0.61041791	0.61041791	0.61041791
SP:0007887	0.72998824	0.04602275	0.77620212	0.68402174	0.72000602	0.79050993	0.67920139
SP:0007888	0.87751132	0.01002906	0.86533105	0.88249102	0.89068052	0.88284907	0.86620495
SP:0007890	0.64761823	0.05284262	0.63183336	0.75077227	0.61532281	0.60407755	0.63608517
SP:0007891	0.68657735	0.05855950	0.75117650	0.66977243	0.59568419	0.74996158	0.66629204
SP:0007892	0.79814259	0.05348926	0.74547583	0.87328907	0.82546213	0.72909331	0.81739261
SP:0007893	0.61044507	0.04097362	0.68736294	0.59730278	0.56602714	0.60927493	0.59225757
SP:0007894	0.60171951	0.01488495	0.62507782	0.59031162	0.61132887	0.58361481	0.59826443
SP:0007895	0.71962911	0.00000000	0.71962911	0.71962911	0.71962911	0.71962911	0.71962911
SP:0007896	0.69130057	0.00000000	0.69130057	0.69130057	0.69130057	0.69130057	0.69130057
SP:0007902	0.99112248	0.00000000	0.99112248	0.99112248	0.99112248	0.99112248	0.99112248
SP:0007903	0.99307420	0.00000000	0.99307420	0.99307420	0.99307420	0.99307420	0.99307420
SP:0007908	0.54393792	0.00000000	0.54393792	0.54393792	0.54393792	0.54393792	0.54393792
SP:0007910	0.94438342	0.00000000	0.94438342	0.94438342	0.94438342	0.94438342	0.94438342
SP:0007911	0.79692509	0.00000000	0.79692509	0.79692509	0.79692509	0.79692509	0.79692509
SP:0007913	0.83692941	0.00000000	0.83692941	0.83692941	0.83692941	0.83692941	0.83692941
SP:0007922	0.48924958	0.06064406	0.37736750	0.55636717	0.52041361	0.50834728	0.48375237
SP:0007923	0.63976901	0.09068041	0.60559768	0.52202213	0.68369767	0.59805047	0.78947711
SP:0007924	0.66644714	0.03520608	0.62019624	0.67587672	0.66621446	0.64446040	0.72548786
