triplet_id	anchor	c_structure	c_random	d	taxon_c	permutation_status
SCF:0001174	Q9SA56	P56768	O22993	A0A8F5NZW2	3702	ok
SCF:0001175	Q9P1U0	O15446	Q96HW7	Q9GZS1	9606	ok
SCF:0001176	P53840	P29496	P22224	P29469	559292	ok
SCF:0001177	P53840	P29496	P22224	P53091	559292	ok
SCF:0001178	P53840	P29496	P22224	P38132	559292	ok
SCF:0001189	Q9H0A8	Q9P000	Q9NVR2	Q9UBI1	9606	ok
SCF:0001190	Q9H0A8	Q9P000	Q9NVR2	Q8N668	9606	ok
SCF:0001191	Q9H0A8	Q9P000	Q9NVR2	Q9NX08	9606	ok
SCF:0001192	Q9P000	Q9H0A8	Q8N884	Q9GZQ3	9606	ok
SCF:0001193	Q9P000	Q9H0A8	Q8N884	Q86VX2	9606	ok
SCF:0001194	Q6P9B9	Q9NVR2	Q9P000	Q96HW7	9606	ok
SCF:0001195	Q6P9B9	Q9NVR2	Q9P000	Q9NV88	9606	ok
SCF:0001196	Q6P9B9	Q9NVR2	Q9P000	Q75QN2	9606	ok
SCF:0001197	Q9Y7N2	Q9Y821	O14010	Q9US45	284812	ok
SCF:0001198	Q9Y821	Q9Y7N2	Q9Y7M4	O94376	284812	ok
SCF:0001200	Q15369	Q8N884	Q9H0A8	Q13098	9606	ok
SCF:0001201	Q15369	Q8N884	Q9H0A8	Q6PJ21	9606	ok
SCF:0001202	Q15369	Q8N884	P63104	P30291	9606	ok
SCF:0001203	P36100	Q12004	P53905	Q03290	559292	ok
SCF:0001204	Q12004	P36100	P53905	P32776	559292	ok
SCF:0001205	Q02750	P63104	Q8N884	P31947	9606	ok
SCF:0001211	P56769	Q01667	O22993	Q9SYW8	3702	ok
SCF:0001213	P56769	Q01667	Q9SCY3	Q8LCQ4	3702	ok
SCF:0001221	Q16531	P15170	Q6PD62	Q2YDS1	9606	ok
SCF:0001222	A0A7M4DUC2	A0A4X1VYD0	A0A8D0JYF1	A0A8W4F9W9	9823	ok
SCF:0001224	Q13216	Q6PD62	P15170	I3LGP4	9606	ok
SCF:0001225	Q6PD62	Q13216	Q9Y230	Q9GZS3	9606	ok
SCF:0001228	Q24CE5	I7M6H4	A4VE64	Q22A67	312017	ok
SCF:0001235	O19927	Q9TM21	O19882	Q9TM22	2771	ok
SCF:0001236	A0A287ADR4	A0A481DF93	A0A4X1VM56	I3LCH3	9823	ok
SCF:0001237	P47093	P53905	Q12004	P57743	559292	ok
SCF:0001238	P47093	P53905	P36100	Q06406	559292	ok
SCF:0001239	P47093	P53905	P47017	A6ZYX7	559292	ok
SCF:0001240	P53905	P47093	Q12493	P40089	559292	ok
SCF:0001241	P61157	Q1JP79	G3MXC8	Q3MHR7	9913	ok
SCF:0001242	Q1JP79	P61157	Q3MHR7	A7MB62	9913	ok
SCF:0001250	A0A2K3DG79	A8IH07	A0A2K3DHV6	A8IJ60	3055	ok
SCF:0001251	A0A2K3DG79	A8IH07	A0A2K3DHV6	A8IL21	3055	ok
SCF:0001252	A0A2K3DG79	A8IH07	A8IXD6	A8INX1	3055	ok
SCF:0001253	A8IH07	A0A2K3DG79	A8IJY7	A8INX1	3055	ok
SCF:0001254	Q9P7Y4	O14010	Q9Y7M4	O94376	284812	ok
SCF:0001255	I7MCM8	Q24CE5	I7M6H4	A4VE64	312017	ok
SCF:0001256	Q24CE5	I7MCM8	A4VE64	W7XJB1	312017	ok
SCF:0001257	Q24CE5	I7MCM8	I7MLZ4	Q24DI9	312017	ok
SCF:0001258	A0A2K3CYB6	A0A2K3DLI2	A8IJY7	A0A2K3DQ46	3055	ok
SCF:0001259	A0A2K3CYB6	A0A2K3DLI2	A8IJY7	A0A2K3DHV6	3055	ok
SCF:0001260	A0A2K3DHV6	A0A2K3DM81	A8IJ60	A0A2K3DVJ8	3055	ok
SCF:0001261	A0A2K3DM81	A0A2K3DHV6	A8IH07	A0A2K3DQ46	3055	ok
SCF:0001262	A0A2K3DM81	A0A2K3DHV6	A8IH07	A8HUP3	3055	ok
SCF:0001269	P40089	P47017	P47093	P53905	559292	ok
SCF:0001270	P47017	P40089	P36012	Q06406	559292	ok
SCF:0001271	P47017	P40089	P32855	P57743	559292	ok
SCF:0001272	P47017	P40089	P32855	P38203	559292	ok
SCF:0001275	P56752	Q9SCY3	Q01667	Q94AQ8	3702	ok
SCF:0001276	Q9SCY3	P56752	O22993	A0A1B1W4Z4	3702	ok
SCF:0001279	Q41038	E1C9L2	A0A0F6NGI2	Q9SY97	3888	ok
SCF:0001283	P62807	Q9Y230	Q13216	G0RYC2	9606	ok
SCF:0001284	P62807	Q9Y230	Q9BVW5	Q99986	9606	ok
SCF:0001285	P62807	Q9Y230	P09884	Q71F23	9606	ok
SCF:0001286	Q9Y230	P62807	P60709	P33778	9606	ok
SCF:0001287	Q9Y230	P62807	P49427	P04908	9606	ok
SCF:0001290	P06271	A0A1S3X147	A0A1S3XP85	A0A1S4CE74	4097	ok
SCF:0001295	P36012	Q12493	P53905	Q06675	559292	ok
SCF:0001296	Q12493	P36012	P40089	Q06162	559292	ok
SCF:0001297	P19658	P32855	P40089	P89102	559292	ok
SCF:0001298	P19658	P32855	P40089	P22224	559292	ok
SCF:0001299	P19658	P32855	P32844	P38261	559292	ok
SCF:0001300	P32855	P19658	Q12321	P32844	559292	ok
SCF:0001301	P32855	P19658	Q12321	P89102	559292	ok
SCF:0001302	P32855	P19658	P24279	P22224	559292	ok
SCF:0001308	A4VE64	Q24DI9	Q24CE5	I7MCM8	312017	ok
SCF:0001309	Q24DI9	A4VE64	I7MLZ4	Q24CE5	312017	ok
SCF:0001310	Q24DI9	A4VE64	Q24CL2	W7XJB1	312017	ok
SCF:0001311	P09884	Q9BVW5	Q9Y230	Q9BRX5	9606	ok
SCF:0001312	Q9BVW5	P09884	Q9Y230	Q9HAW4	9606	ok
SCF:0001314	W8SUD1	A0A2P6U4S6	A0A2P6TPU7	A0A2P6U0J1	3076	ok
SCF:0001315	G0SC21	G0SE33	G0SCD1	G0S755	759272	ok
SCF:0001316	G0SE33	G0SC21	G0S755	G0SCD1	759272	ok
SCF:0001319	P32844	Q06245	P19658	P89102	559292	ok
SCF:0001320	P32844	Q06245	P19658	P32855	559292	ok
SCF:0001321	Q06245	P32844	P24279	P32855	559292	ok
SCF:0001322	Q06245	P32844	P24279	P22224	559292	ok
SCF:0001323	Q06245	P32844	P29056	P19658	559292	ok
SCF:0001324	A8INX1	A8IXD6	O19930	A8IL21	3055	ok
SCF:0001325	A8INX1	A8IXD6	A0A2K3E6S5	A8IJ60	3055	ok
SCF:0001326	A8INX1	A8IXD6	A0A2K3DHV6	A8IH07	3055	ok
SCF:0001327	A8IXD6	A8INX1	A0A2K3DG79	A8IL21	3055	ok
SCF:0001328	A8IXD6	A8INX1	A0A2K3CXW8	A8IJ60	3055	ok
SCF:0001329	A8IXD6	A8INX1	A0A2K3CXW8	A8IS47	3055	ok
SCF:0001333	Q9UXZ3	P61994	Q9UY20	P62010	272844	ok
SCF:0001334	Q9LTI0	O22993	P56752	F4KF14	3702	ok
SCF:0001335	Q9LTI0	O22993	A8MPR5	Q9SAJ3	3702	ok
SCF:0001336	Q9LTI0	O22993	A8MPR5	F4J3N2	3702	ok
SCF:0001340	P0ACI0	P0A8T7	P0AG30	P0A8V2	83333	ok
SCF:0001343	O00399	P60709	P62807	Q9NZ32	9606	ok
SCF:0001349	P06269	A0A1S4CKK0	A0A1S3YXM6	A0A1S4CIZ9	4097	ok
SCF:0001350	P40337	P49427	P62807	Q712K3	9606	ok
SCF:0001352	P0A0H0	Q2FZ25	Q2FW31	Q8GNY5	93061	ok
SCF:0001353	Q2FZ25	P0A0H0	Q2FW31	Q2FW20	93061	ok
SCF:0001354	Q2FZ25	P0A0H0	Q2FW31	Q2FW23	93061	ok
SCF:0001357	P19263	Q12321	P32855	P32569	559292	ok
SCF:0001358	P19263	Q12321	P19658	Q12124	559292	ok
SCF:0001366	Q9SN86	A8MPR5	O22993	F4KF14	3702	ok
SCF:0001367	Q9SN86	A8MPR5	O22993	Q9SAJ3	3702	ok
SCF:0001368	P50990	Q9UHV9	P60709	O15212	9606	ok
SCF:0001369	Q9UHV9	P50990	P60709	P40227	9606	ok
SCF:0001372	Q9BTE1	P60709	Q9UHV9	F2Z5G5	9606	ok
SCF:0001373	Q9BTE1	P60709	P50990	Q9NZ32	9606	ok
SCF:0001374	W5EP45	W5FEZ3	W5BFB7	Q8L806	4565	ok
SCF:0001375	A0A2K3E6S5	O19930	A8IXD6	P92277	3055	ok
SCF:0001376	O19930	A0A2K3E6S5	A8IXD6	P12853	3055	ok
SCF:0001377	Q8LCQ4	Q9SUI4	Q9LQ02	Q9LVM2	3702	ok
SCF:0001379	Q9SUI4	Q8LCQ4	Q9SAJ3	Q9SHR7	3702	ok
SCF:0001380	P53840	P24279	Q06245	P30665	559292	ok
SCF:0001381	P53840	P24279	Q06245	P29469	559292	ok
SCF:0001382	P53840	P24279	P32844	P53091	559292	ok
SCF:0001386	Q9P6Q0	P87310	Q9Y821	O13964	284812	ok
SCF:0001387	A8ISA4	A0A2K3DHV6	A8INX1	A0A2K3CRM9	3055	ok
SCF:0001391	B8BRQ8	B8CEQ3	B8BUW3	B8BYV4	35128	ok
SCF:0001392	B8BRQ8	B8CEQ3	B5YM25	B8C770	35128	ok
SCF:0001393	B8BRQ8	B8CEQ3	B5YM25	B8BU33	35128	ok
SCF:0001402	A0A2K3CXW8	A8IXD6	A0A2K3DG79	A8INX1	3055	ok
SCF:0001403	A8IXD6	A0A2K3CXW8	A8INX1	A8IJ60	3055	ok
SCF:0001404	A8IXD6	A0A2K3CXW8	A8INX1	A8IS47	3055	ok
SCF:0001405	A8IXD6	A0A2K3CXW8	P11471	P42380	3055	ok
SCF:0001406	Q8N668	Q9UBI1	B4DNT1	Q9P000	9606	ok
SCF:0001407	Q8N668	Q9UBI1	P48729	Q86VX2	9606	ok
SCF:0001408	Q8N668	Q9UBI1	Q9GZQ3	Q9H0A8	9606	ok
SCF:0001409	Q9UBI1	Q8N668	P62807	Q86X83	9606	ok
SCF:0001410	Q9UBI1	Q8N668	P62807	Q9GZQ3	9606	ok
SCF:0001411	Q9UBI1	Q8N668	P62807	Q9H0A8	9606	ok
SCF:0001415	Q15369	B4DNT1	Q9UBI1	Q13084	9606	ok
SCF:0001418	Q8DIN9	Q8DG60	P0A444	Q9F1L5	197221	ok
SCF:0001419	A0A8F0WFC9	B8C2K6	B5YM25	A0T0V0	35128	ok
SCF:0001420	P28000	P29056	P32844	P40992	559292	ok
SCF:0001423	Q8LFJ6	Q9LQ02	Q9SUI4	Q9LK40	3702	ok
SCF:0001424	Q16531	P48729	Q9UBI1	P24941	9606	ok
SCF:0001431	Q8N668	Q9GZQ3	Q9UBI1	Q9P000	9606	ok
SCF:0001432	Q8N668	Q9GZQ3	O96019	Q9NX08	9606	ok
SCF:0001433	Q8N668	Q9GZQ3	Q8WV22	Q9H0A8	9606	ok
SCF:0001434	Q9GZQ3	Q8N668	Q16531	Q9P000	9606	ok
SCF:0001435	Q9GZQ3	Q8N668	Q9H0A8	Q86VX2	9606	ok
SCF:0001436	Q9GZQ3	Q8N668	Q9H0A8	Q86X83	9606	ok
SCF:0001438	A0A4V8GZZ2	A0A4V8H000	A0A4V8H004	A0A4V8GZZ8	325651	ok
SCF:0001440	A0A1S4CKK0	A0A1S3XP85	A0A1S3X147	A0A1S3YU01	4097	ok
SCF:0001446	Q8DJZ6	Q8DG60	Q8DIN8	Q9F1L5	197221	ok
SCF:0001447	O96019	P62807	Q8N668	P02281	9606	ok
SCF:0001448	O96019	P62807	Q8N668	P84233	9606	ok
SCF:0001449	O96019	P62807	Q8N668	Q6AZJ8	9606	ok
SCF:0001450	P62807	O96019	Q9GZQ3	Q71F23	9606	ok
SCF:0001461	A0A2K3CXW8	A0A2K3DG79	A8IXD6	A8INX1	3055	ok
SCF:0001462	A0A2K3DG79	A0A2K3CXW8	P11471	A8IJ60	3055	ok
SCF:0001463	Q16531	Q8WV22	Q9GZQ3	Q13216	9606	ok
SCF:0001464	Q8WV22	Q16531	Q8N668	Q8IY18	9606	ok
SCF:0001471	O42978	Q9Y7M4	Q9Y7N2	O74499	284812	ok
SCF:0001472	O42978	Q9Y7M4	P87310	Q9UUI1	284812	ok
SCF:0001473	Q9Y7M4	O42978	Q09177	Q9UUI1	284812	ok
SCF:0001474	Q9Y7M4	O42978	O14352	O74483	284812	ok
SCF:0001476	Q240X9	I7M6H4	Q24DI9	I7M9J2	312017	ok
SCF:0001477	P56767	Q8LCQ4	Q9SAJ3	Q01667	3702	ok
SCF:0001478	P56767	Q8LCQ4	Q9SYW8	Q9SUI4	3702	ok
SCF:0001479	Q8LCQ4	P56767	Q9SYW8	P56752	3702	ok
SCF:0001483	P16522	Q12440	P35718	Q08683	559292	ok
SCF:0001484	P16522	Q12440	P28000	P09798	559292	ok
SCF:0001485	Q12440	P16522	P57743	P38042	559292	ok
SCF:0001486	Q12440	P16522	P46678	P09798	559292	ok
SCF:0001487	Q9GZQ3	Q9H0A8	Q8N668	Q9P000	9606	ok
SCF:0001488	Q9GZQ3	Q9H0A8	Q8N668	Q9UBI1	9606	ok
SCF:0001489	Q9GZQ3	Q9H0A8	P68036	Q86VX2	9606	ok
SCF:0001490	Q9H0A8	Q9GZQ3	P68036	Q9UBI1	9606	ok
SCF:0001491	Q9H0A8	Q9GZQ3	P68036	Q9NX08	9606	ok
SCF:0001492	Q9H0A8	Q9GZQ3	P14635	Q86X83	9606	ok
SCF:0001493	P28000	P35718	Q12440	P20434	559292	ok
SCF:0001494	P35718	P28000	Q12440	P20435	559292	ok
SCF:0001495	I7LWE3	I7MLZ4	Q24DI9	I7MM07	312017	ok
SCF:0001496	I7LWE3	I7MLZ4	Q24DI9	Q229S1	312017	ok
SCF:0001497	Q15843	P68036	Q9H0A8	P62837	9606	ok
SCF:0001498	Q15843	P68036	Q9GZQ3	A0A6P5C4T4	9606	ok
SCF:0001499	Q15843	P68036	Q9GZQ3	P61081	9606	ok
SCF:0001500	P40070	P57743	P16522	P53905	559292	ok
SCF:0001502	P61024	P14635	Q9GZQ3	Q13309	9606	ok
SCF:0001503	P61024	P14635	Q9UBI1	P61201	9606	ok
SCF:0001504	P68694	P68449	P20979	P68608	10249	ok
SCF:0001506	Q86VX2	Q9UBI1	P14635	Q9P000	9606	ok
SCF:0001507	Q86VX2	Q9UBI1	Q99832	Q9GZQ3	9606	ok
SCF:0001508	Q86VX2	Q9UBI1	Q99832	Q9Y6G5	9606	ok
SCF:0001509	Q9UBI1	Q86VX2	Q9UBF6	Q86X83	9606	ok
SCF:0001510	Q9UBI1	Q86VX2	P29460	Q9GZQ3	9606	ok
SCF:0001511	Q9UBI1	Q86VX2	P29460	Q9H0A8	9606	ok
SCF:0001512	A0A4V8H009	A0A4V8H002	A0A4V8GZZ2	A0A4V8H004	325651	ok
SCF:0001513	A0A4V8H009	A0A4V8H002	A0A4V8GZZ8	A0A4V8GZZ9	325651	ok
SCF:0001518	P07703	P46678	P16522	P32786	559292	ok
SCF:0001519	P07703	P46678	P47076	Q01080	559292	ok
SCF:0001520	P46678	P07703	P47093	P32910	559292	ok
SCF:0001525	I7MG46	Q24CL2	Q24DI9	A4VD15	312017	ok
SCF:0001526	I7MG46	Q24CL2	Q22MV2	Q23S05	312017	ok
SCF:0001527	I7MG46	Q24CL2	A4VE64	Q23YW7	312017	ok
SCF:0001528	Q24CL2	I7MG46	A4VE64	Q23S05	312017	ok
SCF:0001529	Q24CL2	I7MG46	A4VE64	I7M6D6	312017	ok
SCF:0001530	P02359	P0A707	P0A8T7	P0A7V3	83333	ok
SCF:0001531	P02359	P0A707	P0A9G4	P0A7V8	83333	ok
SCF:0001532	P02359	P0A707	P0A9G4	P40711	83333	ok
SCF:0001534	F4J3N2	Q9SAJ3	Q8LCQ4	F4KF14	3702	ok
SCF:0001535	F4J3N2	Q9SAJ3	Q8LCQ4	O22993	3702	ok
SCF:0001536	A0A8D1GCS3	I3LGP4	A0A4X1VM56	Q7KZ85	9823	ok
SCF:0001537	I3LGP4	A0A8D1GCS3	A0A481DF93	A0A287ADR4	9823	ok
SCF:0001538	I3LGP4	A0A8D1GCS3	A0A481DF93	A0A4X1VM56	9823	ok
SCF:0001544	P48011	Q09177	O42978	P87123	284812	ok
SCF:0001547	Q8DIN8	Q8DJZ6	Q8DG60	Q8DIQ0	197221	ok
SCF:0001548	Q8DIN8	Q8DJZ6	Q8DG60	P59087	197221	ok
SCF:0001549	Q8DJZ6	Q8DIN8	Q8DMR6	Q8DHA7	197221	ok
SCF:0001550	O15212	Q99832	Q9UBI1	P50991	9606	ok
SCF:0001551	O15212	Q99832	Q9UBI1	P50990	9606	ok
SCF:0001552	A0A341UET3	W5BFB7	W5DS33	W5I035	4565	ok
SCF:0001553	A0A341UET3	W5BFB7	W5FEZ3	Q5XUU9	4565	ok
SCF:0001554	A0A341UET3	W5BFB7	A0A1D5UKZ4	W5FPA7	4565	ok
SCF:0001555	A0A0M3KL13	P16002	E1C9L3	A0A0M3KL11	3888	ok
SCF:0001557	A4VE64	Q22MV2	Q24CL2	I7MHB1	312017	ok
SCF:0001558	Q22MV2	A4VE64	Q24CL2	Q1HFW2	312017	ok
SCF:0001559	Q22MV2	A4VE64	I7MG46	W7XJB1	312017	ok
SCF:0001560	Q22MV2	A4VE64	I7MG46	Q1HFV9	312017	ok
SCF:0001561	Q13098	Q9UBF6	Q86VX2	P62877	9606	ok
SCF:0001565	A0QSE0	A0QSP9	A0QSD7	A0QS96	246196	ok
SCF:0001568	K4CYU9	A0A3Q7I5D6	P49215	A0A3Q7JDZ0	4081	ok
SCF:0001577	P18263	P11471	A0A2K3CXW8	Q93VE0	3055	ok
SCF:0001578	P18263	P11471	A0A2K3CXW8	A8HY43	3055	ok
SCF:0001579	A0A2K3DG79	A8IXD6	A8HUP3	A8IL21	3055	ok
SCF:0001580	A0A2K3DG79	A8IXD6	A0A2K3DZD9	A8IJ60	3055	ok
SCF:0001581	A0A2K3DG79	A8IXD6	A8J353	A8INX1	3055	ok
SCF:0001589	P07703	P47076	P46678	P20435	559292	ok
SCF:0001593	B8BRQ8	B5YM25	B8CEQ3	B8BU33	35128	ok
SCF:0001594	B8BRQ8	B5YM25	B8CEQ3	B8BYV4	35128	ok
SCF:0001595	B8BRQ8	B5YM25	B8BUW3	B8C770	35128	ok
SCF:0001596	P40089	P47093	P07703	P53905	559292	ok
SCF:0001597	P40089	P47093	P54790	P57743	559292	ok
SCF:0001598	P47093	P40089	P54790	A6ZYX7	559292	ok
SCF:0001599	P47093	P40089	P54790	Q06406	559292	ok
SCF:0001600	P47093	P40089	P29469	P57743	559292	ok
SCF:0001613	P01857	P29460	Q86VX2	G0YP42	9606	ok
SCF:0001614	P01857	P29460	Q86VX2	P0DOX5	9606	ok
SCF:0001619	E3UIU5	M2XW22	M2X4U9	M2X090	130081	ok
SCF:0001624	A0A063XCG5	A0A063X8U6	A0A063XCH0	A0A063XCP1	1423	ok
SCF:0001629	Q9BT73	P25789	O15446	P28066	9606	ok
SCF:0001630	Q9BT73	P25789	O15446	P25788	9606	ok
SCF:0001631	Q9BT73	P25789	Q96MF7	P25786	9606	ok
SCF:0001634	Q2FW10	Q2FW12	Q2FZ25	Q2FW06	93061	ok
SCF:0001635	P29469	P54790	P47093	P50874	559292	ok
SCF:0001636	P29469	P54790	P40089	P06243	559292	ok
SCF:0001637	P29469	P54790	P40089	P54791	559292	ok
SCF:0001638	P54790	P29469	P40089	P29496	559292	ok
SCF:0001639	P54790	P29469	P47076	P24279	559292	ok
SCF:0001640	P54790	P29469	P38801	P38132	559292	ok
SCF:0001641	A0A1S4CKK0	A0A1S4CE74	A0A1S3XP85	A0A1S4D4H1	4097	ok
SCF:0001643	P52434	O15446	P25789	P05423	9606	ok
SCF:0001644	P52434	O15446	P25789	Q9GZS1	9606	ok
SCF:0001646	Q13619	Q96MF7	P25789	Q99627	9606	ok
SCF:0001647	Q13619	Q96MF7	Q8WV22	Q7L5N1	9606	ok
SCF:0001649	O14352	Q9UUI1	Q9Y7N2	O42978	284812	ok
SCF:0001650	O14352	Q9UUI1	Q9Y7N2	O74499	284812	ok
SCF:0001651	O14352	Q9UUI1	P87306	O74483	284812	ok
SCF:0001652	Q9UUI1	O14352	Q9P6Q0	Q9Y7M4	284812	ok
SCF:0001654	P62877	Q8WV22	Q96MF7	Q96GG9	9606	ok
SCF:0001655	Q5RKV6	Q9Y2L1	Q9Y6G5	Q01780	9606	ok
SCF:0001656	Q5RKV6	Q9Y2L1	Q9Y6G5	Q9Y450	9606	ok
SCF:0001657	Q9Y2L1	Q5RKV6	Q9NX08	Q9NPD3	9606	ok
SCF:0001658	Q9Y2L1	Q5RKV6	Q9NX08	Q15024	9606	ok
SCF:0001659	Q2FW31	Q2FZ25	P0A0H0	Q2FW18	93061	ok
SCF:0001660	Q2FZ25	Q2FW31	Q2FW07	Q2FW23	93061	ok
SCF:0001661	Q2FZ25	Q2FW31	Q2G2Q4	Q2FW20	93061	ok
SCF:0001662	Q2FZ25	Q2FW31	Q2FW11	Q2FW21	93061	ok
SCF:0001664	A0A1S3YU01	A0AA96C3P8	A0A1S3X147	A0A1S3ZSI0	4097	ok
SCF:0001665	A0AA96C3P8	A0A1S3YU01	A0A1S4CE74	A0A1S3XP85	4097	ok
SCF:0001667	Q9NX08	Q9Y6G5	Q9Y2L1	Q86X83	9606	ok
SCF:0001668	Q9NX08	Q9Y6G5	Q9Y2L1	Q9UBI1	9606	ok
SCF:0001669	Q9Y6G5	Q9NX08	Q5RKV6	Q9P000	9606	ok
SCF:0001670	Q9Y6G5	Q9NX08	Q5RKV6	Q9GZQ3	9606	ok
SCF:0001671	Q9Y6G5	Q9NX08	Q9GZZ1	Q86X83	9606	ok
SCF:0001673	A0A2K3DZD9	A8HUP3	A8IXD6	A0A2K3DHV6	3055	ok
SCF:0001674	A8HUP3	A0A2K3DZD9	A8IXD6	A0A2K3DLF7	3055	ok
SCF:0001676	P56767	Q9SYW8	Q8LCQ4	Q01667	3702	ok
SCF:0001677	P56767	Q9SYW8	Q949Q5	Q9SA56	3702	ok
SCF:0001678	Q9SYW8	P56767	Q949Q5	P56752	3702	ok
SCF:0001679	Q9NX55	Q9GZZ1	Q9NX08	P41227	9606	ok
SCF:0001680	P87306	Q9Y7N2	O42978	Q92399	284812	ok
SCF:0001681	P87306	Q9Y7N2	Q9UUI1	O94376	284812	ok
SCF:0001682	Q9Y7N2	P87306	Q9UUI1	O60104	284812	ok
SCF:0001684	O32231	P21467	P21471	P21470	224308	ok
SCF:0001686	Q9CVB6	P61161	P01887	P68134	10090	ok
SCF:0001691	Q9S7N7	Q949Q5	O82504	Q9SUI6	3702	ok
SCF:0001692	Q9S7N7	Q949Q5	O82504	Q9SUI7	3702	ok
SCF:0001693	Q22A67	I7MCM8	Q24CL2	W7XJB1	312017	ok
SCF:0001694	Q22A67	I7MCM8	A4VD15	Q24DI9	312017	ok
SCF:0001695	Q22A67	I7MCM8	I7MDA9	Q1HFV9	312017	ok
SCF:0001697	P68315	P20637	P20504	P68439	10249	ok
SCF:0001698	P68315	P20637	P21087	P20979	10249	ok
SCF:0001699	P68315	P20637	P21087	P20635	10249	ok
SCF:0001700	O94376	Q9P6Q0	Q9UUI1	P87310	284812	ok
SCF:0001701	O94376	Q9P6Q0	O14198	O13964	284812	ok
SCF:0001702	Q9P6Q0	O94376	Q9Y7M4	O13964	284812	ok
SCF:0001703	Q9P6Q0	O94376	Q9Y7M4	O14010	284812	ok
SCF:0001707	A0QS96	A0QSG6	A0QSD7	A0QV37	246196	ok
SCF:0001709	Q99627	Q13617	P51955	Q13616	9606	ok
SCF:0001710	Q99627	Q13617	P61758	Q13619	9606	ok
SCF:0001711	Q9USH1	O14198	Q9P6Q0	Q9US45	284812	ok
SCF:0001712	Q9FLM8	O82504	P56767	Q9LK40	3702	ok
SCF:0001713	Q9BS18	P51955	Q13617	Q9UJX2	9606	ok
SCF:0001715	Q9VQY9	Q9XYU0	P49735	Q9XYU1	7227	ok
SCF:0001716	Q9VQY9	Q9XYU0	P49735	Q9VGW6	7227	ok
SCF:0001717	Q9VQY9	Q9XYU0	P49735	Q9V461	7227	ok
SCF:0001718	P46678	P47076	P29469	P13393	559292	ok
SCF:0001719	P17987	P61758	Q13617	O60925	9606	ok
SCF:0001720	Q9W2V7	Q9XYU0	P49735	Q9XYU1	7227	ok
SCF:0001721	Q9W2V7	Q9XYU0	P49735	Q9VGW6	7227	ok
SCF:0001724	A0A4V8H000	A0A4V8GZZ8	A0A4V8H004	A0A4V8GZZ9	325651	ok
SCF:0001727	A4VD15	Q24CL2	I7MCM8	Q23S05	312017	ok
SCF:0001728	Q24CL2	A4VD15	I7MCM8	Q23S05	312017	ok
SCF:0001730	Q38859	O82504	P56767	Q9LK40	3702	ok
SCF:0001731	M2XWX3	E3UIU5	M2X090	M2XR49	130081	ok
SCF:0001732	A0QSG3	A0R102	A0QSD7	A0QS96	246196	ok
SCF:0001739	P09119	P47112	P29469	P54791	559292	ok
SCF:0001740	P09119	P47112	P38801	P50874	559292	ok
SCF:0001741	P47112	P09119	P29056	P50874	559292	ok
SCF:0001742	P47112	P09119	P32480	P54791	559292	ok
SCF:0001743	P47112	P09119	P32480	P54790	559292	ok
SCF:0001750	Q9V1U8	P62010	P61994	Q9UZL4	272844	ok
SCF:0001760	P30153	Q5VSL9	Q8TCD0	Q9NVH2	9606	ok
SCF:0001761	P30153	Q5VSL9	Q9NQP4	Q9H0H0	9606	ok
SCF:0001762	Q6GMX4	Q8TCD0	Q5VSL9	S6B2B6	9606	ok
SCF:0001763	P0A8T7	P0A9G4	P0A707	P0ABS1	83333	ok
SCF:0001765	O14352	Q9Y7M4	O94376	O74499	284812	ok
SCF:0001766	O14352	Q9Y7M4	O94376	O74483	284812	ok
SCF:0001767	Q9Y7M4	O14352	P87310	Q9UUI1	284812	ok
SCF:0001768	Q9Y7M4	O14352	P87310	O74483	284812	ok
SCF:0001769	Q9Y7M4	O14352	P87310	O94408	284812	ok
SCF:0001770	A0A2K3CXW8	A8J353	A8IXD6	A8INX1	3055	ok
SCF:0001771	A8J353	A0A2K3CXW8	A8IS47	A8IH07	3055	ok
SCF:0001772	P87306	P87310	O14352	Q92399	284812	ok
SCF:0001773	P87306	P87310	O14352	O13964	284812	ok
SCF:0001774	P87306	P87310	O14352	Q9P6Q0	284812	ok
SCF:0001775	P87310	P87306	O94408	O60104	284812	ok
SCF:0001785	Q2FW06	Q2FW07	Q2FW31	Q2FW18	93061	ok
SCF:0001786	Q2FW07	Q2FW06	Q2FW12	P60430	93061	ok
SCF:0001787	P49368	Q9NQP4	Q5VSL9	O60925	9606	ok
SCF:0001788	P49368	Q9NQP4	Q9UJX3	Q99471	9606	ok
SCF:0001789	P49368	Q9NQP4	Q9UJX3	O15212	9606	ok
SCF:0001790	Q9NQP4	P49368	Q9UJX3	P50991	9606	ok
SCF:0001791	Q12834	Q9UJX3	Q9NQP4	Q9UJX2	9606	ok
SCF:0001792	Q12834	Q9UJX3	Q9NQP4	Q13042	9606	ok
SCF:0001793	Q12834	Q9UJX3	P49368	Q9UJX6	9606	ok
SCF:0001794	A0A0M3KL10	A0A0M3KL11	E1C9L3	Q9S7N7	3888	ok
SCF:0001797	A8J3C3	A8J353	A0A2K3CXW8	A8INX1	3055	ok
SCF:0001800	P0DOY9	Q5SLQ0	P0DOY7	P80380	300852	ok
SCF:0001801	P0DOY9	Q5SLQ0	P0DOY7	Q5SHN7	300852	ok
SCF:0001805	W8T6F0	C3SR52	C3SQS2	C3SRY2	562	ok
SCF:0001807	Q2G113	Q2G2Q4	Q2FZ25	Q2G2Q1	93061	ok
