protein_a	protein_b	in_manual_stringent	n_rows	pmids	methods	raw_ids	len_a	len_b
P09056	P42702	1	1	8006010	MI:0405 - competition binding	P09056;P42702	203	1097
P09341	P21109	1	1	8133060	MI:0004 - affinity chromatography technology, MI:0848 - 125i radiolabel	P09341;P21109	107	355
P09382	P17948	1	1	18223683	MI:0921 - surface plasmon resonance array	P09382;P17948	135	1338
P09382	P35916	1	1	18223683	MI:0921 - surface plasmon resonance array	P09382;P35916	135	1363
P09382	P35968	1	1	18223683	MI:0921 - surface plasmon resonance array	P09382;P35968	135	1356
P09529	Q8N6C5	1	1	12385827	MI:0004 - affinity chromatography technologies	P09529;Q8N6C5	407	1336
P09631	Q60954	0	1	15617687	MI:0018 - two hybrid	P09631;Q60954	271	390
P09693	P43403	1	1	7819147	MI:0019 - coimmunoprecipitation	P09693;P43403	182	619
P09712	P11021	1	1	16731524	MI:0019 - coimmunoprecipitation	P09712;P11021	186	654
P09728	P11021	1	1	16731524	MI:0019 - coimmunoprecipitation	P09728;P11021	185	654
P09729	P11021	1	1	16731524	MI:0019 - coimmunoprecipitation	P09729;P11021	247	654
P09731	P11021	1	1	16731524	MI:0019 - coimmunoprecipitation	P09731;P11021	225	654
P09803	Q8BN78	1	1	10207085	MI:0019 - coimmunoprecipitation	P09803;Q8BN78	884	671
P09866	Q4GWZ2	1	1	15790424	MI:0047 - far western blotting	P09866;Q4GWZ2	3387	295
P09951	P19491	1	1	19450252	MI:0019 - coimmunoprecipitation	P09951;P19491	704	883
P0A6A8	P0AG20	1	1	17078815	MI:0018 - two hybrid	P0A6A8;P0AG20	78	744
P0A6F5	P0AFS3	1	1	8639551	MI:0415 - enzymatic study	P0A6F5;P0AFS3	548	240
P0A9H1	Q01831	1	2	20798892	MI:0059 - gst pull down	P0A9H1;Q01831	168	940
P0AG74	P24230	1	1	17028102	MI:0110 - text mining, MI:0413 - electrophoretic mobility shift assay	P0AG74;P24230	120	693
P0C605	Q9JMB0	1	1	10671526	MI:0018 - two hybrid	P0C605;Q9JMB0	671	366
P0C8E7	P10145	1	1	20041127	MI:0107 - surface plasmon resonance	P0C8E7;P10145	114	99
P0C8E7	P13501	1	1	20041127	MI:0107 - surface plasmon resonance	P0C8E7;P13501	114	91
P0CL52	P55072	1	1	19286132	MI:0019 - coimmunoprecipitation	P0CL52;P55072	685	806
P10145	P61073	1	1	8276799	MI:0099 - scintillation proximity assay	P10145;P61073	99	352
P10147	P51677	1	1	8642344	MI:0405 - competition binding	P10147;P51677	92	355
P10276	P32494	1	1	20413580	MI:0004 - affinity chromatography technologies	P10276;P32494	462	702
P10276	Q6EMB2	1	1	20374646	MI:0018 - two hybrid, MI:0110 - text mining	P10276;Q6EMB2	462	1281
P10276	Q92786	1	1	16488887	MI:0018 - two hybrid	P10276;Q92786	462	737
P10398	P10415	1	1	11279541	MI:0019 - coimmunoprecipitation	P10398;P10415	606	239
P10398	Q07817	1	1	11279541	MI:0019 - coimmunoprecipitation	P10398;Q07817	606	233
P10415	P54826	1	1	11906213	MI:0019 - coimmunoprecipitation	P10415;P54826	239	345
P10415	Q07820	1	3	10837489	MI:0018 - two hybrid	P10415;Q07820;Q07820-1;Q07820-2	239	350
P10415	Q96CV9	1	1	9488477	MI:0018 - two hybrid	P10415;Q96CV9	239	577
P10636	P49841	1	1	15522877	MI:0007 - anti tag coimmunoprecipitation	P10636;P49841	758	420
P10636	P63104	0	1	15963640	MI:0019 - coimmunoprecipitation	P10636;P63104	758	245
P10745	P62157	1	1	2834519	MI:0004 - affinity chromatography technologies	P10745;P62157	1247	149
P10747	Q9NZQ7	1	2	10581077;15599732	MI:0054 - flow cytometry, MI:0110 - text mining | MI:0422 - immunostaining	P10747;Q9NZQ7	220	290
P10809	P35222	1	1	18320359	MI:0019 - coimmunoprecipitation	P10809;P35222	573	781
P10827	Q92786	1	1	16488887	MI:0018 - two hybrid	P10827;Q92786	490	737
P10828	Q6EMB2	1	1	20374646	MI:0018 - two hybrid, MI:0110 - text mining	P10828;Q6EMB2	461	1281
P10828	Q92786	1	1	16488887	MI:0018 - two hybrid	P10828;Q92786	461	737
P10855	P51680	1	1	9192769	MI:0405 - competition binding	P10855;P51680	92	360
P10993	P58772	1	2	8931542	MI:0027 - cosedimentation	P10993;P58772	376	284
P10999	Q91783	1	1	20826821	MI:0019 - coimmunoprecipitation	P10999;Q91783	583	1067
P11084	P30154	1	1	8384557	MI:0071 - molecular sieving	P11084;P30154	307	601
P11276	P20917	1	1	2446864	MI:0892 - solid phase assay	P11276;P20917	2477	627
P11473	Q96RL1	1	1	17311814	MI:0018 - two hybrid	P11473;Q96RL1	427	719
P11505	Q01728	1	1	14593108	MI:0019 - coimmunoprecipitation	P11505;Q01728	1220	971
P11627	P53986	1	1	20155396	MI:0411- enzyme linked immunosorbent assay	P11627;P53986	1260	493
P11632	Q02821	1	1	11422939	MI:0059 - gst pull down	P11632;Q02821	93	542
P11655	P48415	1	1	17005010	MI:0018 - two hybrid, MI:0110 - text mining	P11655;P48415	471	2195
P11799	P62149	1	1	9706877	MI:1200 - immunocytochemistry	P11799-3;P62149	1906	149
P11802	Q9UBD5	1	1	15232106	MI:0096 - pull down	P11802;Q9UBD5	303	711
P12004	P38936	0	1	14597617	MI:0019 - coimmunoprecipitation	P12004;P38936	261	164
P12643	Q13873	1	1	17295905	MI:0030 - cross-linking study, MI:0110 - text mining	P12643;Q13873	396	1038
P12643	Q965M2	1	1	20502686	MI:0019 - coimmunoprecipitation	P12643;Q965M2	396	881
P12645	P36894	1	1	7664647	MI:0405 - competition binding	P12645;P36894	472	532
P12645	P98066	1	1	18586671	MI:0411- enzyme linked immunosorbent assay	P12645;P98066	472	277
P12755	Q13485	0	1	17283070	MI:0065 - isothermal titration calorimetry; MI:0071	P12755;Q13485	728	552
P12757	Q9HAU4	1	1	11389444	MI:0006 - anti bait coimmunoprecipitation	P12757;Q9HAU4	684	748
P12830	P35221	0	1	7651399	MI:0019 - coimmunoprecipitation	P12830;P35221	882	906
P12956	P16104	1	1	15613478	MI:0006 - anti bait coimmunoprecipitation	P12956;P16104	609	143
P12956	P46063	1	1	15096578	MI:0047 - far western blotting, MI:0411	P12956;P46063	609	649
P12978	Q8AZK7	1	1	15767449	MI:0019 - coimmunoprecipitation	P12978;Q8AZK7	487	506
P13010	P46063	1	1	15096578	MI:0047 - far western blotting, MI:0411	P13010;P46063	732	649
P13236	P51677	1	1	8642344	MI:0405 - competition binding	P13236;P51677	92	355
P13264	P62630	1	1	16899818	MI:0019 - coimmunoprecipitation	P13264;P62630	674	462
P13405	Q61501	1	1	7675450	MI:0413 - electrophoretic mobility shift assay	P13405;Q61501	921	430
P13569	P35523	1	1	17913705	MI:0006 - anti bait coimmunoprecipitation; MI:0055	P13569;P35523	1480	988
P13569	P55072	0	2	17272822	MI:0019 - coimmunoprecipitation	P13569;P55072	1480	806
P13574	P17839	1	1	1756729	MI:0413 - electrophoretic mobility supershift assay	P13574;P17839	688	252
P13595	P20917	1	1	2446864	MI:0892 - solid phase assay	P13595;P20917	1115	627
P13631	Q96RL1	1	1	17311814	MI:0018 - two hybrid	P13631;Q96RL1	454	719
P13725	P42702	1	1	8119965	MI:0004 - affinity chromatography technology, MI:0110 - text mining	P13725;P42702	252	1097
P13808	Q02357	1	1	8798415	MI:0019 - coimmunoprecipitation	P13808;Q02357	1237	1862
P13861	Q9ULX6	1	1	10761695	MI:0019 - coimmunoprecipitation	P13861;Q9ULX6	404	646
P14097	P51680	1	1	9192769	MI:0405 - competition binding	P14097;P51680	92	360
P14151	Q05793	1	1	15917223	MI:0045 - experimental	P14151;Q05793	372	3707
P14270	Q5FWY5	1	2	12810716	MI:0004 - affinity chromatography technologies | MI:0018 - two hybrid	P14270-1;P14270-5;Q5FWY5	803	330
P14373	P17612	1	1	16393995	MI:0019 - coimmunoprecipitation	P14373;P17612	513	351
P14625	P35222	1	1	18320359	MI:0019 - coimmunoprecipitation	P14625;P35222	803	781
P14646	Q5FWY5	1	2	12810716	MI:0018 - two hybrid	P14646-1;P14646-2;Q5FWY5	736	330
P14712	Q9FE22	0	1	10995393	MI:0019 - coimmunoprecipitation	P14712;Q9FE22	1122	292
P14713	Q9FE22	0	1	10995393	MI:0004 - affinity chromatography technologies	P14713;Q9FE22	1172	292
P14921	Q92793	1	1	20019798	MI:0045 - experimental	P14921;Q92793	441	2442
P15018	Q99650	1	1	8119965	MI:0405 - competition binding	P15018;Q99650	202	979
P15153	Q9Y613	1	1	11590143	MI:0019 - coimmunoprecipitation	P15153;Q9Y613	192	1164
P15172	Q01105	1	1	12759364	MI:0059 - gst pull down	P15172;Q01105	320	290
P15205	P18508	1	1	11102469	MI:0004 - affinity chromatography technologies; MI:0096	P15205;P18508	2461	466
P15205	P62813	1	1	11102469	MI:0004 - affinity chromatography technologies; MI:0096	P15205;P62813	2461	455
P15205	P63079	1	1	11102469	MI:0004 - affinity chromatography technologies; MI:0096	P15205;P63079	2461	473
P15207	Q96RL1	1	1	17311814	MI:0018 - two hybrid	P15207;Q96RL1	902	719
P15247	P26955	1	1	1695379	MI:0027 - cosedimentation	P15247;P26955	144	896
P15307	Q04863	1	1	9070378	MI:0004 - affinity chromatography technologies	P15307;Q04863	587	558
P15311	P35240	1	1	17980164	MI:0018 - two hybrid, MI:0110 - text mining	P15311;P35240-1	586	595
P15331	Q9CZA6	1	1	18431495	MI:0019 - coimmunoprecipitation	P15331;Q9CZA6	475	344
P15337	P60042	1	1	15342915	MI:0019 - coimmunoprecipitation	P15337;P60042	327	116
P15385	P97879	1	1	11931740	MI:0047 - far western blotting	P15385;P97879	655	1112
P15498	P29353	1	1	8621483	MI:0019 - coimmunoprecipitation	P15498;P29353	845	583
P15498	P62993	0	1	8621483	MI:0019 - coimmunoprecipitation	P15498;P62993	845	217
P15499	Q9JJZ9	1	1	20238003	MI:0019 - coimmunoprecipitation	P15499;Q9JJZ9	346	694
P15514	Q969F2	1	1	15064403	MI:0019 - coimmunoprecipitation; MI:0018	P15514;Q969F2	252	451
P15531	Q00987	1	1	21504894	MI:0018 - two hybrid	P15531;Q00987	152	491
P15559	Q00987	1	1	12529318	MI:0019 - coimmunoprecipitation	P15559;Q00987	274	491
P15655	P18653	1	1	15879597	MI:0096 - pull down; MI:0006	P15655;P18653	154	724
P15655	P21803	1	1	14688196	MI:0045 - experimental	P15655;P21803	154	821
P15692	P39060	1	1	12029087	MI:0004 - affinity chromatography technologies	P15692;P39060	395	1754
P15976	Q05513	1	1	12139760	MI:0019 - coimmunoprecipitation	P15976;Q05513	413	592
P16054	Q91YM2	1	1	14636894	MI:0019 - coimmunoprecipitation	P16054;Q91YM2	737	1499
P16070	Q09472	1	1	19506034	MI:0019 - coimmunoprecipitation	P16070;Q09472	742	2414
P16086	Q01728	1	1	14593108	MI:0019 - coimmunoprecipitation	P16086;Q01728	2472	971
P16092	P54130	1	1	8619928	MI:0004 - affinity chromatography technologies	P16092;P54130	822	208
P16410	Q9NZQ7	1	2	10581077;15599732	MI:0054 - flow cytometry, MI:0110 - text mining | MI:0422 - immunostaining	P16410;Q9NZQ7	223	290
P16471	P67930	1	1	227585	MI:0405 - competition binding	P16471;P67930	622	217
P16520	Q6Y2X3	1	1	17363375	MI:0012 - bioluminescence resonance energy transfer	P16520;Q6Y2X3	340	702
P16757	Q29983	1	1	20090832	MI:0114 - x-ray crystallography	P16757;Q29983	230	383
P16757	Q6H3X3	1	1	19424970	MI:0054 - fluorescence-activated cell sorting	P16757;Q6H3X3	230	334
P16757	Q8TD07	1	1	20090832	MI:0114 - x-ray crystallography	P16757;Q8TD07	230	263
P16757	Q9BZM4	1	1	20090832	MI:0114 - x-ray crystallography	P16757;Q9BZM4	230	244
P16778	P21796	1	1	12022948	MI:0019 - coimmunoprecipitation	P16778;P21796	487	283
P16778	Q07812	1	1	12022948	MI:0004 - affinity chromatography technologies	P16778;Q07812	487	192
P17036	P18847	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P18847	446	181
P17036	P18848	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P18848	446	351
P17036	P25963	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P25963	446	317
P17036	P31150	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P31150	446	447
P17036	P36915	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P36915	446	607
P17036	P41240	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P41240	446	450
P17036	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;P62879	446	340
P17036	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q16828	446	381
P17036	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q68DY1	446	528
P17036	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q70SY1	446	520
P17036	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q8TAU0	446	364
P17036	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q8TBX8	446	421
P17036	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q92730	446	232
P17036	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q92785	446	391
P17036	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q93096	446	173
P17036	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9H2S9	446	585
P17036	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9H6S3	446	715
P17036	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9H9D4	446	720
P17036	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9NQX6	446	463
P17036	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9UH92	446	298
P17036	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9UHR5	446	308
P17036	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P17036;Q9UHX1	446	559
P17141	P25976	1	1	21059229	MI:0059 - gst pull down	P17141;P25976	594	765
P17480	P68400	1	1	16971462	MI:0004 - affinity chromatography technologies	P17480;P68400	764	391
P17679	Q80YQ2	1	1	17132730	MI:0096 - pull down	P17679;Q80YQ2	413	1367
P17679	Q924H2	1	1	17132730	MI:0096 - pull down	P17679;Q924H2	413	789
P17679	Q9CQA5	1	1	17132730	MI:0096 - pull down	P17679;Q9CQA5	413	270
P17679	Q9CZB6	1	1	17132730	MI:0096 - pull down	P17679;Q9CZB6	413	233
P17679	Q9D7W5	1	1	17132730	MI:0096 - pull down	P17679;Q9D7W5	413	268
P17706	P31946	1	1	9341175	MI:0018 - two hybrid	P17706;P31946	415	246
P17839	P19419	1	1	1756729	MI:0413 - electrophoretic mobility supershift assay	P17839;P19419	252	428
P17918	Q9ESU6	1	1	12192049	MI:0006 - anti bait coimmunoprecipitation	P17918;Q9ESU6	261	1400
P17948	P24666	1	1	10608891	MI:0018 - two hybrid	P17948;P24666	1338	158
P17948	P35968	1	1	17550303	MI:0019 - coimmunoprecipitation	P17948;P35968	1338	1356
P17948	P49767	1	1	20145116	MI:0114 - x-ray crystallography	P17948;P49767	1338	419
P17948	Q9NRA1	1	1	9813035	MI:0405 - competition binding	P17948;Q9NRA1	1338	345
P17980	Q16143	1	1	15591046	MI:0096 - pull down	P17980;Q16143	439	134
P18064	Q39128	1	1	18671868	MI:0018 - two hybrid, MI:0110 - text mining	P18064;Q39128	383	677
P18064	Q9FEG2	1	2	18671868	MI:0018 - two hybrid	P18064;Q9FEG2	383	291
P18113	P63059	1	1	9231779	MI:0405 - competition binding	P18113;P63059	461	492
P18206	Q62417	1	1	12765336	MI:0019 - coimmunoprecipitation	P18206;Q62417-3	1134	1290
P18206	Q9HBI1	1	1	15159419	MI:0019 - coimmunoprecipitation; MI:0018	P18206;Q9HBI1	1134	364
P18576	P63140	1	1	7878029	MI:0027 - cosedimentation	P18576;P63140	341	207
P18576	Q62725	1	1	7878029	MI:0027 - cosedimentation	P18576;Q62725	341	335
P18754	Q99986	0	1	18617507	MI:0059 - gst pull down	P18754;Q99986	421	396
P18847	P18848	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;P18848	181	351
P18847	P25963	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;P25963	181	317
P18847	P31150	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;P31150	181	447
P18847	P36915	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;P36915	181	607
P18847	P41240	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;P41240	181	450
P18847	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;P62879	181	340
P18847	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q16828	181	381
P18847	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q68DY1	181	528
P18847	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q70SY1	181	520
P18847	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q8TAU0	181	364
P18847	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q8TBX8	181	421
P18847	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q92730	181	232
P18847	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q92785	181	391
P18847	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q93096	181	173
P18847	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9H2S9	181	585
P18847	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9H6S3	181	715
P18847	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9H9D4	181	720
P18847	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9NQX6	181	463
P18847	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9UH92	181	298
P18847	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9UHR5	181	308
P18847	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18847;Q9UHX1	181	559
P18848	P31150	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;P31150	351	447
P18848	P36915	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;P36915	351	607
P18848	P41240	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;P41240	351	450
P18848	P62879	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;P62879	351	340
P18848	Q02535	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q02535	351	119
P18848	Q14192	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q14192	351	279
P18848	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q16828	351	381
P18848	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q68DY1	351	528
P18848	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q70SY1	351	520
P18848	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q8TAU0	351	364
P18848	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q8TBX8	351	421
P18848	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q92730	351	232
P18848	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q92785	351	391
P18848	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q93096	351	173
P18848	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9H2S9	351	585
P18848	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9H6S3	351	715
P18848	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9H9D4	351	720
P18848	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9NQX6	351	463
P18848	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9UH92	351	298
P18848	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9UHR5	351	308
P18848	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P18848;Q9UHX1	351	559
P18901	Q9QUL6	1	1	15858065	MI:0019 - coimmunoprecipitation	P18901;Q9QUL6	446	744
P19012	Q8TBB1	0	1	16189514	MI:0004 - affinity chromatography technologies	P19012;Q8TBB1	456	728
P19366	Q9LHE5	1	1	18811953	MI:0416 - fluorescence microscopy	P19366;Q9LHE5	498	309
P19490	Q62936	1	1	10026200	MI:0019 - coimmunoprecipitation	P19490;Q62936	907	849
P19491	Q8K430	1	1	17062563	MI:0019 - coimmunoprecipitation	P19491;Q8K430	883	640
P19492	Q9QUL6	0	1	15797712	MI:0422 - immunostaining	P19492;Q9QUL6	888	744
P19544	P63006	1	1	14736876	MI:0018 - two hybrid	P19544;P63006	449	406
P19544	Q15942	1	1	14736876	MI:0018 - two hybrid	P19544;Q15942	449	572
P19784	P68400	0	1	9571630	MI:0045 - experimental	P19784;P68400	350	391
P19784	Q13526	1	1	11940573	MI:0004 - affinity chromatography technologies	P19784;Q13526	350	163
P19793	Q6EMB2	1	1	20374646	MI:0018 - two hybrid, MI:0110 - text mining	P19793;Q6EMB2	462	1281
P19793	Q92786	1	1	16488887	MI:0018 - two hybrid	P19793;Q92786	462	737
P19793	Q96RL1	1	1	17311814	MI:0018 - two hybrid	P19793;Q96RL1	462	719
P19793	Q9JHR9	1	1	10860982	MI:0059 - gst pull down	P19793;Q9JHR9	462	270
P19838	Q01105	1	1	12759364	MI:0059 - gst pull down	P19838;Q01105	968	290
P20153	Q9TVM2	1	1	17570491	MI:0019 - coimmunoprecipitation	P20153;Q9TVM2	508	1063
P20153	Q9VZ23	1	1	17570491	MI:0019 - coimmunoprecipitation	P20153;Q9VZ23	508	216
P20226	P23511	1	2	17098936	MI:0113 - western blot	P20226;P23511	339	347
P20226	Q12962	0	1	17375202	MI:0019 - coimmunoprecipitation	P20226;Q12962	339	218
P20226	Q99626	1	2	17158164	MI:0019 - coimmunoprecipitation MI:0059 - gst pull down | MI:0019 - coimmunoprecipitation, MI:0059 - gst pull down	P20226;Q99626	339	313
P20338	P21731	1	1	16126723	MI:0006 - anti bait coimmunoprecipitation	P20338;P21731	218	343
P20338	Q6WKZ4	1	1	15181150	MI:0055 fluorescent resonance energy transfer -	P20338;Q6WKZ4	218	1283
P20338	Q8NEU8	1	1	17581628	MI:0059 - gst pull down	P20338;Q8NEU8	218	664
P20338	Q9UKG1	1	1	17581628	MI:0059 - gst pull down	P20338;Q9UKG1	218	709
P20917	Q8K0S5	1	1	17189258	MI:0415 - enzymatic studies	P20917;Q8K0S5	627	445
P20942	Q32L40	1	1	15583139	MI:0019 - coimmunoprecipitation	P20942;Q32L40	246	556
P20963	Q6PIZ9	1	1	20298603	MI:0663 - confocal microscopy	P20963;Q6PIZ9	164	186
P21109	Q99733	1	1	8133060	MI:0004 - affinity chromatography technology, MI:0848 - 125i radiolabel	P21109;Q99733	355	375
P21237	P24786	1	1	1653651	MI:0030 - cross-linking study	P21237;P24786	249	825
P21246	P26641	1	1	15383276	MI:0018 - two hybrid	P21246;P26641	168	437
P21246	P55854	1	1	15383276	MI:0018 - two hybrid	P21246;P55854	168	103
P21246	Q16891	1	1	15383276	MI:0018 - two hybrid	P21246;Q16891	168	758
P21246	Q5T3J3	1	1	15383276	MI:0018 - two hybrid	P21246;Q5T3J3	168	769
P21246	Q7L311	1	1	15383276	MI:0018 - two hybrid	P21246;Q7L311	168	632
P21246	Q9H213	1	1	15383276	MI:0018 - two hybrid	P21246;Q9H213	168	219
P21246	Q9P2H0	1	1	15383276	MI:0018 - two hybrid	P21246;Q9P2H0	168	1117
P21246	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	P21246;Q9UKY1	168	873
P21246	Q9UM73	1	1	20565841	MI:0019 - coimmunoprecipitation, MI:0110 - text mining	P21246;Q9UM73	168	1620
P21274	Q24468	1	1	8289834	MI:0004 - affinity chromatography technologies	P21274;Q24468	394	516
P21675	Q12962	1	1	17375202	MI:0019 - coimmunoprecipitation	P21675;Q12962	1893	218
P21707	P47709	1	1	16203731	MI:0096 - pull down	P21707;P47709	421	684
P21781	P22607	1	1	9218449	MI:0405 - competition binding	P21781;P22607-3	194	806
P21917	Q53G59	1	1	18303015	MI:0019 - coimmunoprecipitation	P21917;Q53G59	419	568
P21981	P43407	1	1	20929862	MI:0019 - coimmunoprecipitation	P21981;P43407	686	202
P22003	P36894	1	1	7664647	MI:0405 - competition binding	P22003;P36894	454	532
P22004	P36894	1	1	7664647	MI:0405 - competition binding	P22004;P36894	513	532
P22561	P50462	1	1	14736876	MI:0018 - two hybrid	P22561;P50462	449	194
P22561	Q62523	1	1	14736876	MI:0018 - two hybrid	P22561;Q62523	449	564
P22681	Q6PIZ9	1	1	20298603	MI:0019 - coimmunoprecipitation	P22681;Q6PIZ9	906	186
P22736	Q14686	1	1	11559707	MI:0019 - coimmunoprecipitation	P22736;Q14686	598	2063
P23297	P31949	1	1	10913138	MI:0018 - two hybrid	P23297;P31949	94	105
P23299	Q9WTW2	1	1	19623261	MI:0019 - coimmunoprecipitation	P23299;Q9WTW2	129	103
P23514	Q62824	1	1	10973998	MI:0019 - coimmunoprecipitation	P23514;Q62824	953	975
P23634	P27348	1	1	16126729	MI:0006 - anti bait coimmunoprecipitation; MI:0096	P23634;P27348	1241	245
P23634	P63104	1	1	16126729	MI:0006 - anti bait coimmunoprecipitation; MI:0096	P23634;P63104	1241	245
P23769	Q04724	1	1	11731482	MI:0007 - anti tag coimmunoprecipitation	P23769;Q04724	480	770
P23819	Q62108	0	1	19455133	MI:0676 - tandem affinity purification	P23819;Q62108	883	724
P24385	P49736	1	1	15232106	MI:0096 - pull down	P24385;P49736	295	904
P24385	Q9UBD5	1	1	15232106	MI:0096 - pull down	P24385;Q9UBD5	295	711
P24394	P35225	1	2	7775445;7907877	MI:0004 - affinity chromatography technologies | MI:0110 - text mining, MI:0405 - competition binding	P24394;P35225	825	146
P24394	Q8WXW3	1	1	16393965	MI:0411- enzyme linked immunosorbent assay	P24394;Q8WXW3	825	757
P24666	P35590	1	1	10608891	MI:0018 - two hybrid	P24666;P35590	158	1138
P24941	P49736	1	1	15232106	MI:0096 - pull down	P24941;P49736	298	904
P24941	Q14186	1	1	7969176	MI:0019 - coimmunoprecipitation	P24941;Q14186	298	410
P24941	Q9UBD5	1	1	15232106	MI:0096 - pull down	P24941;Q9UBD5	298	711
P25100	P41220	1	1	15917235	MI:0096 - pull down	P25100;P41220	572	211
P25205	P42224	1	1	11248027	MI:0059 - gst pull down	P25205;P42224	808	750
