ac_id	protein_a	protein_c	tax_id	pdb_id	assembly_id	structure_file	chain_a	chain_c	bridge_chain	bridge_protein	num_protein_chains	experimental_method	resolution	r_free	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_distance_margin_status	ac_mutual_nearest	a_observed_residues	c_observed_residues	a_construct_coverage	c_construct_coverage	a_canonical_coverage	c_canonical_coverage	ab_min_heavy_a	bc_min_heavy_a	ab_cbca_contact_pairs_8a	bc_cbca_contact_pairs_8a	ab_interface_residues_anchor	ab_interface_residues_bridge	bc_interface_residues_bridge	bc_interface_residues_negative	bridge_edges_interface_pass	aggregate_noncontact_assemblies	aggregate_class_a_assemblies	aggregate_distinct_pdb_count	assembly_coordinate_source	assembly_rebuild_audit_status	direct_positive_conflict_status	structure_grade_provisional	negative_label_semantics	qc_status	assembly_size_stratum
AC:002548	A0A5C2GTV1	A0A5C2GVU3	9606	7wi0	1	7wi0-assembly1.cif.gz	E	G	A	P0DTC2	7	ELECTRON MICROSCOPY			23.493	26.287	robust_ge_10A	0	107	110	1.0000	1.0000	1.0000	0.9910	2.661	2.831	12	20	5	8	9	7	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002549	Q9FHW7	Q9MAA7	3702	9lun	1	9lun-assembly1.cif.gz	D	B	C	Q9STX3	4	ELECTRON MICROSCOPY			19.524	22.226	robust_ge_10A	0	95	334	0.5491	0.9625	0.5556	0.9681	2.402	4.743	58	2	25	22	2	1	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002550	O81097	Q39212	3702	8hyj	1	8hyj-assembly1.cif.gz	H	C	A	Q5D869	13	ELECTRON MICROSCOPY			9.922	10.718	borderline_8_to_10A	0	123	285	0.8425	0.8934	0.8425	0.8934	2.413	5.590	60	0	25	24	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002551	O00483	P10176	9606	5z62	1	5z62-assembly1.cif.gz	N	M	A	P00395	14	ELECTRON MICROSCOPY			30.722	33.991	robust_ge_10A	0	79	43	1.0000	1.0000	0.9753	0.6232	2.893	2.579	42	44	18	20	24	18	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002552	Q6PJ21	Q99877	9606	8ol1	1	8ol1-assembly1.cif.gz	L	H	K	Q8N884	12	ELECTRON MICROSCOPY			37.515	38.905	robust_ge_10A	0	221	94	0.9057	1.0000	0.6225	0.7460	2.580	2.732	29	14	14	8	7	8	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002553	Q68CZ6	Q99871	9606	7sqk	1	7sqk-assembly1.cif.gz	C	G	H	Q9BT25	8	ELECTRON MICROSCOPY			13.855	14.499	robust_ge_10A	0	600	344	0.9950	0.9348	0.9950	0.9609	2.327	2.450	15	137	6	8	62	63	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002554	P61758	P78371	9606	6nrd	1	6nrd-assembly1.cif.gz	S	B	T	Q9NQP4	22	ELECTRON MICROSCOPY			19.270	21.357	robust_ge_10A	0	132	509	1.0000	1.0000	0.6701	0.9514	2.280	5.101	70	3	29	25	3	1	0	3	2	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002555	Q6PJ21	Q99878	9606	8ol1	1	8ol1-assembly1.cif.gz	L	G	K	Q8N884	12	ELECTRON MICROSCOPY			39.331	42.323	robust_ge_10A	0	221	107	0.9057	1.0000	0.6225	0.8359	2.580	2.687	29	19	14	8	10	11	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002556	P10176	P14854	9606	9i6f	1	9i6f-assembly1.cif.gz	M	H	B	P00403	14	ELECTRON MICROSCOPY			17.116	23.297	robust_ge_10A	0	47	75	0.7460	0.6881	0.6812	0.8721	2.733	2.629	91	23	29	44	11	9	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002557	P53969	P80967	559292	7e4i	1	7e4i-assembly1.cif.gz	A	E	D	P23644	6	ELECTRON MICROSCOPY			35.170	39.490	robust_ge_10A	0	439	37	0.9052	0.7115	0.9070	0.7400	3.016	2.602	20	48	9	12	22	18	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002558	Q3T0Q3	Q5E9B8	9913	5oik	1	5oik-assembly1.cif.gz	C	G	B	A5PJW8	14	ELECTRON MICROSCOPY			40.983	42.781	robust_ge_10A	0	259	171	0.9418	0.9942	0.9418	0.9942	2.150	3.353	81	13	33	40	7	8	1	6	6	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002559	P62820	Q6ZNE5	9606	9mhg	1	9mhg-assembly1.cif.gz	E	C	B	Q8NEB9	5	ELECTRON MICROSCOPY			14.915	19.035	robust_ge_10A	0	176	304	0.7788	0.6179	0.8585	0.6179	2.699	3.047	78	15	25	35	7	7	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002560	Q85FS9	Q85G47	280699	5zgb	1	5zgb-assembly1.cif.gz	F	C	B	Q85FY6	17	ELECTRON MICROSCOPY			8.411	10.738	borderline_8_to_10A	0	154	80	0.8324	0.9877	0.8324	0.9877	2.703	2.310	67	51	25	32	23	19	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002561	A0A2P6TKF8	A0A2P6TMX4	3076	6zzx	1	6zzx-assembly1.cif.gz	D	W	H	A0A2P6TPU7	24	ELECTRON MICROSCOPY			20.470	23.697	robust_ge_10A	0	143	215	1.0000	1.0000	0.4333	0.8811	2.483	2.776	41	7	19	14	4	5	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002562	O94376	Q9US45	284812	5n9j	1	5n9j-assembly1.cif.gz	D	I	A	Q9P7Y4	15	X-RAY DIFFRACTION			10.300	13.421	robust_ge_10A	0	135	171	0.9783	0.7917	0.9783	0.7917	2.264	2.242	54	49	23	24	20	17	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002563	A0T0V0	B8LEV1	35128	8xls	1	8xls-assembly1.cif.gz	F	C	B	A0T0M9	17	ELECTRON MICROSCOPY			8.728	10.036	borderline_8_to_10A	0	161	80	0.8703	0.9877	0.8703	0.9877	2.621	2.416	73	49	29	34	25	16	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002564	O14972	Q9UBQ0	9606	8syn	1	8syn-assembly1.cif.gz	C	B	A	Q7Z3J2	3	ELECTRON MICROSCOPY			62.495	65.758	robust_ge_10A	0	273	184	0.9192	0.8976	0.9192	1.0110	2.453	2.217	72	141	24	29	61	51	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002565	A0A3Q7H1U4	A0A3Q7I5D6	4081	7qix	1	7qix-assembly1.cif.gz	C	U	M	K4D3L7	21	ELECTRON MICROSCOPY			9.720	14.179	borderline_8_to_10A	0	202	129	0.6824	0.9923	0.6824	0.9699	2.620	2.749	28	21	12	15	12	8	1	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002566	O66841	O67334	224324	7q5y	1	7q5y-assembly1.cif.gz	C	F	B	O67335	6	X-RAY DIFFRACTION			38.041	40.239	robust_ge_10A	0	419	135	0.9836	0.7542	0.9836	0.7542	7.447	2.504	0	146	0	0	62	45	0	4	4	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002567	P84077	Q9H4A6	9606	9qpq	1	9qpq-assembly1.cif.gz	R	B	E	Q8CIE6	18	ELECTRON MICROSCOPY			28.492	36.614	robust_ge_10A	0	167	244	0.9227	0.8188	0.9227	0.8188	3.295	6.839	0	0	0	0	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002568	O81097	Q9FJ98	3702	8hyj	1	8hyj-assembly1.cif.gz	H	F	A	Q5D869	13	ELECTRON MICROSCOPY			30.245	31.377	robust_ge_10A	0	123	76	0.8425	0.5278	0.8425	0.5278	2.413	2.405	60	117	25	24	41	44	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002569	A0QNR1	A0QWR2	246196	8fed	1	8fed-assembly1.cif.gz	J	K	C	A0QNR4	11	ELECTRON MICROSCOPY			11.213	14.758	robust_ge_10A	0	263	141	0.9100	0.7382	0.9100	0.7382	3.162	2.409	6	80	3	4	30	31	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002570	B7I7S0	B7IBC2	480119	7m4u	1	7m4u-assembly1.cif.gz	G	R	K	B7IA16	20	ELECTRON MICROSCOPY			29.413	35.845	robust_ge_10A	0	141	52	0.9038	0.6933	0.9038	0.6933	5.067	4.464	1	0	1	1	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002571	E9NPX1	I0YQ45	574566	9kqq	1	9kqq-assembly1.cif.gz	I	T	R	I0YQ46	20	ELECTRON MICROSCOPY			37.130	42.317	robust_ge_10A	0	41	192	1.0000	0.8384	1.1389	0.8384	3.267	2.842	5	28	2	3	12	11	0	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002572	P25515	P32341	559292	8eas	1	8eas-assembly1.cif.gz	K	B	D	P32563	18	ELECTRON MICROSCOPY			18.729	23.543	robust_ge_10A	0	159	139	0.9938	0.9456	0.9938	0.6465	3.080	2.405	34	27	19	19	14	12	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002573	Q99JY9	Q9CPW4	10090	7aqk	1	7aqk-assembly1.cif.gz	B	G	F	P59999	18	ELECTRON MICROSCOPY			23.228	36.716	robust_ge_10A	0	418	116	1.0000	0.7682	1.0000	0.7682	2.895	2.745	0	0	0	0	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002574	P31479	P31556	3039	9vfj	1	9vfj-assembly1.cif.gz	H	C	B	P19431	21	ELECTRON MICROSCOPY			17.527	20.658	robust_ge_10A	0	31	80	1.0000	0.9877	1.0000	0.9877	2.470	2.472	53	47	17	27	24	15	1	5	4	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002575	P32349	P36121	559292	7z1o	1	7z1o-assembly1.cif.gz	O	M	B	P22276	17	ELECTRON MICROSCOPY			12.029	14.541	robust_ge_10A	0	568	196	0.8685	0.6950	0.8685	0.6950	2.967	2.373	1	79	1	1	34	35	0	24	24	24	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002576	P0C0S5	Q9NPF5	9606	9c62	1	9c62-assembly1.cif.gz	N	I	J	P60709	15	ELECTRON MICROSCOPY			68.575	72.970	robust_ge_10A	0	89	360	0.7063	0.9600	0.6953	0.7709	2.110	7.707	45	0	18	18	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002577	P27521	P56766	3702	7wfd	1	7wfd-assembly1.cif.gz	O	A	F	Q9SHE8	16	ELECTRON MICROSCOPY			8.030	14.288	borderline_8_to_10A	0	197	742	0.7849	0.9893	0.7849	0.9893	2.695	2.513	21	72	8	10	30	26	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002578	Q5JS54	Q969U7	9606	8tm3	1	8tm3-assembly1.cif.gz	K	I	D	P28066	11	ELECTRON MICROSCOPY			32.973	35.186	robust_ge_10A	0	113	250	0.9187	0.9470	0.9187	0.9470	2.603	3.083	43	21	17	19	5	14	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002579	O66841	O67337	224324	7q5y	2	7q5y-assembly2.cif.gz	I	J	G	O66748	6	X-RAY DIFFRACTION			11.558	15.149	robust_ge_10A	0	419	197	0.9836	0.9801	0.9836	0.9801	2.354	2.740	86	56	30	29	19	25	1	4	4	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002580	A0A175JJM9	C4M5A0	294381	9v1j	1	9v1j-assembly1.cif.gz	O	F	B	P38654	17	ELECTRON MICROSCOPY			22.198	26.027	robust_ge_10A	0	150	168	0.9934	0.6614	0.9934	0.6614	2.345	3.582	36	7	17	17	3	4	1	5	4	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002581	A0AAN0Y0S4	A0AAN0Y138	1219067	9h90	1	9h90-assembly1.cif.gz	E	B	G	A0AAN0Y3T9	17	ELECTRON MICROSCOPY			40.182	49.617	robust_ge_10A	0	129	203	0.9923	0.8750	0.9923	0.8750	2.685	3.460	35	0	14	16	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002582	Q1HFW2	Q1HGH9	5911	7k58	1	7k58-assembly1.cif.gz	H	Q	K	Q1HFV9	17	ELECTRON MICROSCOPY			68.245	71.589	robust_ge_10A	0	110	87	1.0000	1.0000	1.1957	0.4307	2.823	2.926	87	11	37	28	5	8	1	4	2	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002583	P63000	Q8WUW1	9606	7use	1	7use-assembly1.cif.gz	G	D	A	Q7L576	7	ELECTRON MICROSCOPY			42.233	45.552	robust_ge_10A	0	178	62	0.9468	0.8267	0.9271	0.8267	2.506	2.456	65	77	28	29	36	33	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002584	A0A1S3YXM6	A0A1S3ZQT7	4097	8w9z	1	8w9z-assembly1.cif.gz	F	K	E	A0A1S3ZSI0	20	ELECTRON MICROSCOPY			53.807	56.780	robust_ge_10A	0	645	374	0.7231	0.7695	0.9457	1.1299	2.299	3.299	120	37	47	53	17	12	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002585	Q7Z3J2	Q8TCE6	9606	8p0v	1	8p0v-assembly1.cif.gz	E	C	A	Q567U6	5	ELECTRON MICROSCOPY			14.697	15.798	robust_ge_10A	0	543	357	0.5639	1.0000	0.5639	1.0000	2.791	4.696	62	22	27	25	13	13	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002586	A6VF34	A6VF38	381754	9o1d	1	9o1d-assembly1.cif.gz	B	V	U	A6VF36	22	ELECTRON MICROSCOPY			48.893	49.998	robust_ge_10A	0	509	286	0.9903	0.9896	0.9903	0.9896	2.505	2.795	37	45	15	24	19	22	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002587	P41208	Q13889	9606	8ebt	1	8ebt-assembly1.cif.gz	J	F	D	Q92759	10	ELECTRON MICROSCOPY			55.421	57.222	robust_ge_10A	0	172	258	1.0000	0.9085	1.0000	0.8377	3.170	2.408	5	79	2	4	36	26	0	8	2	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002588	O43036	Q09177	284812	7aod	1	7aod-assembly1.cif.gz	G	K	A	P15398	24	ELECTRON MICROSCOPY			30.087	31.868	robust_ge_10A	0	160	95	0.9249	0.7600	0.9249	0.7600	2.539	2.234	56	51	27	23	20	21	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002589	Q8DL61	Q8DMU4	197221	6khi	1	6khi-assembly1.cif.gz	S	O	N	Q8DJU2	20	ELECTRON MICROSCOPY			18.759	23.142	robust_ge_10A	0	109	68	0.7466	0.9714	0.9909	0.9714	2.637	2.709	47	10	16	18	5	5	1	8	8	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002590	P78371	Q13885	9606	7nvn	1	7nvn-assembly1.cif.gz	K	S	A	P17987	19	ELECTRON MICROSCOPY			30.923	34.891	robust_ge_10A	0	527	307	0.9850	0.6899	0.9850	0.6899	3.380	2.841	3	12	2	2	9	8	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002591	B6STT2	B6TXS5	4577	5zji	1	5zji-assembly1.cif.gz	P	R	E	A0A1D6HY75	21	ELECTRON MICROSCOPY			57.703	63.667	robust_ge_10A	0	166	84	0.7867	0.5793	0.7867	0.5793	2.993	2.445	19	85	10	13	33	29	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002592	B8YB59	B8YB63	523848	2y0s	1	2y0s-assembly1.cif.gz	V	O	S	B8YB56	13	X-RAY DIFFRACTION			22.787	30.713	robust_ge_10A	0	110	64	0.8333	0.9697	0.8397	0.9697	6.159	2.664	0	62	0	0	29	22	0	6	4	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002593	O32231	P20282	224308	8cee	1	8cee-assembly1.cif.gz	C	M	N	P12878	20	ELECTRON MICROSCOPY			11.003	16.696	robust_ge_10A	0	708	95	0.9089	1.0000	0.9089	0.7851	2.360	2.780	8	23	6	4	12	11	1	4	3	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002594	Q45871	Q8KHU9	1491	4lo7	1	4lo7-assembly1.cif.gz	D	A	C	Q45878	4	X-RAY DIFFRACTION			15.833	19.541	robust_ge_10A	0	286	228	0.9662	0.8976	0.9761	0.3642	2.809	1.893	44	41	16	17	18	16	1	2	2	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002595	Q9KXS1	Q9RKY0	100226	8hvr	1	8hvr-assembly1.cif.gz	E	G	D	Q8CJT1	11	ELECTRON MICROSCOPY			12.698	18.961	robust_ge_10A	0	77	92	0.8556	0.7419	0.8556	0.7419	2.376	2.803	121	32	41	46	12	16	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002596	Q980A3	Q980L5	273057	3hkz	1	3hkz-assembly1.cif.gz	E	G	A	Q980R2	13	X-RAY DIFFRACTION			50.696	55.259	robust_ge_10A	0	176	113	0.9778	0.8561	0.9778	0.8561	2.969	2.597	3	99	2	2	36	34	0	2	2	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002597	P40938	Q99638	9606	7z6h	1	7z6h-assembly1.cif.gz	E	A	H	O60671	8	ELECTRON MICROSCOPY			29.285	31.191	robust_ge_10A	0	338	247	0.9494	0.6099	0.9494	0.6317	2.745	2.470	123	48	55	47	18	24	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002598	O85388	Q83ER7	227377	9t0z	1	9t0z-assembly1.cif.gz	C	Q	P	Q83E83	21	ELECTRON MICROSCOPY			52.690	59.959	robust_ge_10A	0	175	83	0.9563	0.9326	0.7709	0.9326	6.195	2.787	0	10	0	0	5	6	0	3	1	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
