protein_a	protein_c	example_evidence	reason	details
P0A7T3	P0AG55	5nwy-assembly1.cif.gz:F-T	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=10.748;cbca=12.648
P0A7P5	P0A7R9	5nwy-assembly1.cif.gz:A-DA	low_construct_coverage	chains=51;heavy=9.359;cbca=14.865
P15442	P87262	9f58-assembly1.cif.gz:A-VA	low_construct_coverage	chains=47;heavy=54.104;cbca=58.958
P14120	P15442	9f58-assembly1.cif.gz:A-IA	low_construct_coverage	chains=47;heavy=34.564;cbca=39.892
P05747	P15442	9f58-assembly1.cif.gz:C-HA	low_construct_coverage	chains=47;heavy=18.796;cbca=24.068
G0RYN9	G0S9T3	8pv6-assembly1.cif.gz:PA-VA	low_construct_coverage	chains=60;heavy=37.282;cbca=39.367
G0SC29	G0SEW3	8pv6-assembly1.cif.gz:J-X	low_construct_coverage	chains=60;heavy=16.845;cbca=25.997
G0S0D7	G0SGH8	8pv6-assembly1.cif.gz:EB-IA	low_construct_coverage	chains=60;heavy=157.923;cbca=162.535
G0S4Z9	G0S7X0	8pvk-assembly1.cif.gz:CB-HB	low_canonical_coverage	chains=56;heavy=9.724;cbca=13.855
P62613	P62654	4v84-assembly1.cif.gz:K-U	short_observed_construct	chains=49;heavy=45.697;cbca=55.629
P62662	Q72I20	4v84-assembly1.cif.gz:AB-KA	low_canonical_coverage	chains=49;heavy=20.627;cbca=24.780
P50914	Q9BYG3	8ir3-assembly1.cif.gz:S-WA	low_construct_coverage	chains=55;heavy=27.019;cbca=30.772
P46776	P49207	8ir3-assembly1.cif.gz:F-L	canonical_coverage_exceeds_construct_guardrail	chains=55;heavy=12.800;cbca=17.067
P32969	Q9BYG3	8ir3-assembly1.cif.gz:I-WA	low_construct_coverage	chains=55;heavy=41.387;cbca=47.200
Q9H6F5	Q9H7B2	8ir3-assembly1.cif.gz:PA-T	short_observed_construct	chains=55;heavy=30.986;cbca=33.788
A0A1B4XKR6	A0A1B4XRZ8	7p7s-assembly1.cif.gz:G-Z	low_canonical_coverage	chains=48;heavy=25.414;cbca=29.700
A0A1B4XKS0	A0A1B4XKX1	7p7s-assembly1.cif.gz:Q-ZA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=17.973;cbca=21.904
A0A1B4XMM2	A0A1B4XPL8	7p7s-assembly1.cif.gz:E-S	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=17.871;cbca=22.216
A0A1B4XKU1	A0A1B4XMM2	7p7s-assembly1.cif.gz:E-P	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=14.310;cbca=15.075
A0A1B4XKX1	A0A1B4XR48	7p7s-assembly1.cif.gz:F-Q	low_canonical_coverage	chains=48;heavy=15.491;cbca=19.744
A0A1B4XKR7	A0A1B4XRZ8	7p7s-assembly1.cif.gz:W-Z	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=35.562;cbca=37.714
A0A1B4XKT6	A0A1B4XSB2	7p7s-assembly1.cif.gz:M-V	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=78.292;cbca=82.177
A0A1B4XKS7	A0A1B4XKT6	7p7s-assembly1.cif.gz:R-V	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=26.316;cbca=30.890
A0A1B4XKT6	A0A1B4XRZ8	7p7s-assembly1.cif.gz:BA-Z	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=14.056;cbca=17.791
A0A1B4XKS7	A0A1B4XPL8	7p7s-assembly1.cif.gz:R-S	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=12.859;cbca=15.481
A0A1B4XKQ7	A0A1B4XKT1	7p7s-assembly1.cif.gz:O-SA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=45.579;cbca=52.801
A0A1B4XMC1	A0A1B4XR48	7p7s-assembly1.cif.gz:F-U	low_canonical_coverage	chains=48;heavy=16.791;cbca=19.903
A0A1B4XKR6	A0A1B4XMC1	7p7s-assembly1.cif.gz:G-U	low_canonical_coverage	chains=48;heavy=30.158;cbca=33.868
A0A1B4XKQ3	A0A1B4XSB2	7p7s-assembly1.cif.gz:M-NA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=56.806;cbca=60.586
A0A1B4XKT1	A0A1B4XRZ8	7p7s-assembly1.cif.gz:O-Z	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=23.440;cbca=27.145
P0A705	P0A7N4	3jcj-assembly1.cif.gz:KA-Z	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=32.109;cbca=33.597
Q82ZE4	Q839G3	7p7r-assembly1.cif.gz:I-Z	low_canonical_coverage	chains=48;heavy=39.673;cbca=42.281
Q839E5	Q839H1	7p7r-assembly1.cif.gz:O-SA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=45.439;cbca=52.757
Q833P5	Q839F9	7p7r-assembly1.cif.gz:S-V	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=25.798;cbca=33.936
Q836X4	Q839G3	7p7r-assembly1.cif.gz:EA-I	low_canonical_coverage	chains=48;heavy=45.871;cbca=48.109
Q833P5	Q839E8	7p7r-assembly1.cif.gz:R-S	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=12.918;cbca=15.622
Q839E5	Q839G3	7p7r-assembly1.cif.gz:I-O	low_canonical_coverage	chains=48;heavy=31.886;cbca=34.197
Q839F4	Q839Y8	7p7r-assembly1.cif.gz:N-YA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=18.909;cbca=21.065
Q839D8	Q839F9	7p7r-assembly1.cif.gz:Q-V	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=19.171;cbca=25.889
Q82ZE4	Q839F9	7p7r-assembly1.cif.gz:BA-Z	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=14.079;cbca=17.771
Q839E8	Q839F9	7p7r-assembly1.cif.gz:R-V	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=25.995;cbca=31.033
Q830Q6	Q839D8	7p7r-assembly1.cif.gz:F-Q	low_canonical_coverage	chains=48;heavy=15.854;cbca=19.632
P75454	Q50308	8p8w-assembly1.cif.gz:PA-X	low_canonical_coverage	chains=52;heavy=41.415;cbca=42.436
P75454	Q50297	8p8w-assembly1.cif.gz:L-X	low_canonical_coverage	chains=52;heavy=18.600;cbca=21.922
P75454	Q50305	8p8w-assembly1.cif.gz:M-X	low_canonical_coverage	chains=52;heavy=31.604;cbca=35.779
P46775	P75173	8p8w-assembly1.cif.gz:N-U	low_canonical_coverage	chains=52;heavy=24.649;cbca=26.467
P46775	P57079	8p8w-assembly1.cif.gz:T-U	low_canonical_coverage	chains=52;heavy=16.428;cbca=21.846
P57079	Q50297	8p8w-assembly1.cif.gz:BA-L	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=32.334;cbca=38.485
P75237	P75581	8p8w-assembly1.cif.gz:I-S	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=34.419;cbca=38.328
P75133	P75237	8p8w-assembly1.cif.gz:S-UA	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=28.401;cbca=29.798
P75540	Q50305	8p8w-assembly1.cif.gz:LA-M	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=15.958;cbca=19.774
Q5SLP7	Q5SLQ1	4wqf-assembly2.cif.gz:CC-LD	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=9.946;cbca=14.431
Q5SJE1	Q5SLQ1	4wqf-assembly2.cif.gz:HC-LD	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=39.353;cbca=43.996
Q03862	Q08004	7v08-assembly1.cif.gz:HB-I	canonical_coverage_exceeds_construct_guardrail	chains=56;heavy=55.787;cbca=62.693
Q7SGU0	V5ILE0	6yw5-assembly1.cif.gz:B-K	low_construct_coverage	chains=37;heavy=45.670;cbca=46.764
Q1K5Z0	Q7SGU0	6yw5-assembly1.cif.gz:K-Z	low_construct_coverage	chains=37;heavy=33.002;cbca=37.713
Q1K548	Q7SAJ1	6yw5-assembly1.cif.gz:E-T	low_construct_coverage	chains=37;heavy=30.354;cbca=34.703
Q7S2H6	Q7SGU0	6yw5-assembly1.cif.gz:DA-K	low_construct_coverage	chains=37;heavy=58.941;cbca=60.201
Q7SD06	Q7SGU0	6yw5-assembly1.cif.gz:K-X	low_construct_coverage	chains=37;heavy=32.337;cbca=35.606
Q1K8V2	Q7SG49	6yw5-assembly1.cif.gz:GA-S	low_construct_coverage	chains=37;heavy=11.151;cbca=14.310
Q7SAJ1	Q7SHB2	6yw5-assembly1.cif.gz:FA-T	low_construct_coverage	chains=37;heavy=53.028;cbca=57.636
A7UWX2	Q1K5Z0	6yw5-assembly1.cif.gz:AA-Z	low_canonical_coverage	chains=37;heavy=21.361;cbca=23.816
Q7SGU0	Q7SHF3	6yw5-assembly1.cif.gz:H-K	low_construct_coverage	chains=37;heavy=48.723;cbca=52.880
Q1K5Z0	Q7SAJ1	6yw5-assembly1.cif.gz:T-Z	low_construct_coverage	chains=37;heavy=45.548;cbca=47.212
Q1K7A4	Q7SGU0	6yw5-assembly1.cif.gz:HA-K	low_construct_coverage	chains=37;heavy=68.032;cbca=71.456
P13618	Q29307	6j5k-assembly1.cif.gz:KA-QA	assembly_exceeds_chain_cap	chains=120
A0A286ZYL7	Q35914	6j5k-assembly1.cif.gz:MA-XA	assembly_exceeds_chain_cap	chains=120
A0A286ZYL7	A0A4X1TQQ5	6j5k-assembly1.cif.gz:MA-VA	assembly_exceeds_chain_cap	chains=120
A0A287B4I0	Q29307	6j5k-assembly1.cif.gz:SC-ZC	assembly_exceeds_chain_cap	chains=120
Q2EN81	Q95339	6j5k-assembly1.cif.gz:OA-TA	assembly_exceeds_chain_cap	chains=120
A0A4X1TQQ5	A5GFX4	6j5k-assembly1.cif.gz:DD-VC	assembly_exceeds_chain_cap	chains=120
A5GFX4	K7GLT8	6j5k-assembly1.cif.gz:HA-NA	assembly_exceeds_chain_cap	chains=120
A0A286ZYL7	Q35915	6j5k-assembly1.cif.gz:MA-YA	assembly_exceeds_chain_cap	chains=120
A0A287B4I0	Q2EN81	6j5k-assembly1.cif.gz:SB-VB	assembly_exceeds_chain_cap	chains=120
K7GLT8	Q95339	6j5k-assembly1.cif.gz:AD-XB	assembly_exceeds_chain_cap	chains=120
P13618	Q4VT52	6j5k-assembly1.cif.gz:KD-YC	assembly_exceeds_chain_cap	chains=120
A0A4X1TQQ5	Q2EN81	6j5k-assembly1.cif.gz:S-VA	assembly_exceeds_chain_cap	chains=120
K7GLT8	Q35914	6j5k-assembly1.cif.gz:BD-FD	assembly_exceeds_chain_cap	chains=120
Q02892	Q12080	7uoo-assembly1.cif.gz:IA-XA	low_construct_coverage	chains=56;heavy=35.196;cbca=41.269
P38202	P40010	7uoo-assembly1.cif.gz:GB-ZA	low_construct_coverage	chains=56;heavy=12.257;cbca=14.350
P60492	P80373	4v95-assembly2.cif.gz:AD-QC	low_canonical_coverage	chains=49;heavy=16.170;cbca=22.535
P80373	Q5SHP6	4v95-assembly2.cif.gz:CD-XC	low_canonical_coverage	chains=49;heavy=25.885;cbca=30.429
Q4QAP7	Q4QC22	7am2-assembly1.cif.gz:AA-OA	assembly_exceeds_chain_cap	chains=74
E9AD80	Q9U0Z7	7am2-assembly1.cif.gz:P-Y	assembly_exceeds_chain_cap	chains=74
E9AFZ4	Q4QAP7	7am2-assembly1.cif.gz:AA-JB	assembly_exceeds_chain_cap	chains=74
E9AC17	Q4QF19	7am2-assembly1.cif.gz:G-GB	assembly_exceeds_chain_cap	chains=74
Q4QC22	Q4QJB6	7am2-assembly1.cif.gz:GA-OA	assembly_exceeds_chain_cap	chains=74
Q4Q728	Q4QHU1	7am2-assembly1.cif.gz:LB-UA	assembly_exceeds_chain_cap	chains=74
E9AC17	Q9NE59	7am2-assembly1.cif.gz:GB-X	assembly_exceeds_chain_cap	chains=74
Q4Q6A7	Q4QGU5	7am2-assembly1.cif.gz:KA-U	assembly_exceeds_chain_cap	chains=74
Q4Q4D6	Q9NE59	7am2-assembly1.cif.gz:W-X	assembly_exceeds_chain_cap	chains=74
E9ABZ5	E9ACG2	7am2-assembly1.cif.gz:FA-PA	assembly_exceeds_chain_cap	chains=74
E9AD80	Q9NE59	7am2-assembly1.cif.gz:X-Y	assembly_exceeds_chain_cap	chains=74
Q4Q829	Q4Q9G4	7am2-assembly1.cif.gz:AB-KB	assembly_exceeds_chain_cap	chains=74
E9AD80	Q4QGU5	7am2-assembly1.cif.gz:CA-Y	assembly_exceeds_chain_cap	chains=74
E9ACP5	E9AD80	7am2-assembly1.cif.gz:BA-Y	assembly_exceeds_chain_cap	chains=74
E9ACT9	Q4QAP7	7am2-assembly1.cif.gz:AA-E	assembly_exceeds_chain_cap	chains=74
E9AD00	Q4Q2W9	7am2-assembly1.cif.gz:SA-T	assembly_exceeds_chain_cap	chains=74
Q4Q9S7	Q4QF19	7am2-assembly1.cif.gz:G-O	assembly_exceeds_chain_cap	chains=74
E9ACT9	Q4QBK2	7am2-assembly1.cif.gz:E-TA	assembly_exceeds_chain_cap	chains=74
E9ADK5	Q4Q9G4	7am2-assembly1.cif.gz:A-KB	assembly_exceeds_chain_cap	chains=74
Q4Q4X0	Q4QHU1	7am2-assembly1.cif.gz:LB-MB	assembly_exceeds_chain_cap	chains=74
Q4Q4D9	Q4Q703	7am2-assembly1.cif.gz:NA-ZA	assembly_exceeds_chain_cap	chains=74
Q4Q192	Q4Q4D9	7am2-assembly1.cif.gz:K-NA	assembly_exceeds_chain_cap	chains=74
Q4Q7K0	Q4QGU6	7am2-assembly1.cif.gz:B-DB	assembly_exceeds_chain_cap	chains=74
Q4QBR0	Q4QGU5	7am2-assembly1.cif.gz:CA-M	assembly_exceeds_chain_cap	chains=74
Q4Q152	Q4Q4L5	7am2-assembly1.cif.gz:DA-Z	assembly_exceeds_chain_cap	chains=74
E9AFZ4	Q4Q712	7am2-assembly1.cif.gz:JB-VA	assembly_exceeds_chain_cap	chains=74
Q4Q1C8	Q4Q9S7	7am2-assembly1.cif.gz:JA-O	assembly_exceeds_chain_cap	chains=74
E9ACG2	Q4Q152	7am2-assembly1.cif.gz:FA-Z	assembly_exceeds_chain_cap	chains=74
Q4Q7K0	Q4Q7V3	7am2-assembly1.cif.gz:DB-IA	assembly_exceeds_chain_cap	chains=74
E9ADK5	Q4Q719	7am2-assembly1.cif.gz:A-Q	assembly_exceeds_chain_cap	chains=74
B7MAS6	B7MCS9	11gg-assembly1.cif.gz:E-YA	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=14.722;cbca=18.757
O15239	P49821	9i4i-assembly1.cif.gz:B-C	low_canonical_coverage	chains=45;heavy=8.436;cbca=10.686
O95299	P56181	9i4i-assembly1.cif.gz:CA-K	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=12.362;cbca=15.314
O95167	Q9UI09	9i4i-assembly1.cif.gz:N-U	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=45.516;cbca=49.264
O43676	Q16718	9i4i-assembly1.cif.gz:I-Z	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=17.482;cbca=23.263
P56181	Q86Y39	9i4i-assembly1.cif.gz:K-V	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=39.185;cbca=43.606
O15239	P56556	9i4i-assembly1.cif.gz:GA-S	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=70.122;cbca=72.224
P17568	P28331	9i4i-assembly1.cif.gz:BA-M	low_canonical_coverage	chains=45;heavy=24.908;cbca=27.592
O43678	O95178	9i4i-assembly1.cif.gz:G-Y	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=31.761;cbca=32.893
O95178	Q16795	9i4i-assembly1.cif.gz:J-Y	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=11.920;cbca=16.655
O43676	P28331	9i4i-assembly1.cif.gz:NA-Z	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=45.171;cbca=48.891
O95178	Q9UI09	9i4i-assembly1.cif.gz:N-Y	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=19.619;cbca=24.119
Q02543	Q9UQ80	9p9j-assembly1.cif.gz:CA-U	low_canonical_coverage	chains=41;heavy=29.242;cbca=31.807
P46778	Q9UKD2	8ipx-assembly1.cif.gz:HA-T	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=16.898;cbca=18.260
P49207	Q9BYG3	8ipx-assembly1.cif.gz:UA-ZA	low_construct_coverage	chains=54;heavy=38.235;cbca=43.219
O76021	Q02878	8ipx-assembly1.cif.gz:DA-N	low_canonical_coverage	chains=54;heavy=35.678;cbca=41.141
Q9BYG3	Q9NVX2	8ipx-assembly1.cif.gz:UA-W	low_construct_coverage	chains=54;heavy=98.821;cbca=105.968
P63173	Q9UKD2	8ipx-assembly1.cif.gz:HA-O	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=91.616;cbca=96.644
O76021	P63173	8ipx-assembly1.cif.gz:N-O	low_canonical_coverage	chains=54;heavy=31.555;cbca=35.307
P80373	Q5SJE1	4wqu-assembly2.cif.gz:BD-IC	low_canonical_coverage	chains=53;heavy=14.856;cbca=17.968
P0ADY3	P0ADZ4	9fbv-assembly1.cif.gz:EA-O	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=21.782;cbca=25.817
Q9HVY2	Q9HZN4	8cd1-assembly1.cif.gz:A-J	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=14.871;cbca=15.491
Q9HVL6	Q9HWD7	8cd1-assembly1.cif.gz:R-T	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=32.434;cbca=38.997
Q9HUN2	Q9HVC4	8cd1-assembly1.cif.gz:H-V	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=23.866;cbca=27.984
Q9HVL6	Q9HWD8	8cd1-assembly1.cif.gz:C-R	low_canonical_coverage	chains=49;heavy=32.841;cbca=37.649
Q9HXQ2	Q9HZN4	8cd1-assembly1.cif.gz:A-P	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=25.143;cbca=28.599
Q9HWD7	Q9HWD8	8cd1-assembly1.cif.gz:C-T	low_canonical_coverage	chains=49;heavy=18.196;cbca=25.056
Q9HUN0	Q9HWF0	8cd1-assembly1.cif.gz:G-WA	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=15.106;cbca=20.864
Q9HTN8	Q9HVC4	8cd1-assembly1.cif.gz:V-X	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=12.826;cbca=17.943
Q9HUN2	Q9HZN4	8cd1-assembly1.cif.gz:A-H	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=11.808;cbca=15.261
A0QSD0	A0QZ86	8whx-assembly1.cif.gz:LA-XA	low_construct_coverage	chains=47;heavy=10.730;cbca=16.962
A0QSG1	A0QZ86	8whx-assembly1.cif.gz:D-XA	low_construct_coverage	chains=47;heavy=38.620;cbca=42.013
A0QSD5	A0QZ86	8whx-assembly1.cif.gz:UA-XA	low_construct_coverage	chains=47;heavy=13.382;cbca=15.163
A0QZ86	A0R550	8whx-assembly1.cif.gz:PA-XA	low_construct_coverage	chains=47;heavy=19.100;cbca=24.333
P62829	P84098	7ow7-assembly1.cif.gz:L-Q	canonical_coverage_exceeds_construct_guardrail	chains=40;heavy=29.039;cbca=35.569
P40078	Q03532	7ohp-assembly1.cif.gz:D-EA	low_construct_coverage	chains=31;heavy=29.717;cbca=33.955
P03911	Q9CPX8	8pw5-assembly1.cif.gz:GB-V	assembly_exceeds_chain_cap	chains=92
P56393	Q9CZ13	8pw5-assembly1.cif.gz:A-MC	assembly_exceeds_chain_cap	chains=92
P00405	Q9DB77	8pw5-assembly1.cif.gz:AA-B	assembly_exceeds_chain_cap	chains=92
P19536	P56393	8pw5-assembly1.cif.gz:EA-MC	assembly_exceeds_chain_cap	chains=92
P00158	P48771	8pw5-assembly1.cif.gz:JA-N	assembly_exceeds_chain_cap	chains=92
P52503	Q9D8B4	8pw5-assembly1.cif.gz:LB-TA	assembly_exceeds_chain_cap	chains=92
Q9CR61	Q9D8B4	8pw5-assembly1.cif.gz:BC-LB	assembly_exceeds_chain_cap	chains=92
P19783	Q99KD6	8pw5-assembly1.cif.gz:GC-Y	assembly_exceeds_chain_cap	chains=92
P00416	Q9CPQ1	8pw5-assembly1.cif.gz:FC-LC	assembly_exceeds_chain_cap	chains=92
P00158	Q9CQH3	8pw5-assembly1.cif.gz:N-UB	assembly_exceeds_chain_cap	chains=92
P00416	Q9CR61	8pw5-assembly1.cif.gz:BA-BC	assembly_exceeds_chain_cap	chains=92
P99028	Q91WD5	8pw5-assembly1.cif.gz:MA-S	assembly_exceeds_chain_cap	chains=92
P00405	Q9CZ13	8pw5-assembly1.cif.gz:A-AA	assembly_exceeds_chain_cap	chains=92
Q9CPU2	Q9CZ13	8pw5-assembly1.cif.gz:A-WB	assembly_exceeds_chain_cap	chains=92
Q91YT0	Q9CQH3	8pw5-assembly1.cif.gz:OA-UB	assembly_exceeds_chain_cap	chains=92
P00158	Q9CR21	8pw5-assembly1.cif.gz:JB-N	assembly_exceeds_chain_cap	chains=92
P00158	P12787	8pw5-assembly1.cif.gz:C-DA	assembly_exceeds_chain_cap	chains=92
P00416	Q3UIU2	8pw5-assembly1.cif.gz:BA-VB	assembly_exceeds_chain_cap	chains=92
P00397	Q9CPU2	8pw5-assembly1.cif.gz:WB-Z	assembly_exceeds_chain_cap	chains=92
P00397	Q8R1I1	8pw5-assembly1.cif.gz:DC-J	assembly_exceeds_chain_cap	chains=92
P19783	Q9CZ13	8pw5-assembly1.cif.gz:A-GC	assembly_exceeds_chain_cap	chains=92
O09111	Q9CXZ1	8pw5-assembly1.cif.gz:SA-TB	assembly_exceeds_chain_cap	chains=92
P12787	Q99KD6	8pw5-assembly1.cif.gz:HC-Y	assembly_exceeds_chain_cap	chains=92
P00416	P19783	8pw5-assembly1.cif.gz:BA-GC	assembly_exceeds_chain_cap	chains=92
Q8BK30	Q9ERS2	8pw5-assembly1.cif.gz:AB-MB	assembly_exceeds_chain_cap	chains=92
P17665	P19536	8pw5-assembly1.cif.gz:EA-IA	assembly_exceeds_chain_cap	chains=92
P48771	Q3UIU2	8pw5-assembly1.cif.gz:JA-VB	assembly_exceeds_chain_cap	chains=92
Q8R1I1	Q9CQ54	8pw5-assembly1.cif.gz:QB-U	assembly_exceeds_chain_cap	chains=92
P12787	Q9DB77	8pw5-assembly1.cif.gz:B-HC	assembly_exceeds_chain_cap	chains=92
P12787	P56391	8pw5-assembly1.cif.gz:HC-KC	assembly_exceeds_chain_cap	chains=92
G0RYN9	G0SEW3	8pv8-assembly1.cif.gz:F-FA	low_construct_coverage	chains=57;heavy=72.922;cbca=77.459
G0S0E5	G0S9T3	8pv8-assembly1.cif.gz:AA-S	low_construct_coverage	chains=57;heavy=80.251;cbca=81.612
G0SEW3	G0SGT6	8pv8-assembly1.cif.gz:F-HA	low_construct_coverage	chains=57;heavy=35.587;cbca=37.331
G0S4P8	G0SEW3	8pv8-assembly1.cif.gz:F-LA	low_construct_coverage	chains=57;heavy=12.196;cbca=19.981
P0A7T7	P0AA10	7abz-assembly1.cif.gz:CB-J	canonical_coverage_exceeds_construct_guardrail	chains=52;heavy=15.231;cbca=21.154
A0A1C8XRM6	A1XKU7	7pin-assembly1.cif.gz:B-G	assembly_exceeds_chain_cap	chains=99
A1XKU7	D0FXX2	7pin-assembly1.cif.gz:G-K	assembly_exceeds_chain_cap	chains=99
A0A1C8XRP3	D0FXY3	7pin-assembly1.cif.gz:BB-FB	assembly_exceeds_chain_cap	chains=99
A0A1C8XRP4	D0FY13	7pin-assembly1.cif.gz:DC-ZB	assembly_exceeds_chain_cap	chains=99
A0A1C8XRP4	D0FY19	7pin-assembly1.cif.gz:F-L	assembly_exceeds_chain_cap	chains=99
D0FXX5	D0FY04	7pin-assembly1.cif.gz:HA-OA	assembly_exceeds_chain_cap	chains=99
D0FXX2	D0FY08	7pin-assembly1.cif.gz:HC-XB	assembly_exceeds_chain_cap	chains=99
D0FXX2	D0FXX5	7pin-assembly1.cif.gz:FC-HC	assembly_exceeds_chain_cap	chains=99
A0A1C8XRP3	D0FY08	7pin-assembly1.cif.gz:FB-XB	assembly_exceeds_chain_cap	chains=99
A0A1C8XRM6	D0FXY3	7pin-assembly1.cif.gz:BB-YB	assembly_exceeds_chain_cap	chains=99
E9AD00	Q4Q6A3	7aih-assembly1.cif.gz:DA-W	assembly_exceeds_chain_cap	chains=70
Q4Q1C8	Q4QD92	7aih-assembly1.cif.gz:GA-WA	assembly_exceeds_chain_cap	chains=70
E9ACT9	Q4Q2G1	7aih-assembly1.cif.gz:E-NB	assembly_exceeds_chain_cap	chains=70
Q4Q547	Q4QIE5	7aih-assembly1.cif.gz:C-QA	assembly_exceeds_chain_cap	chains=70
Q4QC22	Q4QCK6	7aih-assembly1.cif.gz:V-VA	assembly_exceeds_chain_cap	chains=70
Q4Q4L5	Q4Q719	7aih-assembly1.cif.gz:JA-Q	assembly_exceeds_chain_cap	chains=70
Q4Q712	Q4QIB3	7aih-assembly1.cif.gz:AB-SA	assembly_exceeds_chain_cap	chains=70
Q4QGU6	Q4QIT7	7aih-assembly1.cif.gz:B-CB	assembly_exceeds_chain_cap	chains=70
Q4Q0E1	Q4Q4L5	7aih-assembly1.cif.gz:EA-JA	assembly_exceeds_chain_cap	chains=70
Q4QIB3	Q4QJ75	7aih-assembly1.cif.gz:AB-GB	assembly_exceeds_chain_cap	chains=70
Q4Q829	Q4QFP0	7aih-assembly1.cif.gz:H-KB	assembly_exceeds_chain_cap	chains=70
Q4Q6A3	Q4QG34	7aih-assembly1.cif.gz:P-W	assembly_exceeds_chain_cap	chains=70
Q4Q1C8	Q4QIB3	7aih-assembly1.cif.gz:AB-GA	assembly_exceeds_chain_cap	chains=70
Q4Q1A6	Q4QIE1	7aih-assembly1.cif.gz:HA-MB	assembly_exceeds_chain_cap	chains=70
Q4Q2Q8	Q4QIE5	7aih-assembly1.cif.gz:C-U	assembly_exceeds_chain_cap	chains=70
Q4Q183	Q4Q7P8	7aih-assembly1.cif.gz:MA-PA	assembly_exceeds_chain_cap	chains=70
Q4Q2H6	Q4QI77	7aih-assembly1.cif.gz:D-F	assembly_exceeds_chain_cap	chains=70
Q4Q4L5	Q4Q8J6	7aih-assembly1.cif.gz:JA-OA	assembly_exceeds_chain_cap	chains=70
Q4Q2G1	Q4Q2H6	7aih-assembly1.cif.gz:F-NB	assembly_exceeds_chain_cap	chains=70
Q4Q183	Q4Q2Q8	7aih-assembly1.cif.gz:PA-U	assembly_exceeds_chain_cap	chains=70
Q4Q1C8	Q4QJB6	7aih-assembly1.cif.gz:DB-GA	assembly_exceeds_chain_cap	chains=70
Q4Q192	Q4Q712	7aih-assembly1.cif.gz:K-SA	assembly_exceeds_chain_cap	chains=70
Q4QGU6	Q4QIE1	7aih-assembly1.cif.gz:B-MB	assembly_exceeds_chain_cap	chains=70
Q4QGE0	Q4QGU6	7aih-assembly1.cif.gz:B-ZA	assembly_exceeds_chain_cap	chains=70
Q4Q703	Q4QE11	7aih-assembly1.cif.gz:IB-RA	assembly_exceeds_chain_cap	chains=70
Q4Q2H6	Q4QIT7	7aih-assembly1.cif.gz:CB-F	assembly_exceeds_chain_cap	chains=70
Q4Q5A3	Q4QIE1	7aih-assembly1.cif.gz:MB-X	assembly_exceeds_chain_cap	chains=70
Q4QI77	Q4QIB3	7aih-assembly1.cif.gz:AB-D	assembly_exceeds_chain_cap	chains=70
Q4Q547	Q4Q6A3	7aih-assembly1.cif.gz:QA-W	assembly_exceeds_chain_cap	chains=70
Q4Q2Q8	Q4Q4L5	7aih-assembly1.cif.gz:JA-U	assembly_exceeds_chain_cap	chains=70
