triplet_id	ac_id	anchor	C	D	PLM-Interact_ad	PLM-Interact_ac	hit_PLM-Interact	MINT_ad	MINT_ac	hit_MINT	D-SCRIPT_ad	D-SCRIPT_ac	hit_D-SCRIPT	Topsy-Turvy_ad	Topsy-Turvy_ac	hit_Topsy-Turvy	SPRINT_ad	SPRINT_ac	hit_SPRINT	ESMFold_ad	ESMFold_ac	hit_ESMFold	AF3_ad	AF3_ac	hit_AF3
SCF:0001058	AC:000875	Q32NC0	Q969H6	O95059	0.99991	0.999732	1.0	0.54393792	0.6025455	0.0	0.004174	0.004174	0.5	0.439843	0.744315	0.0	0.08761	0.170915	0.0	-27.874475452592296	-25.121460628163796	0.0	0.35	0.16	1.0
SCF:0003176	AC:002841	A0A2M9V7H9	A0A9X9IKM4	A0A2M9V7I0	0.208967	0.001896	1.0	0.75054714	0.68229452	1.0	0.004177	0.004177	0.5	0.132769	0.393643	0.0	0.332615	0.492026	0.0	-27.736591098906175	-21.478897643509292	0.0	0.28	0.2	1.0
SCF:0000818	AC:000678	G0SCD1	G0SC21	G0SE33	0.999462	0.999792	0.0	0.34504899	0.58533605	0.0	0.004177	0.004176	1.0	0.37311	0.209874	1.0	5.07877	3.21176	1.0	-11.744957676072033	-21.107517615255148	1.0	0.68	0.26	1.0
SCF:0002591	AC:002271	O43257	O96019	P60709	0.993097	0.925061	1.0	0.74875867	0.49354562	1.0	0.004193	0.006044	0.0	0.5838	0.752408	0.0	71.339	195.632	0.0	-27.58991183025806	-28.34667764912328	1.0	0.76	0.14	1.0
SCF:0002182	AC:001883	Q8U439	Q8U4N1	Q8U216	0.99011	0.999822	0.0	0.98207214	0.99428421	0.0	0.004184	0.319239	0.0	0.2321	0.662763	0.0	0.575485	0.492565	1.0	-2.628685941903259	-22.312779517241488	1.0	0.93	0.05	1.0
SCF:0000963	AC:000803	Q980T8	P57766	Q97Z84	0.994305	0.644065	1.0	0.8498068	0.87557398	0.0	0.004181	0.004248	0.0	0.724952	0.735794	0.0	0.358919	0.257188	1.0	-26.614320064916317	-27.46070316191882	1.0	0.72	0.73	0.0
SCF:0001646	AC:001416	Q13619	Q96MF7	Q99627	0.996746	0.113991	1.0	0.68394704	0.44643424	1.0	0.004177	0.013125	0.0	0.598729	0.650034	0.0	342.982	8.76271	1.0	-28.961311283573647	-28.547824751067743	0.0	0.19	0.25	0.0
SCF:0002984	AC:002646	P07766	Q861F7	P0DTU4	0.998854	0.998697	1.0	0.59571758	0.47464308	1.0	0.004225	0.009208	0.0	0.528966	0.582481	0.0	1.01695	163.253	0.0	-26.298334940440924	-27.348888339479153	1.0	0.21	0.43	0.0
SCF:0001533	AC:001318	P16687	P16679	P16678	0.000611	0.000106	1.0	0.55302492	0.64432713	0.0	0.004596	0.00523	0.0	0.797098	0.123731	1.0	0.369328	0.25205	1.0	-28.671486455339476	-28.492809802924064	0.0	0.21	0.24	0.0
SCF:0000768	AC:000641	I0YQ46	I0Z2Y0	I0Z7A7	0.999929	0.999905	1.0	0.94679562	0.97851869	0.0	0.03111	0.160536	0.0	0.714106	0.71366	1.0	0.0223976	0.0224417	0.0	-25.320245939165368	-26.64148559467943	1.0	0.26	0.31	0.0
SCF:0001456	AC:001261	I0Z7A7	I0Z7V3	I0Z7A6	0.999919	0.972429	1.0	0.95429725	0.96975568	0.0	0.151589	0.159894	0.0	0.745038	0.652793	1.0	0.0130171	0.0280903	0.0	-26.147286840527894	-29.076856676658352	1.0	0.2	0.09	1.0
SCF:0002186	AC:001892	P30394	A8HPD0	A8HPH1	0.999914	0.999922	0.0	0.90268139	0.93934518	0.0	0.012686	0.00532	1.0	0.558724	0.004178	1.0	0.0	0.0	0.5	-28.293796450286642	-28.80788799978359	1.0	0.27	0.3	0.0
SCF:0001528	AC:001316	Q24CL2	I7MG46	Q23S05	0.079286	0.007847	1.0	0.73743603	0.7869703	0.0	0.004184	0.004178	1.0	0.25632	0.416534	0.0	0.474435	0.801583	0.0	-31.080104636596115	-29.069958877981723	0.0	0.47	0.15	1.0
SCF:0003162	AC:002830	Q75VY9	P09144	P12154	0.999835	0.999787	1.0	0.91774718	0.91442087	1.0	0.004911	0.004627	1.0	0.097914	0.036372	1.0	0.0217338	0.0311957	0.0	-30.008889634473544	-30.34911150763319	1.0	0.26	0.2	1.0
SCF:0000254	AC:000202	P62877	P40337	P63208	0.999927	0.999724	1.0	0.54410808	0.51504814	1.0	0.980468	0.004454	1.0	0.649892	0.683086	0.0	165.44	171.736	0.0	-24.26516082080433	-27.64678407221167	1.0	0.08	0.16	0.0
SCF:0001624	AC:001396	A0A063XCG5	A0A063X8U6	A0A063XCP1	0.999918	0.999901	1.0	0.84206676	0.868833	0.0	0.544056	0.741024	0.0	3.2e-05	0.679535	0.0	1.16747	3.69151	0.0	-29.647935305882807	-25.54768598801464	0.0	0.07	0.06	1.0
SCF:0002767	AC:002439	Q9GZQ3	Q9NX08	Q9P000	0.999858	0.999923	0.0	0.66122311	0.73850236	0.0	0.00418	0.004182	0.0	0.73269	0.771935	0.0	171.246	8.89808	1.0	-23.217913468334753	-23.191870814533925	0.0	0.42	0.27	1.0
SCF:0001577	AC:001360	P18263	P11471	Q93VE0	0.789918	0.963537	0.0	0.94073809	0.69536217	1.0	0.941074	0.004395	1.0	0.624047	0.142494	1.0	0.0	0.00621118	0.0	-26.724743567002207	-28.543529142229136	1.0	0.14	0.12	1.0
SCF:0000383	AC:000292	P84098	P41227	Q9UKD2	0.999932	0.229207	1.0	0.7781536	0.26085716	1.0	0.537416	0.024312	1.0	0.822377	0.200969	1.0	3.9017	5.44661	0.0	-30.46805851840818	-30.504197737738924	1.0	0.08	0.13	0.0
SCF:0000470	AC:000371	C4M5A0	C4LXM0	C4M0Z2	0.999915	0.999949	0.0	0.4706683	0.52518546	0.0	0.921135	0.772028	1.0	0.821658	0.773343	1.0	0.825089	75.3154	0.0	-20.98198449474877	-24.77728405400235	1.0	0.37	0.13	1.0
SCF:0000784	AC:000648	Q84Y02	P12352	A8IFG7	0.998225	0.575601	1.0	0.98456794	0.78191102	1.0	0.004345	0.004364	0.0	0.068569	0.086447	0.0	0.058013	0.0728922	0.0	-27.555557444354505	-26.89892568097488	0.0	0.15	0.13	1.0
SCF:0003265	AC:002957	Q50754	P60239	Q50755	0.999431	0.690152	1.0	0.93302691	0.959075	0.0	0.006478	0.004192	1.0	0.11206	0.499296	0.0	0.341471	0.263584	1.0	-4.327282258467084	-26.775666701178586	1.0	0.75	0.21	1.0
SCF:0002896	AC:002572	P32341	P25515	P32842	0.99338	0.999376	0.0	0.32847888	0.21181008	1.0	0.004179	0.004196	0.0	0.090444	0.212098	0.0	0.200482	0.497587	0.0	-24.359034132714037	-23.92524052700331	0.0	0.32	0.48	0.0
SCF:0001324	AC:001111	A8INX1	A8IXD6	A8IL21	0.999922	0.999114	1.0	0.57186815	0.64010212	0.0	0.783718	0.020111	1.0	0.669093	0.104193	1.0	0.371784	0.160841	1.0	-24.53016559252443	-25.917182255274763	1.0	0.65	0.16	1.0
SCF:0002678	AC:002349	Q9BTE1	P61163	Q9NZ32	0.999722	0.99951	1.0	0.51920108	0.43297374	1.0	0.733689	0.459109	1.0	0.802475	0.851653	0.0	210.81	428.313	0.0	-27.754267153427165	-25.12803244514111	0.0	0.14	0.14	0.5
SCF:0002425	AC:002113	P9WPV7	P9WPU9	P9WPV3	0.999789	0.999719	1.0	0.81493404	0.87027433	0.0	0.004204	0.004236	0.0	0.526639	0.165869	1.0	0.200215	1.97869	0.0	-29.090960289292273	-23.183441258965164	0.0	0.37	0.14	1.0
SCF:0002418	AC:002107	P9WGZ1	P9WIU9	P71814	0.011114	0.980573	0.0	0.54969334	0.61691042	0.0	0.004215	0.004278	0.0	0.27451	0.758902	0.0	0.473661	0.311118	1.0	-25.755063796349663	-28.499301193233517	1.0	0.11	0.08	1.0
SCF:0001316	AC:001105	G0SE33	G0SC21	G0SCD1	0.999462	0.999778	0.0	0.34504899	0.28187754	1.0	0.004177	0.006752	0.0	0.37311	0.095702	1.0	5.07877	18.2061	0.0	-11.744957676072033	-27.80466212460082	1.0	0.68	0.61	1.0
SCF:0000725	AC:000616	A0A8D0JYF1	A0A4X1VM56	A0A287ADR4	0.999854	0.99994	0.0	0.75932604	0.75770232	1.0	0.004185	0.028523	0.0	0.348035	0.512165	0.0	95.9066	124.273	0.0	-25.662331512842936	-24.232833735626723	0.0	0.07	0.06	1.0
SCF:0002500	AC:002177	A0A9X9IKM4	A0A5M5QTL0	A0A5C6J4N7	0.813257	0.989948	0.0	0.63686011	0.72020796	0.0	0.004174	0.004173	1.0	0.574832	0.169183	1.0	0.335154	0.170986	1.0	-22.7626298932203	-26.83715139560532	1.0	0.82	0.22	1.0
SCF:0000521	AC:000427	P42766	Q9BXJ9	Q9BZE4	0.999895	0.997668	1.0	0.67234015	0.46191717	1.0	0.057594	0.01301	1.0	0.673527	0.473908	1.0	177.861	1.50864	1.0	-28.460616763399802	-28.848864126251105	1.0	0.09	0.13	0.0
SCF:0002854	AC:002516	Q75VY4	P09144	P12154	0.997928	0.999697	0.0	0.94784397	0.93366441	1.0	0.118741	0.082159	1.0	0.433841	0.495814	0.0	0.0058898	0.0142716	0.0	-30.3346351224479	-30.54806541864752	1.0	0.19	0.54	0.0
SCF:0002109	AC:001811	G0S755	G0RZG4	G0S1P1	0.999334	0.999175	1.0	0.6793796	0.53029678	1.0	0.004175	0.004175	0.5	0.119266	0.200206	0.0	9.39818	1.67585	1.0	-10.291901574554357	-15.582751119979784	1.0	0.53	0.55	0.0
SCF:0002281	AC:001974	Q32P78	Q32PE0	F2Z4H3	0.999948	0.999938	1.0	0.75330425	0.53423079	1.0	0.932152	0.828632	1.0	0.638116	0.743596	0.0	103.609	104.397	0.0	-23.15435787267353	-27.045278293879953	1.0	0.18	0.05	1.0
SCF:0000058	AC:000050	P21471	P21476	P21473	0.999887	0.999801	1.0	0.87535628	0.86823726	1.0	0.047773	0.708057	0.0	0.159595	0.699199	0.0	0.510134	0.0310102	1.0	-23.54503371206562	-26.355567473584735	1.0	0.09	0.03	1.0
SCF:0001902	AC:001635	A0T0V1	B5YM25	B8C0K4	0.995913	0.999074	0.0	0.96854612	0.93803978	1.0	0.006584	0.004264	1.0	0.344073	0.012338	1.0	0.00913132	0.0	1.0	-22.747897724713983	-25.621903858895354	1.0	0.11	0.1	1.0
SCF:0001219	AC:001018	E9NPW6	I0Z7A6	I0YQ46	0.999763	0.142262	1.0	0.96481795	0.94830811	1.0	0.00476	0.004473	1.0	0.648577	0.688959	0.0	0.0	0.0	0.5	-25.431922120468744	-26.49796062921691	1.0	0.16	0.13	1.0
SCF:0000904	AC:000745	Q9BS16	P62807	Q93077	0.999927	0.999821	1.0	0.33554023	0.24064437	1.0	0.004181	0.004184	0.0	0.534021	0.280514	1.0	9.97772	12.1486	0.0	-30.51274944719397	-30.12569885070453	0.0	0.17	0.22	0.0
SCF:0002952	AC:002621	A0A1J7CBX1	A0A1M6R974	A0A1M5L6R0	0.999936	0.999935	1.0	0.89514688	0.69736826	1.0	0.646237	0.444278	1.0	0.826876	0.528288	1.0	0.235953	0.0637091	1.0	-26.939158471420733	-28.69394103360791	1.0	0.08	0.24	0.0
SCF:0003243	AC:002919	P56752	O80634	Q9SGH4	0.001486	0.002618	0.0	0.86063479	0.82934343	1.0	0.004188	0.004205	0.0	0.025548	0.029077	0.0	0.0977151	0.258595	0.0	-27.560246406605614	-25.444934953453387	0.0	0.18	0.17	1.0
SCF:0000925	AC:000777	P04969	P21467	P21472	0.999947	0.999944	1.0	0.76412686	0.67208567	1.0	0.739786	0.76305	0.0	0.843201	0.622439	1.0	0.00824206	0.0780833	0.0	-30.598669065839882	-28.834487039470787	0.0	0.07	0.1	0.0
SCF:0001150	AC:000958	Q7Z4G1	Q9GZQ3	Q9P000	0.999787	0.999907	0.0	0.6077835	0.68312082	0.0	0.004232	0.004182	1.0	0.456579	0.568378	0.0	148.123	17.2519	1.0	-17.148181439487267	-16.699901834562297	0.0	0.66	0.49	1.0
SCF:0001795	AC:001532	Q00914	Q84Y02	Q05093	0.001015	0.000861	1.0	0.35911824	0.36509221	0.0	0.004567	0.007038	0.0	0.068007	0.085766	0.0	0.0	0.0	0.5	-27.34557545476851	-27.311199564699525	0.0	0.11	0.1	1.0
SCF:0001609	AC:001386	P12356	Q75VY6	Q05093	0.999451	0.998982	1.0	0.98500872	0.98830264	0.0	0.010035	0.005643	1.0	0.605325	0.679863	0.0	0.0229345	0.154219	0.0	-28.46051944141475	-27.12728288775699	0.0	0.1	0.23	0.0
SCF:0001364	AC:001145	P18384	P07611	P16710	0.000391	0.001755	0.0	0.75311712	0.7074173	1.0	0.00418	0.004194	0.0	0.47027	0.520516	0.0	0.330386	0.178033	1.0	-29.281489801174807	-29.09573996071988	0.0	0.22	0.27	0.0
SCF:0000658	AC:000559	Q12824	Q96GM5	Q969G3	0.999901	0.99985	1.0	0.70202574	0.84836	0.0	0.004178	0.00418	0.0	0.778744	0.737367	1.0	222.602	379.707	0.0	-30.63491612308213	-30.709139739952718	1.0	0.2	0.15	1.0
SCF:0001033	AC:000847	A0A4V8H010	A0A4V8H008	A0A4V8GZZ5	0.797902	0.056636	1.0	0.98510626	0.89618153	1.0	0.006098	0.004207	1.0	0.563579	0.428902	1.0	0.0	0.0348399	0.0	-21.767114856469085	-24.809295616861565	1.0	0.17	0.13	1.0
SCF:0000961	AC:000800	P16685	P16678	P16686	0.361434	0.988017	0.0	0.75079578	0.56034188	1.0	0.004176	0.004277	0.0	0.498634	0.498929	0.0	0.262921	0.261931	1.0	-26.022428086270992	-22.064532261083997	0.0	0.45	0.17	1.0
SCF:0001099	AC:000910	Q2FW30	Q2FW31	Q2FW22	0.999937	0.999942	0.0	0.85272625	0.75138533	1.0	0.274621	0.835703	0.0	0.709366	0.192683	1.0	0.123272	0.159459	0.0	-25.98693490420806	-28.329335870057893	1.0	0.05	0.06	0.0
SCF:0002804	AC:002475	Q12379	Q04601	Q08683	0.027539	0.005685	1.0	0.81674677	0.77054578	1.0	0.004175	0.004175	0.5	0.04544	0.021402	1.0	0.223555	0.242692	0.0	-27.8370471558749	-28.73875074241188	1.0	0.17	0.1	1.0
SCF:0000884	AC:000727	P0A7U3	P69222	P0A7T7	0.999783	0.999661	1.0	0.9177677	0.83900195	1.0	0.835701	0.649873	1.0	0.717229	0.316824	1.0	0.0108696	0.0	1.0	-26.91121928408526	-27.182626869799435	1.0	0.02	0.03	0.0
SCF:0001588	AC:001372	B2GUV5	Q6P503	Q6PCU2	0.999881	0.999445	1.0	0.41931871	0.47325325	0.0	0.004265	0.004177	1.0	0.739007	0.066931	1.0	60.5769	66.3381	0.0	-6.806237335001553	-29.169644422360907	1.0	0.69	0.15	1.0
SCF:0003144	AC:002819	Q9VLI9	Q9VF82	Q9VSY8	0.99989	0.998712	1.0	0.75811699	0.68166238	1.0	0.004175	0.004175	0.5	0.518089	0.494829	1.0	176.238	87.6813	1.0	-10.673616857695901	-24.655121691208052	1.0	0.69	0.36	1.0
SCF:0000114	AC:000107	P59768	P08913	P21728	0.999902	0.999889	1.0	0.28303308	0.25084795	1.0	0.822415	0.263609	1.0	0.890002	0.867608	1.0	321.447	479.739	0.0	-27.028029831001042	-27.03907676975817	1.0	0.15	0.23	0.0
SCF:0001684	AC:001452	O32231	P21467	P21470	0.999679	0.999909	0.0	0.6321902	0.66071693	0.0	0.13179	0.835452	0.0	0.769846	0.799364	0.0	0.122712	0.224222	0.0	-26.437065667937514	-26.568493576277834	1.0	0.2	0.24	0.0
SCF:0000055	AC:000048	Q2G2Q1	Q2G111	Q2FW10	0.999917	0.999908	1.0	0.85620871	0.91383123	0.0	0.071149	0.055611	1.0	0.009605	0.297919	0.0	0.0883	0.639888	0.0	-27.17649585337655	-24.213713601867806	0.0	0.06	0.06	0.5
SCF:0003293	AC:002987	A0QSL6	A0QSL5	A0R549	0.999943	0.999943	0.5	0.92081996	0.75317845	1.0	0.750265	0.881663	0.0	0.725439	0.003248	1.0	0.417818	0.0587892	1.0	-28.942992019002904	-29.15814396966111	1.0	0.05	0.04	1.0
SCF:0002675	AC:002347	B8BUW3	A0T0M8	A0T0M9	0.007724	0.002579	1.0	0.75596101	0.66861391	1.0	0.008638	0.005682	1.0	0.083775	0.025598	1.0	0.0351296	0.0153704	1.0	-30.249764933412692	-30.33460915226265	1.0	0.29	0.14	1.0
SCF:0000915	AC:000764	Q03718	P38632	Q07913	0.989112	0.01732	1.0	0.72249224	0.57761561	1.0	0.004174	0.004175	0.0	0.408453	0.042435	1.0	0.197296	0.422379	0.0	-30.23377691340512	-29.88553909216908	0.0	0.23	0.28	0.0
SCF:0000591	AC:000496	O00399	P61163	Q9NZ32	0.999775	0.982837	1.0	0.56532163	0.54067652	1.0	0.435779	0.334779	1.0	0.770348	0.839813	0.0	201.658	237.793	0.0	-26.432111063211778	-27.32912986777798	1.0	0.28	0.12	1.0
SCF:0000748	AC:000631	Q5SHR1	P0DOY7	Q5SHN3	0.999927	0.992778	1.0	0.86973157	0.98588192	0.0	0.442946	0.362861	1.0	0.009873	0.536138	0.0	0.114268	0.0981481	1.0	-28.018898283592378	-25.701378090419468	0.0	0.05	0.03	1.0
SCF:0002653	AC:002339	P21473	P21477	P55873	0.999949	0.999923	1.0	0.90475732	0.65017262	1.0	0.639345	0.629708	1.0	0.513812	0.73083	0.0	0.185252	1.07482	0.0	-28.089783709668964	-24.62331756227959	0.0	0.21	0.03	1.0
SCF:0000067	AC:000055	E9NPS7	I0YQ46	I0YPL4	0.995188	0.999283	0.0	0.96069183	0.96378137	0.0	0.004189	0.006898	0.0	0.016348	0.3725	0.0	0.0436708	0.00341505	1.0	-29.905452515836252	-29.789346781870314	0.0	0.29	0.27	1.0
SCF:0000450	AC:000342	A0A3Q7G7F0	A0A3Q7I881	K4ATQ2	0.99995	0.999946	1.0	0.93049139	0.92634573	1.0	0.916802	0.41986	1.0	0.819014	0.726503	1.0	76.2542	81.9513	0.0	-28.781131852892017	-29.138370685302295	1.0	0.65	0.13	1.0
SCF:0002990	AC:002648	Q9P2I0	Q969L4	P62308	0.999749	0.999625	1.0	0.89595512	0.8004816	1.0	0.738418	0.359656	1.0	0.748231	0.787221	0.0	7.94495	8.33523	0.0	-28.510774990899	-29.09064508390162	1.0	0.13	0.28	0.0
SCF:0000577	AC:000480	Q02878	P41227	P83731	0.999936	0.000242	1.0	0.76429057	0.3695295	1.0	0.892453	0.028468	1.0	0.806739	0.33312	1.0	54.2082	1.02781	1.0	-30.059817223939504	-27.817788550116774	0.0	0.06	0.21	0.0
SCF:0000497	AC:000399	A0A2K3DGW6	A0A2K3DLI2	A0A2K3DVJ8	0.000147	0.000353	0.0	0.44916045	0.51345232	0.0	0.004181	0.004184	0.0	0.018321	0.4998	0.0	0.281652	0.168075	1.0	-30.32060019900541	-29.926313866847114	0.0	0.14	0.22	0.0
SCF:0000020	AC:000018	P60899	A0A8D1KNW4	A0A4X1VEK9	0.999936	0.999943	0.0	0.47732942	0.47732939	1.0	0.457909	0.45791	0.0	0.605015	0.605014	1.0	139.486	139.486	0.5	-27.862690500995306	-27.862690500995306	0.5	0.04	0.04	0.5
SCF:0002464	AC:002140	P28632	P28630	P28631	0.980835	0.915707	1.0	0.74024454	0.66934326	1.0	0.004174	0.004174	0.5	0.499142	0.423722	1.0	0.194545	0.320232	0.0	-26.750476307195562	-27.306740051722187	1.0	0.43	0.15	1.0
SCF:0002474	AC:002150	G0SC21	G0S1P1	G0S755	0.999548	0.999596	0.0	0.57248709	0.72352409	0.0	0.00422	0.004175	1.0	0.829092	0.097097	1.0	11.6144	5.81321	1.0	-7.222886042264438	-11.637628614265227	1.0	0.86	0.56	1.0
SCF:0003015	AC:002678	P31556	A8HPD0	A8HPC6	0.997281	0.999796	0.0	0.67460275	0.70552452	0.0	0.004353	0.004679	0.0	0.115622	0.400344	0.0	0.0	0.0	0.5	-30.32386032389351	-29.78454930354154	0.0	0.11	0.1	1.0
SCF:0000066	AC:000054	O43402	Q9NPA0	Q9P0I2	0.999672	0.999857	0.0	0.66374117	0.60590595	1.0	0.00418	0.004179	1.0	0.657115	0.563929	1.0	184.856	182.179	1.0	-27.915540611706952	-23.304608912770085	0.0	0.11	0.31	0.0
SCF:0001288	AC:001088	A8IFG7	Q75VY9	Q84Y02	0.998225	0.999307	0.0	0.98456794	0.98049432	1.0	0.004345	0.004204	1.0	0.068569	0.095254	0.0	0.058013	0.211716	0.0	-27.555557444354505	-27.686060407626552	1.0	0.15	0.19	0.0
SCF:0000032	AC:000028	Q24I09	W7XBF5	Q23S01	0.013584	0.005911	1.0	0.92522681	0.71215993	1.0	0.004876	0.004255	1.0	0.026104	0.000105	1.0	0.0684134	0.296252	0.0	-22.47858025269565	-24.468222059452472	1.0	0.47	0.1	1.0
SCF:0002160	AC:001851	A0A2K3CY83	A0A2K3DHV6	A8HUP3	0.000393	0.00015	1.0	0.77550657	0.58764505	1.0	0.004179	0.004182	0.0	0.015069	0.029733	0.0	0.312844	0.356131	0.0	-29.963623587862195	-30.439939354977486	1.0	0.25	0.2	1.0
SCF:0003284	AC:002975	Q32P73	F2Z4H3	Q32PE0	0.999943	0.999942	1.0	0.50492271	0.66468117	0.0	0.672196	0.319554	1.0	0.599366	0.631558	0.0	138.376	14.4397	1.0	-28.689794778538502	-27.582830104522706	0.0	0.04	0.08	0.0
SCF:0002240	AC:001941	Q9Y244	Q969U7	P25789	0.999682	0.999072	1.0	0.25408071	0.33913317	0.0	0.008514	0.004174	1.0	0.775354	0.72349	1.0	3.09926	168.572	0.0	-28.45979794584951	-28.954458207897595	1.0	0.07	0.06	1.0
SCF:0000024	AC:000019	Q92966	Q00403	Q9HAW0	0.00015	0.999056	0.0	0.58272239	0.38403491	1.0	0.004175	0.004175	0.5	0.075884	0.127617	0.0	0.505519	0.196572	1.0	-30.08467481901506	-30.214292136833244	1.0	0.11	0.14	0.0
SCF:0002462	AC:002139	W7WX86	I7MG46	I7LT80	0.00552	0.076287	0.0	0.62136028	0.73975227	0.0	0.004195	0.004181	1.0	0.499538	0.703671	0.0	0.759459	0.577655	1.0	-31.15882233011575	-29.578983976343963	0.0	0.13	0.38	0.0
SCF:0000802	AC:000669	A0A125YG13	A0A125YMK3	S8GU15	0.59977	0.43321	1.0	0.91226567	0.72575345	1.0	0.004178	0.004178	0.5	0.167695	0.499673	0.0	0.316847	0.344607	0.0	-30.42491838028729	-30.296991109251703	0.0	0.39	0.08	1.0
SCF:0001728	AC:001490	Q24CL2	A4VD15	Q23S05	0.079286	0.006556	1.0	0.73743603	0.68865569	1.0	0.004184	0.004182	1.0	0.25632	0.333147	0.0	0.474435	0.791558	0.0	-31.080104636596115	-30.37152316390827	0.0	0.47	0.09	1.0
SCF:0002756	AC:002428	P02293	Q06675	Q02732	0.997692	0.998996	0.0	0.3379117	0.52726811	0.0	0.00418	0.00418	0.5	0.372516	0.479085	0.0	4.48282	7.06082	0.0	-29.300275676702594	-29.270595300624905	0.0	0.17	0.17	0.5
SCF:0002780	AC:002444	Q31L30	Q31QK2	Q31S42	0.022305	0.837443	0.0	0.81974715	0.7165232	1.0	0.004192	0.011854	0.0	0.112496	0.80844	0.0	0.256898	0.18775	1.0	-21.755507903066153	-26.89885805823901	1.0	0.12	0.11	1.0
SCF:0001582	AC:001367	I0YQ45	I0Z687	I0YQ46	0.999933	0.977852	1.0	0.97849718	0.99190006	0.0	0.045745	0.117061	0.0	0.74158	0.674956	1.0	0.00623341	0.0407985	0.0	-26.249271759022097	-28.44095097363528	1.0	0.54	0.19	1.0
SCF:0001563	AC:001343	A0QVB8	A0QZ86	A0QSD2	0.999849	0.988776	1.0	0.8510623	0.41806663	1.0	0.8776	0.007567	1.0	0.854917	0.499431	1.0	1.09144	0.12238	1.0	-25.425790151253864	-27.392889577876115	1.0	0.09	0.26	0.0
SCF:0001573	AC:001353	Q39615	A8ITV3	Q05093	0.999502	0.999049	1.0	0.90207186	0.84332144	1.0	0.004725	0.004187	1.0	0.035385	0.129852	0.0	0.0428079	0.180272	0.0	-30.30046752552981	-29.65956026443042	0.0	0.1	0.06	1.0
SCF:0001851	AC:001584	I0YQ45	I0Z7A6	I0Z7A7	0.999914	0.999917	0.0	0.94779206	0.97365356	0.0	0.035648	0.066702	0.0	0.772662	0.764306	1.0	0.0169525	0.036861	0.0	-25.81464032613546	-26.426294316814946	1.0	0.56	0.38	1.0
SCF:0002334	AC:002020	B3H6Z4	O80634	Q9SGH4	9.8e-05	0.001742	0.0	0.88507961	0.85336938	1.0	0.004177	0.004189	0.0	0.112115	0.247593	0.0	0.161914	0.238843	0.0	-28.959353133933412	-29.31368533504352	1.0	0.12	0.1	1.0
SCF:0000969	AC:000807	P40422	Q04307	P27999	0.999768	0.999445	1.0	0.46832366	0.55945465	0.0	0.013232	0.1889	0.0	0.744985	0.711314	1.0	25.1676	27.7619	0.0	-28.77418688242553	-27.783256984438214	0.0	0.03	0.18	0.0
SCF:0002300	AC:001986	P68608	P68439	P20637	0.89169	0.983249	0.0	0.74078822	0.93587738	0.0	0.004175	0.004174	1.0	0.43896	0.497372	0.0	0.228997	0.225055	1.0	-30.169055054095562	-30.434065508818964	1.0	0.11	0.24	0.0
SCF:0002962	AC:002625	Q9FQ96	A8IKI9	A8J5P7	0.999522	0.999736	0.0	0.95574314	0.97494725	0.0	0.762846	0.038442	1.0	0.497139	0.200837	1.0	43.3465	3.229	1.0	-27.666991653066876	-23.538436223856454	0.0	0.59	0.15	1.0
SCF:0001542	AC:001327	Q9SUI5	Q9S7N7	Q9SHE8	0.996843	0.999784	0.0	0.98622188	0.99091766	0.0	0.004498	0.009653	0.0	0.395725	0.513025	0.0	0.0611904	0.0171154	1.0	-27.568247460173765	-26.33103608920024	0.0	0.11	0.09	1.0
SCF:0000109	AC:000099	P02309	P47128	P02293	0.99987	0.999858	1.0	0.75392446	0.87877319	0.0	0.959558	0.004205	1.0	0.746221	0.385643	1.0	192.212	0.132743	1.0	-12.274983392123216	-29.01635565103478	1.0	0.5	0.1	1.0
SCF:0003307	AC:002993	Q01667	P56766	P56767	0.99946	0.998495	1.0	0.87349466	0.85795797	1.0	0.228762	0.184437	1.0	0.459443	0.488866	0.0	0.0486223	0.0356238	1.0	-30.484828773916334	-30.279204322224007	0.0	0.14	0.28	0.0
SCF:0001770	AC:001516	A0A2K3CXW8	A8J353	A8INX1	0.999643	0.000164	1.0	0.61244791	0.47594176	1.0	0.00418	0.004199	0.0	0.386992	0.04407	1.0	0.2487	0.224163	1.0	-26.851458540386094	-28.871295342955666	1.0	0.4	0.18	1.0
SCF:0000209	AC:000177	P59768	Q96RJ0	P28223	0.999911	0.999842	1.0	0.37124154	0.33330055	1.0	0.522557	0.322582	1.0	0.867291	0.873761	0.0	193.158	269.973	0.0	-27.87185802184802	-24.38009669697623	0.0	0.2	0.14	1.0
SCF:0003309	AC:002997	B8BRQ8	B8BUW3	B8C770	0.999608	0.016726	1.0	0.96486116	0.79488915	1.0	0.004322	0.004221	1.0	0.441489	0.148626	1.0	0.15742	0.127277	1.0	-27.20017414093725	-29.74022100724653	1.0	0.13	0.1	1.0
SCF:0001030	AC:000844	Q12321	P47822	P33308	0.994445	0.999282	0.0	0.81134662	0.91176493	0.0	0.00418	0.004185	0.0	0.250963	0.499484	0.0	0.537221	0.636888	0.0	-29.993033949836406	-29.586492503164756	0.0	0.58	0.24	1.0
SCF:0001053	AC:000869	Q99627	Q8IY47	Q13619	0.996746	0.010192	1.0	0.68394704	0.60117292	1.0	0.004177	0.004181	0.0	0.598729	0.126486	1.0	342.982	0.322279	1.0	-28.961311283573647	-28.471500756871365	0.0	0.19	0.3	0.0
