triplet_id	anchor	negative_partner_c	positive_partner_d	counterfactual_grade_provisional	assembly_size_stratum	sequence_similarity_bin	plminteract_ac	plminteract_ad	plminteract_finetuned_ac	plminteract_finetuned_ad	dscript_ac	dscript_ad	topsy_turvy_ac	topsy_turvy_ad
SCF:0004267	R1BTM8	R1DY94	A0A7S3X591	CF-C-provisional	gt24	high	0.999930	0.999906	0.952309	0.706885	0.005123	0.004368	0.636998	0.670514
SCF:0004268	R1BTM8	R1DY94	R1FP66	CF-C-provisional	gt24	medium	0.999930	0.999931	0.952309	0.892333	0.005123	0.005578	0.636998	0.572636
SCF:0004269	R1BTM8	R1DY94	R1DCN2	CF-C-provisional	gt24	medium	0.999930	0.999934	0.952309	0.959666	0.005123	0.004188	0.636998	0.091010
SCF:0004270	R1DY94	R1BTM8	R1DCN2	CF-C-provisional	gt24	high	0.999930	0.999909	0.952309	0.833118	0.005123	0.004180	0.636998	0.052600
SCF:0004271	R1DY94	R1BTM8	R1B3D6	CF-C-provisional	gt24	medium	0.999930	0.999849	0.952309	0.611244	0.005123	0.007465	0.636998	0.593645
SCF:0004272	R1DY94	R1BTM8	R1EB65	CF-C-provisional	gt24	medium	0.999930	0.999849	0.952309	0.576460	0.005123	0.004297	0.636998	0.205979
SCF:0004273	Q9D1B9	Q9D1H8	Q9CQL4	CF-C-provisional	gt24	remote_sequence	0.999944	0.999950	0.911789	0.924303	0.982290	0.983478	0.839214	0.828013
SCF:0004274	W7JVP8	W7K6A8	W7JUG8	CF-C-provisional	gt24	medium	0.999863	0.999860	0.967777	0.965885	0.907315	0.910420	0.743296	0.747766
SCF:0004275	W7JVP8	W7K6A8	W7KN95	CF-C-provisional	gt24	medium	0.999863	0.999889	0.967777	0.960886	0.907315	0.977062	0.743296	0.712858
SCF:0004276	W7JVP8	W7K6A8	W7K6I2	CF-C-provisional	gt24	medium	0.999863	0.999734	0.967777	0.935695	0.907315	0.944161	0.743296	0.704800
SCF:0004277	W7K6A8	W7JVP8	O77396	CF-C-provisional	gt24	medium	0.999863	0.999782	0.967777	0.965218	0.907315	0.813276	0.743296	0.722602
SCF:0004278	W7K6A8	W7JVP8	Q8IK90	CF-C-provisional	gt24	medium	0.999863	0.999765	0.967777	0.933290	0.907315	0.955836	0.743296	0.738921
SCF:0004279	W7K6A8	W7JVP8	Q8IDG2	CF-C-provisional	gt24	medium	0.999863	0.999875	0.967777	0.976364	0.907315	0.959477	0.743296	0.758641
SCF:0004280	A0A341UET3	W5FV77	W5I035	CF-C-provisional	gt24	remote_sequence	0.999889	0.999939	0.650435	0.495726	0.357358	0.883164	0.477369	0.788626
SCF:0004281	A0A341UET3	W5FV77	Q5XUU9	CF-C-provisional	gt24	remote_sequence	0.999889	0.999900	0.650435	0.461712	0.357358	0.877089	0.477369	0.783192
SCF:0004282	A0A341UET3	W5FV77	W5FPA7	CF-C-provisional	gt24	remote_sequence	0.999889	0.999878	0.650435	0.656589	0.357358	0.934285	0.477369	0.663050
SCF:0004283	A1B482	A1B4F3	A1B479	CF-C-provisional	gt24	remote_sequence	0.999092	0.998749	0.919206	0.981203	0.112683	0.008017	0.541698	0.339104
SCF:0004284	A1B482	A1B4F3	A1B480	CF-C-provisional	gt24	remote_sequence	0.999092	0.999411	0.919206	0.962235	0.112683	0.138418	0.541698	0.481876
SCF:0004285	W7JKG5	W7K1J4	W7KN95	CF-C-provisional	gt24	medium	0.999553	0.999804	0.944076	0.973648	0.841100	0.978678	0.731553	0.690240
SCF:0004286	W7JKG5	W7K1J4	W7K6A8	CF-C-provisional	gt24	remote_sequence	0.999553	0.999728	0.944076	0.926628	0.841100	0.983689	0.731553	0.713674
SCF:0004287	W7JKG5	W7K1J4	A0A2I0BXS0	CF-C-provisional	gt24	remote_sequence	0.999553	0.999867	0.944076	0.967685	0.841100	0.982086	0.731553	0.646104
SCF:0004288	W7K1J4	W7JKG5	Q8IKC9	CF-C-provisional	gt24	high	0.999553	0.999906	0.944076	0.983763	0.841100	0.841100	0.731553	0.731553
SCF:0004289	W7K1J4	W7JKG5	A0A2I0BU46	CF-C-provisional	gt24	medium	0.999553	0.999900	0.944076	0.977801	0.841100	0.685120	0.731553	0.748423
SCF:0004290	W7K1J4	W7JKG5	C6KST3	CF-C-provisional	gt24	medium	0.999553	0.999908	0.944076	0.977896	0.841100	0.680146	0.731553	0.787994
SCF:0004291	P04650	Q12387	Q02892	CF-C-provisional	gt24	remote_sequence	0.242180	0.999731	0.700310	0.815446	0.004201	0.981347	0.646773	0.683638
SCF:0004292	G0SD68	G0SDS8	G0SGY1	CF-C-provisional	gt24	remote_sequence	0.999941	0.999940	0.748130	0.572994	0.023401	0.665803	0.000270	0.718856
SCF:0004293	D5MAJ8	P16059	P14226	CF-C-provisional	gt24	remote_sequence	0.000791	0.000590	0.464688	0.099096	0.004202	0.004232	0.222641	0.315774
SCF:0004294	D5MAJ8	P16059	P27490	CF-C-provisional	gt24	remote_sequence	0.000791	0.144021	0.464688	0.464823	0.004202	0.004220	0.222641	0.581642
SCF:0004295	P0CX45	P26785	P26784	CF-C-provisional	gt24	high	0.999922	0.999923	0.760697	0.774098	0.877509	0.877659	0.338531	0.847683
SCF:0004296	P0CX45	P26785	P05738	CF-C-provisional	gt24	medium	0.999922	0.999895	0.760697	0.587899	0.877509	0.863159	0.338531	0.537501
SCF:0004297	P0CX45	P26785	P0CX82	CF-C-provisional	gt24	remote_sequence	0.999922	0.999922	0.760697	0.739649	0.877509	0.878042	0.338531	0.499178
SCF:0004298	P26785	P0CX45	P14126	CF-C-provisional	gt24	remote_sequence	0.999922	0.999928	0.760697	0.556491	0.877509	0.757011	0.338531	0.585757
SCF:0004299	P75454	Q50303	P75578	CF-C-provisional	gt24	remote_sequence	0.997600	0.991092	0.112672	0.324135	0.004181	0.004180	0.545444	0.384195
SCF:0004300	Q9CQL4	Q8BU88	Q9CQ06	CF-C-provisional	gt24	remote_sequence	0.999945	0.999946	0.939903	0.912862	0.917129	0.885203	0.870376	0.842890
SCF:0004301	Q9CQL4	Q8BU88	Q8K2Y7	CF-C-provisional	gt24	remote_sequence	0.999945	0.999925	0.939903	0.689538	0.917129	0.979312	0.870376	0.736279
SCF:0004302	Q9CQL4	Q8BU88	Q9D7N6	CF-C-provisional	gt24	remote_sequence	0.999945	0.999933	0.939903	0.574804	0.917129	0.986210	0.870376	0.788230
SCF:0004303	Q7RZF0	Q7SA88	Q7SB98	CF-C-provisional	gt24	remote_sequence	0.999921	0.999942	0.877292	0.937408	0.972910	0.885922	0.535656	0.714652
SCF:0004304	Q7SA88	Q7RZF0	Q7S1R6	CF-C-provisional	gt24	remote_sequence	0.999921	0.999876	0.877292	0.842266	0.972910	0.004186	0.535656	0.499708
SCF:0004305	Q7SA88	Q7RZF0	Q7S5N0	CF-C-provisional	gt24	remote_sequence	0.999921	0.999925	0.877292	0.913069	0.972910	0.925974	0.535656	0.242222
SCF:0004306	P05738	P0CX54	P38061	CF-C-provisional	gt24	remote_sequence	0.999902	0.999835	0.615200	0.380947	0.925691	0.838472	0.820272	0.710652
SCF:0004307	P05738	P0CX54	Q02326	CF-C-provisional	gt24	remote_sequence	0.999902	0.999945	0.615200	0.709900	0.925691	0.878837	0.820272	0.614307
SCF:0004308	P05738	P0CX54	P05739	CF-C-provisional	gt24	remote_sequence	0.999902	0.999945	0.615200	0.714445	0.925691	0.893360	0.820272	0.734952
SCF:0004309	P38633	P41896	Q12343	CF-C-provisional	gt24	remote_sequence	0.999895	0.999072	0.722241	0.392190	0.004175	0.894341	0.853533	0.334519
SCF:0004310	P62314	Q9P013	Q5RL73	CF-C-provisional	gt24	remote_sequence	0.999921	0.999898	0.954903	0.938108	0.004247	0.004187	0.673131	0.351733
SCF:0004311	Q6CJK0	Q6CW78	Q6CM18	CF-C-provisional	gt24	remote_sequence	0.999906	0.999943	0.654607	0.617283	0.824444	0.883395	0.696686	0.757439
SCF:0004312	Q6CJK0	Q6CW78	Q6CX80	CF-C-provisional	gt24	remote_sequence	0.999906	0.999931	0.654607	0.632648	0.824444	0.910090	0.696686	0.795194
SCF:0004313	Q6CJK0	Q6CW78	P27069	CF-C-provisional	gt24	remote_sequence	0.999906	0.999951	0.654607	0.740226	0.824444	0.889443	0.696686	0.827088
SCF:0004314	Q6CW78	Q6CJK0	Q6CLU4	CF-C-provisional	gt24	remote_sequence	0.999906	0.999893	0.654607	0.480215	0.824444	0.004456	0.696686	0.636460
SCF:0004315	Q6CW78	Q6CJK0	Q6CXM0	CF-C-provisional	gt24	remote_sequence	0.999906	0.999839	0.654607	0.625293	0.824444	0.614450	0.696686	0.520777
SCF:0004316	Q6CW78	Q6CJK0	Q6CL71	CF-C-provisional	gt24	remote_sequence	0.999906	0.999878	0.654607	0.695916	0.824444	0.253137	0.696686	0.404228
SCF:0004317	G1TFE0	G1TYL6	G1TVS8	CF-C-provisional	gt24	medium	0.999946	0.999952	0.367866	0.802469	0.947252	0.916797	0.653676	0.775896
SCF:0004318	G1TYL6	G1TFE0	G1T0C1	CF-C-provisional	gt24	medium	0.999946	0.999941	0.367866	0.568958	0.947252	0.950512	0.653676	0.722261
SCF:0004319	G1TYL6	G1TFE0	G1SP51	CF-C-provisional	gt24	remote_sequence	0.999946	0.999946	0.367866	0.607624	0.947252	0.957906	0.653676	0.814798
SCF:0004320	P36954	Q75QN2	P19447	CF-C-provisional	gt24	remote_sequence	0.999822	0.999920	0.630889	0.893501	0.004186	0.205924	0.691324	0.684716
SCF:0004321	Q6C2Q1	Q9B6E9	Q9B6C7	CF-C-provisional	gt24	remote_sequence	0.999008	0.989448	0.596016	0.306724	0.004178	0.327732	0.079455	0.693386
SCF:0004322	Q7Z2W9	Q9H3J6	Q9BYD1	CF-C-provisional	gt24	medium	0.999919	0.999940	0.632417	0.873447	0.952894	0.945954	0.869366	0.736398
SCF:0004323	Q7Z2W9	Q9H3J6	H2QWN0	CF-C-provisional	gt24	medium	0.999919	0.999940	0.632417	0.871485	0.952894	0.926199	0.869366	0.749456
SCF:0004324	Q7Z2W9	Q9H3J6	Q86TS9	CF-C-provisional	gt24	remote_sequence	0.999919	0.999915	0.632417	0.699099	0.952894	0.986135	0.869366	0.638244
SCF:0004325	Q9H3J6	Q7Z2W9	Q9P0P8	CF-C-provisional	gt24	medium	0.999919	0.988772	0.632417	0.394181	0.952894	0.010037	0.869366	0.227405
SCF:0004326	Q9H3J6	Q7Z2W9	Q9HD33	CF-C-provisional	gt24	medium	0.999919	0.999913	0.632417	0.864973	0.952894	0.856249	0.869366	0.871022
SCF:0004327	Q9H3J6	Q7Z2W9	Q9Y3B7	CF-C-provisional	gt24	remote_sequence	0.999919	0.999943	0.632417	0.773882	0.952894	0.927716	0.869366	0.851850
SCF:0004328	A0A0F7UXI8	B6KC70	B9PHL8	CF-C-provisional	gt24	remote_sequence	0.999491	0.999946	0.329644	0.378388	0.924697	0.856873	0.733191	0.834992
SCF:0004329	F2Z602	Q875N2	Q6CLU4	CF-C-provisional	gt24	medium	0.999938	0.999929	0.732792	0.478869	0.846307	0.500771	0.038409	0.751962
SCF:0004330	F2Z602	Q875N2	Q6CVZ5	CF-C-provisional	gt24	remote_sequence	0.999938	0.999904	0.732792	0.254825	0.846307	0.865951	0.038409	0.740799
SCF:0004331	F2Z602	Q875N2	Q6CW78	CF-C-provisional	gt24	remote_sequence	0.999938	0.999907	0.732792	0.670595	0.846307	0.774811	0.038409	0.622166
SCF:0004332	Q875N2	F2Z602	Q6CX80	CF-C-provisional	gt24	remote_sequence	0.999938	0.999944	0.732792	0.848234	0.846307	0.825753	0.038409	0.289600
SCF:0004333	Q12690	Q99257	Q12080	CF-C-provisional	gt24	remote_sequence	0.000102	0.998198	0.006792	0.724840	0.004177	0.007427	0.022508	0.598894
SCF:0004334	Q99257	Q12690	P0CX43	CF-C-provisional	gt24	remote_sequence	0.000102	0.000381	0.006792	0.032954	0.004177	0.004175	0.022508	0.199966
SCF:0004335	Q99257	Q12690	Q07915	CF-C-provisional	gt24	remote_sequence	0.000102	0.000077	0.006792	0.008609	0.004177	0.004175	0.022508	0.125071
SCF:0004336	P51970	P03923	O43674	CF-C-provisional	gt24	medium	0.999912	0.999908	0.991474	0.802672	0.847848	0.838125	0.713066	0.718457
SCF:0004337	P79015	Q9UTI8	Q9USX4	CF-C-provisional	gt24	remote_sequence	0.997638	0.999513	0.278973	0.427341	0.843725	0.006746	0.000246	0.171663
SCF:0004338	P79015	Q9UTI8	Q9USG6	CF-C-provisional	gt24	remote_sequence	0.997638	0.999486	0.278973	0.442484	0.843725	0.006431	0.000246	0.022669
SCF:0004339	A1WWW3	A1WWW6	A1WWW2	CF-C-provisional	gt24	remote_sequence	0.992522	0.992738	0.915176	0.830651	0.004179	0.004176	0.094168	0.564447
SCF:0004340	A1WWW6	A1WWW3	A1WXF8	CF-C-provisional	gt24	medium	0.992522	0.999119	0.915176	0.832682	0.004179	0.004177	0.094168	0.202688
SCF:0004341	A1WWW6	A1WWW3	A1WWW5	CF-C-provisional	gt24	medium	0.992522	0.980634	0.915176	0.462101	0.004179	0.004177	0.094168	0.747404
SCF:0004342	P0CG47	P48556	O00231	CF-C-provisional	gt24	remote_sequence	0.995167	0.999755	0.424735	0.785578	0.004517	0.959389	0.688207	0.553372
SCF:0004343	P0CG47	P48556	P43686	CF-C-provisional	gt24	remote_sequence	0.995167	0.999869	0.424735	0.969970	0.004517	0.903547	0.688207	0.787499
SCF:0004344	P0CG47	P48556	P51665	CF-C-provisional	gt24	remote_sequence	0.995167	0.982893	0.424735	0.587802	0.004517	0.926513	0.688207	0.789550
SCF:0004345	P48556	P0CG47	P51665	CF-C-provisional	gt24	remote_sequence	0.995167	0.999584	0.424735	0.676961	0.004517	0.004231	0.688207	0.784239
SCF:0004346	P48556	P0CG47	O75832	CF-C-provisional	gt24	remote_sequence	0.995167	0.999891	0.424735	0.972262	0.004517	0.004624	0.688207	0.633928
SCF:0004347	P38249	P0CX47	Q6CWU3	CF-C-provisional	gt24	remote_sequence	0.999896	0.997557	0.744916	0.260170	0.839932	0.096204	0.741749	0.769841
SCF:0004348	Q9H875	O75643	Q6P2Q9	CF-C-provisional	gt24	remote_sequence	0.988242	0.000159	0.663000	0.032817				
SCF:0004349	G1SVB0	A0A5F9CZR4	P41227	CF-C-provisional	gt24	remote_sequence	0.997436	0.982786	0.698658	0.934119	0.004178	0.010538	0.200196	0.499138
SCF:0004350	A0A6P3DZ89	A0A6P3E3I5	O78747	CF-C-provisional	gt24	remote_sequence	0.999861	0.999927	0.974608	0.952141	0.351524	0.534317	0.740760	0.690425
SCF:0004351	A0A6P3E3I5	A0A6P3DZ89	A0A6P3EKX5	CF-C-provisional	gt24	remote_sequence	0.999861	0.999877	0.974608	0.741970	0.351524	0.873150	0.740760	0.865815
SCF:0004352	Q4FUF3	Q4FVL1	Q4FS21	CF-C-provisional	gt24	remote_sequence	0.999925	0.999850	0.817564	0.799689	0.550463	0.698034	0.614688	0.787315
SCF:0004353	P35679	Q9UTI8	O42706	CF-C-provisional	gt24	medium	0.999887	0.999945	0.457775	0.724229	0.864631	0.926726	0.622577	0.729856
SCF:0004354	P35679	Q9UTI8	O94658	CF-C-provisional	gt24	medium	0.999887	0.999909	0.457775	0.697173	0.864631	0.806548	0.622577	0.816773
SCF:0004355	Q86Y39	O95139	O95298	CF-C-provisional	gt24	remote_sequence	0.997472	0.999907	0.244684	0.858622	0.004477	0.004607	0.676242	0.714752
SCF:0004356	A0A1B4XKV5	A0A1B4XMV6	A0A1B4XMB1	CF-C-provisional	gt24	remote_sequence	0.991230	0.996102	0.491385	0.629101	0.004207	0.543891	0.000273	0.590466
SCF:0004357	Q9VQM2	Q9W402	Q9V3L7	CF-C-provisional	gt24	remote_sequence	0.999672	0.999160	0.598454	0.449980	0.007477	0.507482	0.710071	0.578218
SCF:0004358	Q9W402	Q9VQM2	Q9W380	CF-C-provisional	gt24	remote_sequence	0.999672	0.999842	0.598454	0.605425	0.007477	0.004204	0.710071	0.598498
SCF:0004359	Q9W402	Q9VQM2	A8DYC4	CF-C-provisional	gt24	remote_sequence	0.999672	0.671071	0.598454	0.465173	0.007477	0.004191	0.710071	0.756709
SCF:0004360	P38624	Q12377	P40327	CF-C-provisional	gt24	remote_sequence	0.999895	0.999846	0.961810	0.921188	0.004177	0.011205	0.774360	0.735902
SCF:0004361	Q12377	P38624	P40302	CF-C-provisional	gt24	remote_sequence	0.999895	0.999864	0.961810	0.908499	0.004177	0.004177	0.774360	0.809557
SCF:0004362	Q12377	P38624	P23638	CF-C-provisional	gt24	remote_sequence	0.999895	0.999723	0.961810	0.807096	0.004177	0.004181	0.774360	0.593982
SCF:0004363	Q12377	P38624	P40303	CF-C-provisional	gt24	remote_sequence	0.999895	0.997912	0.961810	0.585291	0.004177	0.004179	0.774360	0.631425
SCF:0004364	Q39580	Q01657	P12759	CF-C-provisional	gt24	remote_sequence	0.984591	0.999332	0.900942	0.836484	0.004191	0.004199	0.386795	0.496078
SCF:0004365	P32639	P19736	Q12309	CF-C-provisional	gt24	remote_sequence	0.001540	0.370231	0.176990	0.894550				
SCF:0004366	P32639	P19736	Q12420	CF-C-provisional	gt24	remote_sequence	0.001540	0.008577	0.176990	0.589504				
SCF:0004367	A4I357	A4I384	A4HV47	CF-C-provisional	gt24	remote_sequence	0.999867	0.999776	0.940306	0.925919	0.756778	0.903901	0.753212	0.734580
SCF:0004368	A4I357	A4I384	A0A381MU64	CF-C-provisional	gt24	remote_sequence	0.999867	0.999860	0.940306	0.895289	0.756778	0.913956	0.753212	0.760314
SCF:0004369	A4I357	A4I384	A4HVX3	CF-C-provisional	gt24	remote_sequence	0.999867	0.999856	0.940306	0.933356	0.756778	0.940227	0.753212	0.724522
SCF:0004370	A4I384	A4I357	A4HVX3	CF-C-provisional	gt24	medium	0.999867	0.999629	0.940306	0.935513	0.756778	0.950676	0.753212	0.708950
SCF:0004371	A4I384	A4I357	Q9GNZ8	CF-C-provisional	gt24	medium	0.999867	0.999871	0.940306	0.883437	0.756778	0.892427	0.753212	0.708138
SCF:0004372	A4I384	A4I357	A4ICV5	CF-C-provisional	gt24	remote_sequence	0.999867	0.999858	0.940306	0.946810	0.756778	0.004178	0.753212	0.746019
SCF:0004373	P03899	P03921	P03893	CF-C-provisional	gt24	remote_sequence	0.999599	0.999440	0.985846	0.971813	0.938122	0.969454	0.250866	0.311853
SCF:0004374	A0A3B5XX39	A0A9R1HBE9	Q5XUU9	CF-C-provisional	gt24	remote_sequence	0.999939	0.999941	0.626972	0.566748	0.943228	0.781781	0.799015	0.822926
SCF:0004375	A0A9R1HBE9	A0A3B5XX39	A0A3B6PK86	CF-C-provisional	gt24	remote_sequence	0.999939	0.999951	0.626972	0.852539	0.943228	0.926730	0.799015	0.842418
SCF:0004376	Q385R2	Q584U8	Q38AX6	CF-C-provisional	gt24	remote_sequence	0.995128	0.997677	0.773589	0.486621	0.008674	0.004196	0.296664	0.241983
SCF:0004377	Q584U8	Q385R2	Q586P5	CF-C-provisional	gt24	remote_sequence	0.995128	0.999052	0.773589	0.831724	0.008674	0.004175	0.296664	0.292929
SCF:0004378	Q584U8	Q385R2	C9ZJE4	CF-C-provisional	gt24	remote_sequence	0.995128	0.999252	0.773589	0.876730	0.008674	0.004175	0.296664	0.263124
SCF:0004379	Q584U8	Q385R2	Q387C7	CF-C-provisional	gt24	remote_sequence	0.995128	0.178148	0.773589	0.860586	0.008674	0.004174	0.296664	0.089281
SCF:0004380	Q7K1C0	Q9VJZ4	Q7JZK1	CF-C-provisional	gt24	remote_sequence	0.994571	0.999279	0.494960	0.462503	0.004177	0.004179	0.794701	0.684999
SCF:0004381	P05747	P33201	P33442	CF-C-provisional	gt24	medium	0.999775	0.999806	0.570744	0.646195	0.004182	0.812277	0.429695	0.000033
SCF:0004382	P05747	P33201	Q02326	CF-C-provisional	gt24	remote_sequence	0.999775	0.999921	0.570744	0.853409	0.004182	0.782691	0.429695	0.732276
SCF:0004383	P33201	P05747	P05745	CF-C-provisional	gt24	remote_sequence	0.999775	0.999708	0.570744	0.632937	0.004182	0.004181	0.429695	0.454390
SCF:0004384	A0A0R4J8D6	A0A480J9Z6	A0A287B9C4	CF-C-provisional	gt24	medium	0.999813	0.999941	0.855902	0.925858	0.004180	0.971973	0.732101	0.687882
SCF:0004385	F1RWJ0	A0A0R4J8D6	A0A8D0VGD9	CF-C-provisional	gt24	remote_sequence	0.999913	0.999843	0.741000	0.453908	0.987511	0.984044	0.788343	0.852632
SCF:0004386	F1RWJ0	A0A0R4J8D6	A0A4X1U6S6	CF-C-provisional	gt24	remote_sequence	0.999913	0.999843	0.741000	0.453908	0.987511	0.984044	0.788343	0.852632
SCF:0004387	Q6C4W9	Q6C926	Q6C7X2	CF-C-provisional	gt24	high	0.999914	0.999909	0.660259	0.769175	0.004178	0.004178	0.738384	0.716114
SCF:0004388	Q6C926	Q6C4W9	Q6C1R9	CF-C-provisional	gt24	remote_sequence	0.999914	0.999702	0.660259	0.706198	0.004178	0.966937	0.738384	0.767489
SCF:0004389	O94659	P0CT68	O94238	CF-C-provisional	gt24	medium	0.999681	0.999830	0.759385	0.888873	0.576599	0.471150	0.425412	0.587613
SCF:0004390	O94659	P0CT68	O74895	CF-C-provisional	gt24	remote_sequence	0.999681	0.999445	0.759385	0.855784	0.576599	0.482860	0.425412	0.648375
SCF:0004391	A0A8D0K6B5	A0A4X1ULW2	A0A0U1RS44	CF-C-provisional	gt24	remote_sequence	0.999809	0.999848	0.679038	0.603076	0.004252	0.004488	0.882050	0.743776
SCF:0004392	P23193	Q7KZ85	P30876	CF-C-provisional	gt24	remote_sequence	0.999908	0.999944	0.897974	0.965116	0.017920	0.004192	0.698541	0.418198
SCF:0004393	P23193	Q7KZ85	P24928	CF-C-provisional	gt24	remote_sequence	0.999908	0.999946	0.897974	0.957442	0.017920	0.004325	0.698541	0.550593
SCF:0004394	Q7KZ85	P23193	I3LCH3	CF-C-provisional	gt24	remote_sequence	0.999908	0.999931	0.897974	0.970607	0.017920	0.116862	0.698541	0.763495
SCF:0004395	G0SFC3	G0S4S2	G0S2I7	CF-C-provisional	gt24	medium	0.999879	0.999763	0.766643	0.803955	0.004535	0.023008	0.610797	0.501290
SCF:0004396	G0SFC3	G0S4S2	G0RXZ3	CF-C-provisional	gt24	remote_sequence	0.999879	0.999921	0.766643	0.522821	0.004535	0.004181	0.610797	0.706341
SCF:0004397	G0SFC3	G0S4S2	G0RXW1	CF-C-provisional	gt24	remote_sequence	0.999879	0.999916	0.766643	0.759859	0.004535	0.865910	0.610797	0.633230
SCF:0004398	P62851	Q8N9N8	P62753	CF-C-provisional	gt24	remote_sequence	0.999254	0.999929	0.121796	0.888964	0.806370	0.868466	0.710491	0.800306
SCF:0004399	P62851	Q8N9N8	P62280	CF-C-provisional	gt24	remote_sequence	0.999254	0.999913	0.121796	0.799114	0.806370	0.907231	0.710491	0.811686
SCF:0004400	Q8N9N8	P62851	P39019	CF-C-provisional	gt24	remote_sequence	0.999254	0.999741	0.121796	0.264063	0.806370	0.227928	0.710491	0.677764
SCF:0004401	P62917	Q6DKI1	P18124	CF-C-provisional	gt24	medium	0.999765	0.999929	0.778433	0.894723	0.842178	0.850458	0.741709	0.675703
SCF:0004402	P62917	Q6DKI1	O95478	CF-C-provisional	gt24	medium	0.999765	0.999850	0.778433	0.856212	0.842178	0.819907	0.741709	0.884768
SCF:0004403	P62917	Q6DKI1	Q02878	CF-C-provisional	gt24	remote_sequence	0.999765	0.999933	0.778433	0.935742	0.842178	0.902343	0.741709	0.822640
SCF:0004404	Q6DKI1	P62917	O95478	CF-C-provisional	gt24	remote_sequence	0.999765	0.999775	0.778433	0.434686	0.842178	0.026370	0.741709	0.724188
SCF:0004405	P12878	P21467	P21470	CF-C-provisional	gt24	medium	0.999944	0.999925	0.332192	0.689791	0.795363	0.780097	0.834241	0.807429
SCF:0004406	P12878	P21467	P21472	CF-C-provisional	gt24	remote_sequence	0.999944	0.999941	0.332192	0.787125	0.795363	0.580525	0.834241	0.811832
SCF:0004407	P05745	Q12024	P10664	CF-C-provisional	gt24	remote_sequence	0.008140	0.999876	0.052048	0.694908	0.004373	0.847822	0.662733	0.575934
SCF:0004408	P05745	Q12024	P53136	CF-C-provisional	gt24	remote_sequence	0.008140	0.985072	0.052048	0.275013	0.004373	0.004188	0.662733	0.618589
SCF:0004409	P04650	Q07915	P26784	CF-C-provisional	gt24	remote_sequence	0.999779	0.999925	0.753856	0.787354	0.076264	0.893553	0.596170	0.746968
SCF:0004410	P04650	Q07915	P0CX84	CF-C-provisional	gt24	remote_sequence	0.999779	0.999898	0.753856	0.724489	0.076264	0.939147	0.596170	0.730755
SCF:0004411	Q96JB5	Q9Y3U8	P62750	CF-C-provisional	gt24	remote_sequence	0.000142	0.130534	0.019647	0.322305	0.004184	0.004195	0.250495	0.499485
SCF:0004412	Q96JB5	Q9Y3U8	P42766	CF-C-provisional	gt24	remote_sequence	0.000142	0.023135	0.019647	0.063140	0.004184	0.004196	0.250495	0.425365
SCF:0004413	Q9Y3U8	Q96JB5	Q9NVP1	CF-C-provisional	gt24	remote_sequence	0.000142	0.998019	0.019647	0.394458	0.004184	0.013302	0.250495	0.760175
SCF:0004414	Q9Y3U8	Q96JB5	Q9BZE4	CF-C-provisional	gt24	remote_sequence	0.000142	0.999755	0.019647	0.559428	0.004184	0.104601	0.250495	0.441776
SCF:0004415	Q9Y3U8	Q96JB5	O00541	CF-C-provisional	gt24	remote_sequence	0.000142	0.999914	0.019647	0.957331	0.004184	0.008976	0.250495	0.664419
SCF:0004416	P25382	P33201	P40078	CF-C-provisional	gt24	medium	0.796793	0.992506	0.108819	0.435036	0.004178	0.004365	0.463032	0.505895
SCF:0004417	P25382	P33201	Q02326	CF-C-provisional	gt24	remote_sequence	0.796793	0.983347	0.108819	0.414380	0.004178	0.004243	0.463032	0.187555
SCF:0004418	P25382	P33201	P38779	CF-C-provisional	gt24	remote_sequence	0.796793	0.923884	0.108819	0.132296	0.004178	0.004178	0.463032	0.364008
SCF:0004419	P33201	P25382	P14126	CF-C-provisional	gt24	remote_sequence	0.796793	0.999857	0.108819	0.772704	0.004178	0.004577	0.463032	0.728307
SCF:0004420	P50914	Q96A33	P39023	CF-C-provisional	gt24	remote_sequence	0.999923	0.999930	0.901695	0.891727	0.278975	0.804482	0.420025	0.818231
SCF:0004421	C4LTA0	C4M751	C4LXZ0	CF-C-provisional	gt24	remote_sequence	0.999834	0.999760	0.808526	0.743787	0.872595	0.074746	0.681992	0.770837
SCF:0004422	C4LTA0	C4M751	C4LU56	CF-C-provisional	gt24	remote_sequence	0.999834	0.999718	0.808526	0.757487	0.872595	0.582879	0.681992	0.820823
SCF:0004423	A0A7S0VJV3	Q8LYW0	Q8LYV9	CF-C-provisional	gt24	remote_sequence	0.996306	0.995441	0.580215	0.651740	0.004178	0.004211	0.435114	0.366539
SCF:0004424	G0S992	G0SAJ9	G0S7X0	CF-C-provisional	gt24	remote_sequence	0.998317	0.998974	0.697705	0.702155	0.919247	0.025177	0.819714	0.680195
SCF:0004425	G0SAJ9	G0S992	G0S507	CF-C-provisional	gt24	remote_sequence	0.998317	0.999801	0.697705	0.530975	0.919247	0.928725	0.819714	0.428270
SCF:0004426	Q4JAX5	O05641	Q4JB46	CF-C-provisional	gt24	remote_sequence	0.999944	0.999946	0.231813	0.756943	0.004192	0.004189	0.741644	0.725907
SCF:0004427	P62318	Q8WUD4	Q9UDW3	CF-C-provisional	gt24	remote_sequence	0.999940	0.999928	0.914568	0.908752	0.273506	0.924369	0.663964	0.838506
SCF:0004428	P33308	Q06213	P47822	CF-C-provisional	gt24	medium	0.999860	0.999055	0.747698	0.893744	0.004187	0.004201	0.454157	0.832785
